Module,num,Kind,Table,No,BusinessTerm,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,RelationObjectClassTermQualifier,RelationObjectClassTerm,Level,PK_REF,ATTRIBUTE,DOMAIN
6.INV,679,BBIE,INV TRANSACTION,1180,Transaction Date,Inventory Transaction_ List. Transaction. Code,"The date of activity, per associated transaction document if applicable.",Inventory Transaction,List,Transaction,Code,,,,,,,TRANSACTION DATE,DATE
6.INV,680,BBIE,INV TRANSACTION,1181,Transaction Time,Inventory Transaction_ List. Transaction Time. Code,"The time of the activity, per associated transaction document if applicable.",Inventory Transaction,List,Transaction Time,Code,,,,,,,TRANSACTION TIME,TIME
6.INV,681,BBIE,INV TRANSACTION,1182,Transaction Type,Inventory Transaction_ List. Transaction Type. Code,"Captures information regarding movements and adjustments. Movement types may include: receipt, shipment, transfer, return, moved to production, moved from production. Quantity adjustment types may include: physical count adjustment, damage, obsolete, scrapped. Cost adjustments may include: lower of cost or market realization.",Inventory Transaction,List,Transaction Type,Code,,,,,,,TRANSACTION TYPE,TEXT 80
6.INV,682,BBIE,INV TRANSACTION,1183,Transaction Type System,Inventory Transaction_ List. Transaction Type System. Code,Transaction code local to the underlying accounting software system.,Inventory Transaction,List,Transaction Type System,Code,,,,,,,TRANSACTION TYPE SYSTEM,TEXT 60
6.INV,683,BBIE,INV TRANSACTION,1184,Transaction Description,Inventory Transaction_ List. Transaction Description. Code,Description of the transaction.,Inventory Transaction,List,Transaction Description,Code,,,,,,,TRANSACTION DESCRIPTION,TEXT 1000
6.INV,684,BBIE,INV TRANSACTION,1185,Transaction Quantity,Inventory Transaction_ List. Transaction_ Quantity. Code,"Quantity affected expressed in location stocking organization in Basic_UOM_Code. When the inventory is received, the number involved will be a 'positive number'; when the inventory is dispatched, the number involved will be a 'negative number'.",Inventory Transaction,List,Quantity,Code,,,,,,,TRANSACTION QUANTITY,QUANTITY
6.INV,685,BBIE,INV TRANSACTION,1186,Supplier Account ID,Inventory Transaction_ List. Supplier Account ID. Code,The unique identifier for the supplier. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,Inventory Transaction,List,Supplier Account ID,Code,,,,,,,SUPPLIER ACCOUNT ID,IDENTIFIER 100
6.INV,686,BBIE,INV TRANSACTION,1187,Customer Account ID,Inventory Transaction_ List. Customer Account ID. Code,The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Inventory Transaction,List,Customer Account ID,Code,,,,,,,CUSTOMER ACCOUNT ID,IDENTIFIER 100
6.INV,687,BBIE,INV TRANSACTION,1188,Inventory Document ID,Inventory Transaction_ List. Inventory Document ID. Code,"The unique identifier for the inventory document, specifying the sources where inventory originates. Typically auto-generated by the system.",Inventory Transaction,List,Inventory Document ID,Code,,,,,,,INVENTORY DOCUMENT ID,TEXT 60
6.INV,688,BBIE,INV TRANSACTION,1189,Inventory Document Number,Inventory Transaction_ List. Inventory Document Number. Code,"The number of the inventory document. The number is usually generated by manual input or is system generated; for example, '201305020001'.",Inventory Transaction,List,Inventory Document Number,Code,,,,,,,INVENTORY DOCUMENT NUMBER,TEXT 80
6.INV,689,BBIE,INV TRANSACTION,1190,Inventory Document Line ID,Inventory Transaction_ List. Inventory Document Line ID. Code,The unique identifier for the inventory document line. Typically auto-generated by the system.,Inventory Transaction,List,Inventory Document Line ID,Code,,,,,,,INVENTORY DOCUMENT LINE ID,TEXT 60
6.INV,690,BBIE,INV TRANSACTION,1191,Inventory Document Line Number,Inventory Transaction_ List. Inventory Document Line Number. Code,The number of the inventory document line. This number is either generated by manual input or generated by the system.,Inventory Transaction,List,Inventory Document Line Number,Code,,,,,,,INVENTORY DOCUMENT LINE NUMBER,TEXT 10
6.INV,691,BBIE,INV TRANSACTION,1192,Status,Inventory Transaction_ List. Status. Code,"The status of the inventory document; for example, 'new', 'save', 'submit', 'void' and 'frozen'.",Inventory Transaction,List,Status,Code,,,,,,,STATUS,STATUS CODE
6.INV,692,BBIE,INV TRANSACTION,1193,Inventory Organization Code,Inventory Transaction_ List. Inventory Organization Code. Code,"The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table. Inventory Organization refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse.",Inventory Transaction,List,Inventory Organization Code,Code,,,,,,,INVENTORY ORGANIZATION CODE,IDENTIFIER 25
6.INV,693,BBIE,INV TRANSACTION,1194,Inventory Stocking UOM Code,Inventory Transaction_ List. Inventory Stocking_ . Code,The code of the measurement unit used associated with the quantity used for stocking inventory. Shall match the UOM_Code in the BAS_Measurement_Unit table.,Inventory Transaction,List,,Code,,,,,,,INVENTORY STOCKING UOM CODE,MEASUREMENT UNIT CODE
6.INV,694,BBIE,INV TRANSACTION,1195,Inventory Costing UOM Code,Inventory Transaction_ List. Inventory Costing_ . Code,The code of the measurement unit for inventory's cost. Shall match the UOM_Code in the BAS_Measurement_Unit table.,Inventory Transaction,List,,Code,,,,,,,INVENTORY COSTING UOM CODE,MEASUREMENT UNIT CODE
6.INV,695,BBIE,INV TRANSACTION,1196,Inventory Product ID,Inventory Transaction_ List. Inventory Product ID. Code,The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Inventory Transaction,List,Inventory Product ID,Code,,,,,,,INVENTORY PRODUCT ID,IDENTIFIER 75
6.INV,696,BBIE,INV TRANSACTION,1197,Lot Number,Inventory Transaction_ List. Lot Number. Code,The number associated with a product that is used for tracking and managing the lot.,Inventory Transaction,List,Lot Number,Code,,,,,,,LOT NUMBER,TEXT 60
6.INV,697,BBIE,INV TRANSACTION,1198,Serial Number,Inventory Transaction_ List. Serial Number. Code,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer be assigned a individual serial number).",Inventory Transaction,List,Serial Number,Code,,,,,,,SERIAL NUMBER,TEXT 60
6.INV,698,BBIE,INV TRANSACTION,1199,Inventory Required By,Inventory Transaction_ List. Inventory Required By. Code,The person or organization that makes requisition for inventory.,Inventory Transaction,List,Inventory Required By,Code,,,,,,,INVENTORY REQUIRED BY,TEXT 80
6.INV,699,BBIE,INV TRANSACTION,1200,Inventory From Location ID,Inventory Transaction_ List. Inventory From Location ID. Code,The unique identifier for the stock trading source location. Typically auto-generated by the system. Shall match the Location_ID in the INV_Location table.,Inventory Transaction,List,Inventory From Location ID,Code,,,,,,,INVENTORY FROM LOCATION ID,IDENTIFIER 75
6.INV,700,BBIE,INV TRANSACTION,1201,Inventory To Location ID,Inventory Transaction_ List. Inventory To Location ID. Code,The unique identifier for the stock trading destination. Typically auto-generated by the system. Shall match the Location_ID in the INV_Location table.,Inventory Transaction,List,Inventory To Location ID,Code,,,,,,,INVENTORY TO LOCATION ID,IDENTIFIER 75
6.INV,701,BBIE,INV TRANSACTION,1202,Cost Organization Code,Inventory Transaction_ List. Cost Organization Code. Code,"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the",Inventory Transaction,List,Cost Organization Code,Code,,,,,,,COST ORGANIZATION CODE,IDENTIFIER 25
6.INV,702,BBIE,INV TRANSACTION,1203,Inventory Cost,Inventory Transaction_ List. Inventory_ Cost. Code,Cost per unit using the method found in field Inventory_Cost_Method.,Inventory Transaction,List,Cost,Code,,,,,,,INVENTORY COST,AMOUNT
6.INV,703,BBIE,INV TRANSACTION,1204,Transaction Adjustment Cost,Inventory Transaction_ List. Transaction Adjustment_ Cost. Code,Per unit increase or decrease in stocking cost as represented in field Inventory_Cost_Method of the INV_On_Hand table.,Inventory Transaction,List,Cost,Code,,,,,,,TRANSACTION ADJUSTMENT COST,AMOUNT
6.INV,704,BBIE,INV TRANSACTION,1205,Functional Currency Code,Inventory Transaction_ List. Functional_ Currency Code. Code,The code of functional or group currency related to the balance (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,Inventory Transaction,List,Currency Code,Code,,,,,,,FUNCTIONAL CURRENCY CODE,CURRENCY CODE
6.INV,705,BBIE,INV TRANSACTION,1206,INV System Or External Source,Inventory Transaction_ List. INV System Or External Source. Code,"Indicator used to show whether the inventory transaction is originated within or outside the inventory module. I for internally initiated transaction and E for externally initiated one, for example, purchase or sale.",Inventory Transaction,List,INV System Or External Source,Code,,,,,,,INV SYSTEM OR EXTERNAL SOURCE,SOURCE CODE
6.INV,706,BBIE,INV TRANSACTION,1207,INV Received And Dispatched Code,Inventory Transaction_ List. Inventory Received And Dispatched Code. Code,"This indicates whether the inventory is received or dispatched. For example 0 means inventory received, 1 means inventory dispatched.",Inventory Transaction,List,Inventory Received And Dispatched Code,Code,,,,,,,INV RECEIVED AND DISPATCHED CODE,INVENTORY RECEIVED DISPATCHED CODE
6.INV,707,BBIE,INV TRANSACTION,1208,GL Line Debit Account ID,Inventory Transaction_ List. Line_ Defined. Code,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Inventory Transaction,List,Defined,Code,,,Debit,Chart Of Accounts,,,GL LINE DEBIT ACCOUNT ID,GL ACCOUNT NUMBER 100
6.INV,708,BBIE,INV TRANSACTION,1209,GL Line Credit Account ID,Inventory Transaction_ List. Line_ Defined. Code,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Inventory Transaction,List,Defined,Code,,,Credit,Chart Of Accounts,,,GL LINE CREDIT ACCOUNT ID,GL ACCOUNT NUMBER 100
6.INV,709,ASBIE,INV TRANSACTION,1210,Approved,Inventory Transaction_ List. was. Approved_ Handling,,Inventory Transaction,List,was,Code,,,,,,,APPROVED,was
6.INV,710,ASBIE,INV TRANSACTION,1211,Created,Inventory Transaction_ List. was. Created_ Handling,,Inventory Transaction,List,was,Code,,,,,,,CREATED,was
6.INV,711,ASBIE,INV TRANSACTION,1212,Last Modified,Inventory Transaction_ List. was. Last Modified_ Handling,,Inventory Transaction,List,was,Code,,,,,,,LAST MODIFIED,was
6.INV,712,ASBIE,INV TRANSACTION,1213,Posted Date,Inventory Transaction_ List. was. Posted_ Handling,,Inventory Transaction,List,was,Code,,,,,,,POSTED,was
6.INV,713,RLBIE,INV TRANSACTION,1214,Business Segment X,Inventory Transaction_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Inventory Transaction,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,714,IDBIE,PPE ADDITION,1216,Addition ID,PPE Addition_ List. ID,The unique identifier for the addition entry. Typically auto-generated by the system.,PPE Addition,List,Identification,Code,,,,,,PK,ADDITION ID,IDENTIFIER 60
7.PPE,715,BBIE,PPE ADDITION,1217,PPE ID,PPE Addition_ List. PPE ID. Code,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Addition,List,PPE ID,Code,,,,,,,PPE ID,IDENTIFIER 100
7.PPE,716,BBIE,PPE ADDITION,1218,Fiscal Year,PPE Addition_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Addition_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Addition,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
7.PPE,717,BBIE,PPE ADDITION,1219,Accounting Period,PPE Addition_ List. Accounting Period. Period_ Code,"Accounting period in which the Addition_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",PPE Addition,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
7.PPE,718,BBIE,PPE ADDITION,1220,Tag Number,PPE Addition_ List. Tag Number. Code,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or is system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Addition,List,Tag Number,Code,,,,,,,TAG NUMBER,TEXT 60
7.PPE,719,BBIE,PPE ADDITION,1221,Addition Type Name,PPE Addition_ List. Addition Type Name. Code,"Description of the addition type; for example, purchase, invest and donate.",PPE Addition,List,Addition Type Name,Code,,,,,,,ADDITION TYPE NAME,TEXT 60
7.PPE,720,BBIE,PPE ADDITION,1222,Addition Date,PPE Addition_ List. Addition. Code,The date that addition transaction happens.,PPE Addition,List,Addition,Code,,,,,,,ADDITION DATE,DATE
7.PPE,721,BBIE,PPE ADDITION,1223,Addition Reason,PPE Addition_ List. Addition Reason. Code,The reason why the PPE is added.,PPE Addition,List,Addition Reason,Code,,,,,,,ADDITION REASON,TEXT 200
7.PPE,722,BBIE,PPE ADDITION,1224,Addition Quantity,PPE Addition_ List. Addition_ Quantity. Code,The quantity of PPE to be added.,PPE Addition,List,Quantity,Code,,,,,,,ADDITION QUANTITY,QUANTITY
7.PPE,723,BBIE,PPE ADDITION,1225,Original Cost,PPE Addition_ List. Original_ Cost. Code,Original cost of PPE.,PPE Addition,List,Cost,Code,,,,,,,ORIGINAL COST,AMOUNT
7.PPE,724,BBIE,PPE ADDITION,1226,Functional Currency Code,PPE Addition_ List. Functional_ Currency Code. Code,The code of functional or group currency related to the balance (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,PPE Addition,List,Currency Code,Code,,,,,,,FUNCTIONAL CURRENCY CODE,CURRENCY CODE
7.PPE,725,ASBIE,PPE ADDITION,1227,Approved,PPE Addition_ List. was. Approved_ Handling,,PPE Addition,List,was,Code,,,,,,,APPROVED,was
7.PPE,726,ASBIE,PPE ADDITION,1228,Created,PPE Addition_ List. was. Created_ Handling,,PPE Addition,List,was,Code,,,,,,,CREATED,was
7.PPE,727,ASBIE,PPE ADDITION,1229,Last Modified,PPE Addition_ List. was. Last Modified_ Handling,,PPE Addition,List,was,Code,,,,,,,LAST MODIFIED,was
7.PPE,728,RLBIE,PPE ADDITION,1230,Business Segment X,PPE Addition_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Addition,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,729,IDBIE,PPE CHANGE,1232,Change ID,PPE Change_ List. ID,The unique identifier for the change entry. Typically auto-generated by the system.,PPE Change,List,Identification,Code,,,,,,PK,CHANGE ID,IDENTIFIER 60
7.PPE,730,BBIE,PPE CHANGE,1233,PPE ID,PPE Change_ List. PPE ID. Code,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Change,List,PPE ID,Code,,,,,,,PPE ID,IDENTIFIER 100
7.PPE,731,BBIE,PPE CHANGE,1234,Fiscal Year,PPE Change_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Change_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Change,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
7.PPE,732,BBIE,PPE CHANGE,1235,Accounting Period,PPE Change_ List. Accounting Period. Period_ Code,"Accounting period in which the Change_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",PPE Change,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
7.PPE,733,BBIE,PPE CHANGE,1236,Tag Number,PPE Change_ List. Tag Number. Code,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or is system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Change,List,Tag Number,Code,,,,,,,TAG NUMBER,TEXT 60
7.PPE,734,BBIE,PPE CHANGE,1237,Change Type Name,PPE Change_ List. Change Type Name. Code,"The type of change transaction, except for addition or removal transactions. Examples of type of change include revaluations, changes in historical cost, changes in depreciation method, transfers and changes in status.",PPE Change,List,Change Type Name,Code,,,,,,,CHANGE TYPE NAME,TEXT 60
7.PPE,735,BBIE,PPE CHANGE,1238,Change Date,PPE Change_ List. Change. Code,The date when the changing transaction happens.,PPE Change,List,Change,Code,,,,,,,CHANGE DATE,DATE
7.PPE,736,BBIE,PPE CHANGE,1239,Change Reason,PPE Change_ List. Change Reason. Code,The reason why the changing transaction happens.,PPE Change,List,Change Reason,Code,,,,,,,CHANGE REASON,TEXT 200
7.PPE,737,BBIE,PPE CHANGE,1240,Content Before Change,PPE Change_ List. Content Before Change. Code,"The content; for example, the method, amount or quantity before changing transaction.",PPE Change,List,Content Before Change,Code,,,,,,,CONTENT BEFORE CHANGE,TEXT 60
7.PPE,738,BBIE,PPE CHANGE,1241,Content After Change,PPE Change_ List. Content After Change. Code,"The content; for example, the method, amount or quantity after changing transaction.",PPE Change,List,Content After Change,Code,,,,,,,CONTENT AFTER CHANGE,TEXT 60
7.PPE,739,ASBIE,PPE CHANGE,1242,Approved,PPE Change_ List. was. Approved_ Handling,,PPE Change,List,was,Code,,,,,,,APPROVED,was
7.PPE,740,ASBIE,PPE CHANGE,1243,Created,PPE Change_ List. was. Created_ Handling,,PPE Change,List,was,Code,,,,,,,CREATED,was
7.PPE,741,ASBIE,PPE CHANGE,1244,Last Modified,PPE Change_ List. was. Last Modified_ Handling,,PPE Change,List,was,Code,,,,,,,LAST MODIFIED,was
7.PPE,742,RLBIE,PPE CHANGE,1245,Business Segment X,PPE Change_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Change,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,743,IDBIE,,1247,Department Allocation ID,PPE Department Allocation_ List. ID,,PPE Department Allocation,List,Identification,Code,,,,,,PK,,
7.PPE,744,BBIE,PPE DEPARTMENT ALLOCATION,1248,PPE ID,PPE Department Allocation_ List. PPE ID. Code,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Department Allocation,List,PPE ID,Code,,,,,,,PPE ID,IDENTIFIER 100
7.PPE,745,BBIE,PPE DEPARTMENT ALLOCATION,1249,Depreciation Allocation Proportion,PPE Department Allocation_ List. Depreciation Allocation Proportion. Code,The depreciation allocation proportion of each department.,PPE Department Allocation,List,Depreciation Allocation Proportion,Code,,,,,,,DEPRECIATION ALLOCATION PROPORTION,PERCENTAGE
7.PPE,746,BBIE,PPE DEPARTMENT ALLOCATION,1250,Department Code,PPE Department Allocation_ List. Department Code. Code,"The code of department rosters; for example, the department name is IT department, the code is 0018. Shall match the Busieness_Segment_Code in the BAS_Business_Segment table.",PPE Department Allocation,List,Department Code,Code,,,,,,,DEPARTMENT CODE,IDENTIFIER 25
7.PPE,747,RLBIE,PPE DEPARTMENT ALLOCATION,1251,Business Segment X,PPE Department Allocation_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Department Allocation,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,748,IDBIE,,1253,PPE Depreciation ID,PPE Depreciation_ List. ID,,PPE Depreciation,List,Identification,Code,,,,,,PK,,
7.PPE,749,BBIE,PPE DEPRECIATION,1254,PPE ID,PPE Depreciation_ List. PPE ID. Code,The unique identifier for the PPE. Typically auto-generated by the system. Shall match a PPE_ID in the PPE_Master table.,PPE Depreciation,List,PPE ID,Code,,,,,,,PPE ID,IDENTIFIER 100
7.PPE,750,BBIE,PPE DEPRECIATION,1255,Fiscal Year,PPE Depreciation_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Created_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Depreciation,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
7.PPE,751,BBIE,PPE DEPRECIATION,1256,Accounting Period,PPE Depreciation_ List. Accounting Period. Period_ Code,"Accounting period in which the Entered_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",PPE Depreciation,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
7.PPE,752,BBIE,PPE DEPRECIATION,1257,Depreciation Method ID,PPE Depreciation_ List. Depreciation Method ID. Code,The field is used to specify the depreciation method. Typically auto-generated by the system. Shall match the Depreciation_Method_ID in the PPE_Depreciation_Method table.,PPE Depreciation,List,Depreciation Method ID,Code,,,,,,,DEPRECIATION METHOD ID,IDENTIFIER 60
7.PPE,753,BBIE,PPE DEPRECIATION,1258,Useful Life,PPE Depreciation_ List. Useful Life. Code,Total useful life of PPE in months.,PPE Depreciation,List,Useful Life,Code,,,,,,,USEFUL LIFE,NUMBER 4
7.PPE,754,BBIE,PPE DEPRECIATION,1259,Useful Life Remaining,PPE Depreciation_ List. Useful Life Remaining. Code,Remaining useful life of PPE in months as of the report date.,PPE Depreciation,List,Useful Life Remaining,Code,,,,,,,USEFUL LIFE REMAINING,NUMBER 4
7.PPE,755,BBIE,PPE DEPRECIATION,1260,Original Cost,PPE Depreciation_ List. Original_ Cost. Code,Original cost of PPE.,PPE Depreciation,List,Cost,Code,,,,,,,ORIGINAL COST,AMOUNT
7.PPE,756,BBIE,PPE DEPRECIATION,1261,Residual Value,PPE Depreciation_ List. Residual_ Value. Code,Residual value of PPE as of the report date. Mostly it is calculated through an expected residual value ratio.,PPE Depreciation,List,Value,Code,,,,,,,RESIDUAL VALUE,AMOUNT
7.PPE,757,BBIE,PPE DEPRECIATION,1262,Depreciable Basis,PPE Depreciation_ List. Depreciable_ Basis. Code,"Depreciable basis of PPE, which shows the difference between original cost and residual value.",PPE Depreciation,List,Basis,Code,,,,,,,DEPRECIABLE BASIS,AMOUNT
7.PPE,758,BBIE,PPE DEPRECIATION,1263,Depreciation Amount,PPE Depreciation_ List. Depreciation Amount. Code,The amount of the depreciation recognized during the period.,PPE Depreciation,List,Depreciation Amount,Code,,,,,,,DEPRECIATION AMOUNT,AMOUNT
7.PPE,759,BBIE,PPE DEPRECIATION,1264,Accumulated Depreciation,PPE Depreciation_ List. Accumulated_ Depreciation. Code,The accumulated depreciation of PPE as of the report date.,PPE Depreciation,List,Depreciation,Code,,,,,,,ACCUMULATED DEPRECIATION,AMOUNT
7.PPE,760,BBIE,PPE DEPRECIATION,1265,Carrying Amount,PPE Depreciation_ List. Carrying Amount. Code,"The carrying amount of PPE as of the report date, which shows the difference between original cost and accumulated depreciation.",PPE Depreciation,List,Carrying Amount,Code,,,,,,,CARRYING AMOUNT,AMOUNT
7.PPE,761,RLBIE,PPE DEPRECIATION,1266,Depreciation Account Number,PPE Depreciation_ List. Specified. Depreciation_ Chart Of Accounts,The GL account number on which Income Statement amount is recognized for depreciation. This number is generated either by manual input or generated by the system. Shall match the GL_Account_Number in the BAS_Chart_of_Accounts table.,PPE Depreciation,List,Specified,Code,,,Depreciation,Chart Of Accounts,,REF,DEPRECIATION ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
7.PPE,762,RLBIE,PPE DEPRECIATION,1267,Accumulated Depreciation Account Number,PPE Depreciation_ List. Specified. Accumulated Depreciation_ Chart Of Accounts,The GL account number on which Balance Sheet amount is recognized for accumulated depreciation. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_of_Accounts table.,PPE Depreciation,List,Specified,Code,,,Accumulated Depreciation,Chart Of Accounts,,REF,ACCUMULATED DEPRECIATION ACC NUM,GL ACCOUNT NUMBER 100
7.PPE,763,ASBIE,PPE DEPRECIATION,1268,Approved,PPE Depreciation_ List. was. Approved_ Handling,,PPE Depreciation,List,was,Code,,,,,,,APPROVED,was
7.PPE,764,ASBIE,PPE DEPRECIATION,1269,Created,PPE Depreciation_ List. was. Created_ Handling,,PPE Depreciation,List,was,Code,,,,,,,CREATED,was
7.PPE,765,ASBIE,PPE DEPRECIATION,1270,Last Modified,PPE Depreciation_ List. was. Last Modified_ Handling,,PPE Depreciation,List,was,Code,,,,,,,LAST MODIFIED,was
7.PPE,766,RLBIE,PPE DEPRECIATION,1271,Business Segment X,PPE Depreciation_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Depreciation,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,767,IDBIE,PPE DEPRECIATION METHOD,1273,Depreciation Method ID,PPE Depreciation Method_ List. ID,The unique identifier for different depreciation methods. Typically autogenerated by the system.,PPE Depreciation Method,List,Identification,Code,,,,,,PK,DEPRECIATION METHOD ID,IDENTIFIER 60
7.PPE,768,BBIE,PPE DEPRECIATION METHOD,1274,Depreciation Method Name,PPE Depreciation Method_ List. Depreciation Method Name. Code,"The name of the depreciation method, for example, depreciation by straight-line method, double-declining-balance depreciation method.",PPE Depreciation Method,List,Depreciation Method Name,Code,,,,,,,DEPRECIATION METHOD NAME,TEXT 60
7.PPE,769,BBIE,PPE DEPRECIATION METHOD,1275,Depreciation Method Description,PPE Depreciation Method_ List. Depreciation Method Description. Code,Description associated with the method.,PPE Depreciation Method,List,Depreciation Method Description,Code,,,,,,,DEPRECIATION METHOD DESCRIPTION,TEXT 1000
7.PPE,770,BBIE,PPE DEPRECIATION METHOD,1276,Depreciation Formula,PPE Depreciation Method_ List. Depreciation Formula. Code,The basic formula to calculate the depreciation.,PPE Depreciation Method,List,Depreciation Formula,Code,,,,,,,DEPRECIATION FORMULA,TEXT 200
7.PPE,771,RLBIE,PPE DEPRECIATION METHOD,1277,Business Segment X,PPE Depreciation Method_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Depreciation Method,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,772,IDBIE,PPE MASTER,1279,PPE ID,PPE Master_ List. ID,The unique identifier for the PPE. Typically auto-generated by the system.,PPE Master,List,Identification,Code,,,,,,PK,PPE ID,IDENTIFIER 100
7.PPE,773,BBIE,PPE MASTER,1280,PPE Code,PPE Master_ List. PPE Code. Code,The internal code of PPE at the local level.,PPE Master,List,PPE Code,Code,,,,,,,PPE CODE,TEXT 60
