Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	"Definition
Mandatory"	Object Class Term	Property Term	Representation Term	Associated Object Class	Business Term(s)	Usage Rule(s)	Occurrence Min	Occurrence Max	Short Name
UN00001321	ASCC	Trade Line Item. Shipment. Transport Means	A means of transport of a shipment in this trade line item.	Trade Line Item	Shipment		Transport Means			0	unbounded	Shipment Transport Means
UN00001322	ASCC	Trade Line Item. Shipment. Transport Mode	A mode of transport of a shipment in this trade line item.	Trade Line Item	Shipment		Transport Mode			0	unbounded	Shipment Transport Mode
UN00001947	ASCC	Trade Line Item. Unit. Price	The unit price details for this trade line item.	Trade Line Item	Unit		Price			0	1	Unit Price
UN00001948	ASCC	Trade Line Item. Applicable. Allowance Charge	An allowance or charge applicable for this trade line item.	Trade Line Item	Applicable		Allowance Charge			0	unbounded	Applicable Allowance/Charge
UN00001949	ASCC	Trade Line Item. Payable. Tax	"A tax, levy or duty payable for this trade line item."	Trade Line Item	Payable		Tax			0	unbounded	Payable Tax
UN00001950	ASCC	Trade Line Item. Applicable. Currency Exchange	A currency exchange applicable to this trade line item.	Trade Line Item	Applicable		Currency Exchange			0	unbounded	Applicable Currency Exchange
UN00001951	ASCC	Trade Line Item. Physical. Package	A physical package for this trade line item.	Trade Line Item	Physical		Package			0	unbounded	Physical Package
UN00001952	ASCC	Trade Line Item. Applicable. Dangerous Goods	Dangerous goods details applicable to this trade line item.	Trade Line Item	Applicable		Dangerous Goods			0	unbounded	Applicable Dangerous Goods
UN00001953	ASCC	Trade Line Item. Origin. Country	An origin country for this trade line item.	Trade Line Item	Origin		Country			0	unbounded	Origin Country
UN00001954	ASCC	Trade Line Item. Manufacturer. Party	A party who manufactures this trade line item.	Trade Line Item	Manufacturer		Party			0	unbounded	Manufacturer
UN00001955	ASCC	Trade Line Item. Included Within. Consignment Item	The consignment item within which this trade line item is included.	Trade Line Item	Included Within		Consignment Item			0	1	Included Within Consignment Item
UN00001956	ASCC	Trade Line Item. Subordinate. Trade Line Item	"A trade line item subordinate to this trade line item, such as a reference link to a contained order item within a packing item."	Trade Line Item	Subordinate		Trade Line Item			0	unbounded	Subordinate Trade Line Item
UN00001957	ASCC	Trade Line Item. Associated. Document	"A document associated with this trade line item such as an order, packing list or despatch advice."	Trade Line Item	Associated		Document			0	unbounded	Associated Document
UN00001958	ASCC	Trade Line Item. Origin. Location	An origin location for this trade line item.	Trade Line Item	Origin		Location			0	unbounded	Origin Location
UN00002744	ASCC	Trade Line Item. Applicable. Classification	A classification applicable to this trade line item.	Trade Line Item	Applicable		Classification			0	unbounded	Applicable Classification
UN00002745	ASCC	Trade Line Item. Associated. Transport Equipment	Transport equipment associated with this trade line item.	Trade Line Item	Associated		Transport Equipment			0	unbounded	Associated Transport Equipment
UN00002746	ASCC	Trade Line Item. Origin. Country Sub-Division	A country sub-division from which this trade line item originates.	Trade Line Item	Origin		Country Sub-Division			0	unbounded	Origin Country Sub-Division
UN00002747	ASCC	Trade Line Item. Applied. Process	"A process applied to this trade line item, such as manufacturing or storage."	Trade Line Item	Applied		Process			0	unbounded	Applied Process
UN00002748	ASCC	Trade Line Item. Asserted. Authentication	An authentication asserted for this trade line item.	Trade Line Item	Asserted		Authentication			0	unbounded	Asserted Authentication
UN00003213	ASCC	Trade Line Item. Specified. Trade Agreement	A trade agreement specified for this trade line item.	Trade Line Item	Specified		Trade Agreement			0	unbounded	Specified Trade Agreement
UN00003214	ASCC	Trade Line Item. Specified. Trade Delivery	A trade delivery specified for this trade line item.	Trade Line Item	Specified		Trade Delivery			0	unbounded	Specified Trade Delivery
UN00003215	ASCC	Trade Line Item. Specified. Trade Settlement	A trade settlement specified for this trade line item.	Trade Line Item	Specified		Trade Settlement			0	unbounded	Specified Trade Settlement
UN00003216	ASCC	Trade Line Item. Specified. Product	A product specified for this trade line item.	Trade Line Item	Specified		Product			0	unbounded	Specified Product
UN00004711	ASCC	Trade Line Item. Substituted. Product	A substituted product for this trade line item.	Trade Line Item	Substituted		Product			0	unbounded	Substituted Product
UN00005065	ASCC	Trade Line Item. Applicable. Product	An applicable product for this trade line item.	Trade Line Item	Applicable		Product			0	unbounded	Applicable Product
UN00005066	ASCC	Trade Line Item. Applicable. Tax	"A tax, levy or duty applicable for this trade line item."	Trade Line Item	Applicable		Tax			0	unbounded	Applicable Tax
UN00005955	ASCC	Trade Line Item. Requested. Service	A service requested in respect of this trade line item.	Trade Line Item	Requested		Service			0	unbounded	Requested Service
UN00005956	ASCC	Trade Line Item. Free Trade Zone. Location	A Free Trade Zone location for this trade line item.	Trade Line Item	Free Trade Zone		Location			0	unbounded	Free Trade Zone Location
UN00005957	ASCC	Trade Line Item. Itinerary. Route	The itinerary route for this trade line item.	Trade Line Item	Itinerary		Route			0	1	Itinerary Route
UN00005958	ASCC	Trade Line Item. Included. Animal	An animal that is included as part of this trade line item.	Trade Line Item	Included		Animal			0	unbounded	Included Animal
UN00005959	ASCC	Trade Line Item. Included. Produce	Produce that is part of this trade line item.	Trade Line Item	Included		Produce			0	unbounded	Included Produce
UN00005960	ASCC	Trade Line Item. Operator. Party	A party which is an operator for this trade line item.	Trade Line Item	Operator		Party	Property Operator		0	unbounded	Operator
UN00005961	ASCC	Trade Line Item. Contents Owner. Party	A party owning the contents of this trade line item.	Trade Line Item	Contents Owner		Party			0	unbounded	Contents Owner
UN00006074	ASCC	Trade Line Item. Producer. Party	"A party producing this trade line item, such as a grower or a rancher."	Trade Line Item	Producer		Party			0	unbounded	Producer
UN00007538	ASCC	Trade Line Item. Included. Note	A note included for this trade line item.	Trade Line Item	Included		Note			0	unbounded	Included Note
UN00007607	ASCC	Trade Line Item. Included. Trade Line Item	A trade line item included in this trade line item.	Trade Line Item	Included		Trade Line Item			0	unbounded	Included Trade Line Item
UN00008591	ASCC	Trade Line Item. Specified. Production	Production specified for this trade line item.	Trade Line Item	Specified		Production			0	unbounded	Specified Production
UN00008642	ASCC	Trade Line Item. Referenced. Package	A package referenced in this trade line item.	Trade Line Item	Referenced		Package			0	unbounded	Referenced Package
UN00002693	ACC	Trade Settlement. Details	"The information that enables the reconciliation of a financial transaction with the item(s) that the financial transaction is intended to settle, for example a commercial invoice."	Trade Settlement								Trade Settlement
UN00002694	BCC	Trade Settlement. Description. Text	A textual description of this trade settlement.	Trade Settlement	Description	Text				0	unbounded	Description
UN00002695	BCC	Trade Settlement. Due Payable. Amount	"A monetary value that is an exact amount due and payable for this trade settlement, such as the amount due to the creditor."	Trade Settlement	Due Payable	Amount				0	unbounded	Due Payable Amount
UN00002696	BCC	Trade Settlement. Discount. Amount	"A monetary value that is the discount for this trade settlement, such as from the application of an agreed discount to the amount due."	Trade Settlement	Discount	Amount				0	unbounded	Discount Amount
UN00002697	BCC	Trade Settlement. Payment. Amount	A monetary value of this trade settlement payment.	Trade Settlement	Payment	Amount				0	unbounded	Payment Amount
UN00002698	BCC	Trade Settlement. Credit Note. Amount	A monetary value of the credit note for this trade settlement.	Trade Settlement	Credit Note	Amount				0	unbounded	Credit Note Amount
UN00002699	BCC	Trade Settlement. Total Tax. Amount	"A monetary value of a total amount resulting from the application, at the appropriate rate, of any tax, duty or levy on this trade settlement, such as the amount of Value Added Tax (VAT)."	Trade Settlement	Total Tax	Amount				0	unbounded	Total Tax Amount
UN00002700	BCC	Trade Settlement. Creditor Reference Type. Code	A code specifying a type of creditor reference for this trade settlement.	Trade Settlement	Creditor Reference Type	Code				0	unbounded	Creditor Reference Type Code
UN00002701	BCC	Trade Settlement. Creditor Reference Type. Text	"A type of creditor reference, expressed as text, for this trade settlement."	Trade Settlement	Creditor Reference Type	Text				0	unbounded	Creditor Reference Type Text
UN00002702	BCC	Trade Settlement. Creditor Reference Issuer. Identifier	An identifier of the issuer of the creditor reference for this trade settlement.	Trade Settlement	Creditor Reference Issuer	Identifier				0	unbounded	Creditor Reference Issuer ID
UN00002703	BCC	Trade Settlement. Creditor Reference. Identifier	"A unique identifier of a creditor reference for this trade settlement, such as a specific identifier assigned by the creditor to reference the financial transaction."	Trade Settlement	Creditor Reference	Identifier			"If available, the initiating party should provide this reference in the structured remittance information, to enable reconciliation by the creditor upon receipt of the cash. If the business context requires the use of a creditor reference or a payment remit identification, and only one identifier can be passed through the end-to-end chain, the creditor's reference or payment remittance identification should be quoted in the end-to-end transaction identification."	0	unbounded	Creditor Reference ID
UN00002767	BCC	Trade Settlement. Tax Point. Date Time	"The date, time, date time, or other date time value of the tax point when taxes are, or will be, applicable."	Trade Settlement	Tax Point	Date Time				0	1	Tax Point Date Time
UN00002097	BCC	Trade Settlement. Total Invoice. Amount	A monetary value of the total invoice on which this trade settlement is calculated.	Trade Settlement	Total Invoice	Amount		TDED 5214		0	unbounded	Total Invoice Amount
UN00002101	BCC	Trade Settlement. Delivery Charge. Amount	A monetary value of a delivery charge for this trade settlement.	Trade Settlement	Delivery Charge	Amount				0	unbounded	Delivery Charge Amount
UN00003168	BCC	Trade Settlement. Payment Reference. Text	"A payment reference, expressed as text, for this trade settlement."	Trade Settlement	Payment Reference	Text				0	unbounded	Payment Reference Text
UN00004499	BCC	Trade Settlement. Payment. Date Time	"A date, time, date time, or other date time value for a payment of the trade settlement."	Trade Settlement	Payment	Date Time		Date Of Advance		0	unbounded	Payment Date Time
UN00004500	BCC	Trade Settlement. Discount. Indicator	An indication of whether or not this trade settlement has a discount.	Trade Settlement	Discount	Indicator		Cash Discount Stipulation Code		0	unbounded	Discount Indicator
UN00004501	BCC	Trade Settlement. Adjustment. Amount	A monetary value of an adjustment for this trade settlement.	Trade Settlement	Adjustment	Amount		Monetary Amount - Total Invoice Adjustment Requested		0	unbounded	Adjustment Amount
UN00004510	BCC	Trade Settlement. Currency. Code	A code specifying a currency for this trade settlement.	Trade Settlement	Currency	Code				0	unbounded	Currency Code
UN00006065	BCC	Trade Settlement. Reference. Text	"A reference, expressed as text, for this trade settlement."	Trade Settlement	Reference	Text				0	unbounded	Reference Text
UN00006601	BCC	Trade Settlement. Invoice. Date Time	"A date, time, date time, or other date time value of an invoice in this trade settlement."	Trade Settlement	Invoice	Date Time				0	unbounded	Invoice Date Time
UN00006602	BCC	Trade Settlement. Credit Reason. Code	The code specifying the reason for a credit being given in this trade settlement.	Trade Settlement	Credit Reason	Code				0	1	Credit Reason Code
UN00006603	BCC	Trade Settlement. Credit Reason. Text	A textual description of the reason for a credit being given in this trade settlement.	Trade Settlement	Credit Reason	Text				0	unbounded	Credit Reason Text
UN00008282	BCC	Trade Settlement. Due. Date Time	"A date, time, date time or other date time value of a due date for this trade settlement."	Trade Settlement	Due	Date Time				0	unbounded	Due Date Time
UN00008731	BCC	Trade Settlement. Debit Note. Amount	A monetary value of the debit note for this trade settlement.	Trade Settlement	Debit Note	Amount				0	unbounded	Debit Note Amount
UN00008732	BCC	Trade Settlement. Financing. Amount	A financing monetary value for this trade settlement.	Trade Settlement	Financing	Amount				0	unbounded	Financing Amount
UN00008733	BCC	Trade Settlement. Financing Rate. Percent	"A financing rate, expressed as a percent, for this trade settlement."	Trade Settlement	Financing Rate	Percent				0	unbounded	Financing Rate Percent
UN00002704	ASCC	Trade Settlement. Invoicer. Party	The party issuing the invoice for this trade settlement.	Trade Settlement	Invoicer		Party			0	1	Invoicer
UN00002705	ASCC	Trade Settlement. Invoicee. Party	The party to whom an invoice is issued for this trade settlement.	Trade Settlement	Invoicee		Party			0	1	Invoicee
UN00002706	ASCC	Trade Settlement. Referenced. Document	A document referenced by this trade settlement.	Trade Settlement	Referenced		Document			0	unbounded	Referenced Document
UN00002103	ASCC	Trade Settlement. Applicable. Currency Exchange	A currency exchange applicable to this trade settlement.	Trade Settlement	Applicable		Currency Exchange			0	unbounded	Applicable Currency Exchange
UN00002104	ASCC	Trade Settlement. Specified. Payment Means	A payment means specified for this trade settlement.	Trade Settlement	Specified		Payment Means			0	unbounded	Specified Payment Means
UN00003167	ASCC	Trade Settlement. Specified. Monetary Summation	A monetary summation specified for this trade settlement.	Trade Settlement	Specified		Monetary Summation			0	unbounded	Specified Monetary Summation
UN00003169	ASCC	Trade Settlement. Payee. Party	A party acting as the payee for this trade settlement.	Trade Settlement	Payee		Party			0	unbounded	Payee
UN00003170	ASCC	Trade Settlement. Payer. Party	A party acting as the payer for this trade settlement.	Trade Settlement	Payer		Party			0	unbounded	Payer
UN00003171	ASCC	Trade Settlement. Billing. Period	A billing period for this trade settlement.	Trade Settlement	Billing		Period			0	unbounded	Billing Period
UN00003172	ASCC	Trade Settlement. Specified. Allowance Charge	An allowance or charge specified for this trade settlement.	Trade Settlement	Specified		Allowance Charge			0	unbounded	Specified Allowance/Charge
UN00003173	ASCC	Trade Settlement. Specified. Service Charge	A service charge specified for this trade settlement.	Trade Settlement	Specified		Service Charge			0	unbounded	Specified Service Charge
UN00003174	ASCC	Trade Settlement. Applicable. Tax	A tax applicable for this trade settlement.	Trade Settlement	Applicable		Tax			0	unbounded	Applicable Tax
UN00003175	ASCC	Trade Settlement. Calculated. Tax	A tax calculated for this trade settlement.	Trade Settlement	Calculated		Tax			0	unbounded	Calculated Tax
UN00003176	ASCC	Trade Settlement. Specified. Payment Terms	Payment terms specified for this trade settlement.	Trade Settlement	Specified		Payment Terms			0	unbounded	Specified Payment Terms
UN00003177	ASCC	Trade Settlement. Specified. Adjustment	An adjustment specified for this trade settlement.	Trade Settlement	Specified		Adjustment			0	unbounded	Specified Adjustment
UN00003178	ASCC	Trade Settlement. Specified. Accounting Account	An accounting account specified for this trade settlement.	Trade Settlement	Specified		Accounting Account			0	unbounded	Specified Accounting Account
UN00004502	ASCC	Trade Settlement. Acceptance. Party	An acceptance party for this trade settlement.	Trade Settlement	Acceptance		Party			0	unbounded	Acceptance Party
UN00004503	ASCC	Trade Settlement. Creditor. Party	A creditor party for this trade settlement.	Trade Settlement	Creditor		Party			0	unbounded	Creditor
UN00004504	ASCC	Trade Settlement. Inspection. Party	An inspection party for this trade settlement.	Trade Settlement	Inspection		Party			0	unbounded	Inspection Party
UN00004519	ASCC	Trade Settlement. Specified. Financial Card	A financial card specified in this trade settlement.	Trade Settlement	Specified		Financial Card			0	unbounded	Specified Financial Card
UN00006067	ASCC	Trade Settlement. Specified. Payment	A payment specified for this trade settlement.	Trade Settlement	Specified		Payment			0	unbounded	Specified Payment
UN00007539	ASCC	Trade Settlement. Advance. Payment	An advance payment for this trade settlement.	Trade Settlement	Advance		Payment			0	unbounded	Advance Payment
UN00008088	ASCC	Trade Settlement. Associated. Document	A document associated with this trade settlement.	Trade Settlement	Associated		Document			0	unbounded	Associated Document
UN00008089	ASCC	Trade Settlement. Referenced. Trade Transaction	A trade transaction referenced by this trade settlement.	Trade Settlement	Referenced		Trade Transaction			0	unbounded	Referenced Trade Transaction
UN00008261	ASCC	Trade Settlement. Invoice. Document	An invoice document for this trade settlement.	Trade Settlement	Invoice		Document			0	unbounded	Invoice Document
UN00008262	ASCC	Trade Settlement. Pro-Forma Invoice. Document	A pro-forma invoice document for this trade settlement.	Trade Settlement	Pro-Forma Invoice		Document			0	unbounded	Pro-Forma Invoice Document
UN00008263	ASCC	Trade Settlement. Letter Of Credit. Document	A letter of credit document for this trade settlement.	Trade Settlement	Letter Of Credit		Document			0	unbounded	Letter Of Credit Document
UN00008264	ASCC	Trade Settlement. Factoring Agreement. Document	A factoring agreement document for this trade settlement.	Trade Settlement	Factoring Agreement		Document			0	unbounded	Factoring Agreement Document
UN00008265	ASCC	Trade Settlement. Factoring List. Document	A factoring list document for this trade settlement.	Trade Settlement	Factoring List		Document			0	unbounded	Factoring List Document
UN00008266	ASCC	Trade Settlement. Additional. Document	An additional document for this trade settlement.	Trade Settlement	Additional		Document			0	unbounded	Additional Document
UN00008734	ASCC	Trade Settlement. Specified. Instalment Plan	An instalment plan specified for this trade settlement.	Trade Settlement	Specified		Instalment Plan			0	unbounded	Specified Instalment Plan
UN00008757	ASCC	Trade Settlement. Relevant. Party	A relevant party for this trade settlement.	Trade Settlement	Relevant		Party			0	unbounded	Relevant Party
UN00002077	ACC	Trade Transaction. Details	"Agreement, contract, exchange, understanding, or transfer of cash or property that occurs between two or more parties."	Trade Transaction								Trade Transaction
UN00002078	BCC	Trade Transaction. Identification. Identifier	A unique identifier for this trade transaction.	Trade Transaction	Identification	Identifier				0	unbounded	ID
UN00002079	BCC	Trade Transaction. Type. Code	A code specifying the type of trade transaction.	Trade Transaction	Type	Code				0	unbounded	Type Code
UN00002080	BCC	Trade Transaction. Information. Text	"Information, expressed as text, for this trade transaction."	Trade Transaction	Information	Text				0	unbounded	Information
UN00003254	BCC	Trade Transaction. Line Item. Quantity	A number of line items for this trade transaction.	Trade Transaction	Line Item	Quantity				0	unbounded	Line Item Quantity
UN00008735	BCC	Trade Transaction. Issue. Date Time	"A date, time, date time or other date time value for the issuance of this trade transaction."	Trade Transaction	Issue	Date Time				0	unbounded	Issue Date Time
UN00008736	BCC	Trade Transaction. URL. Identifier	A Uniform Resource Locator (URL) of the web location of this trade transaction.	Trade Transaction	URL	Identifier				0	unbounded	URL
UN00002081	ASCC	Trade Transaction. Included. Trade Line Item	A trade line item included in this trade transaction.	Trade Transaction	Included		Trade Line Item			0	unbounded	Included Trade Line Item
UN00002082	ASCC	Trade Transaction. Associated. Document	"A document associated with this trade transaction, such as the purchase order, invoice or packing list."	Trade Transaction	Associated		Document			0	unbounded	Associated Document
UN00002083	ASCC	Trade Transaction. Applicable. Trade Agreement	Trade agreement details applicable to this trade transaction such as payment or delivery terms.	Trade Transaction	Applicable		Trade Agreement			0	unbounded	Applicable Trade Agreement
UN00002084	ASCC	Trade Transaction. Applicable. Trade Delivery	Trade delivery details applicable to this trade transaction.	Trade Transaction	Applicable		Trade Delivery			0	unbounded	Applicable Trade Delivery
UN00002085	ASCC	Trade Transaction. Applicable. Trade Settlement	Trade settlement details applicable to this trade transaction.	Trade Transaction	Applicable		Trade Settlement			0	unbounded	Applicable Trade Settlement
UN00003217	ASCC	Trade Transaction. Specified. Package	A package specified for this trade transaction.	Trade Transaction	Specified		Package			0	unbounded	Specified Package
UN00005067	ASCC	Trade Transaction. Included. Product Group	A product group included in this trade transaction.	Trade Transaction	Included		Product Group			0	unbounded	Included Product Group
UN00008090	ASCC	Trade Transaction. Included. Product	A product included in this trade transaction.	Trade Transaction	Included		Product			0	unbounded	Included Product
UN00005573	ACC	Transmission. Details	A set of gears by which power is transmitted from engine to the drive mechanism in a vehicle.	Transmission								Transmission
UN00005574	BCC	Transmission. Type. Code	"The code specifying the type of transmission, such as automatic, four gear, five gear."	Transmission	Type	Code				0	1	Type Code
UN00005575	BCC	Transmission. Serial Number. Identifier	The unique serial number identifier of the transmission.	Transmission	Serial Number	Identifier				0	1	Serial Number
UN00007955	ACC	Transport Charter. Details	"The reservation of a means of transport, such as an aircraft, boat, or bus."	Transport Charter								Transport Charter
UN00007956	BCC	Transport Charter. Type. Code	A code specifying a type of transport charter.	Transport Charter	Type	Code				0	unbounded	Type Code
UN00007957	ASCC	Transport Charter. Applicable. Period	A period applicable to this transport charter.	Transport Charter	Applicable		Period			0	unbounded	Applicable Period
UN00007958	ASCC	Transport Charter. Specified. Party	A party specified for this transport charter.	Transport Charter	Specified		Party			0	unbounded	Specified Party
UN00001982	ACC	Transport Equipment. Details	"A piece of equipment used to hold, protect or secure cargo for transportation purposes."	Transport Equipment								Transport Equipment
UN00001983	BCC	Transport Equipment. Identification. Identifier	A unique identifier for this piece of transport equipment.	Transport Equipment	Identification	Identifier				0	unbounded	ID
UN00001984	BCC	Transport Equipment. Gross Weight. Measure	"The measure of the gross weight (mass) of this piece of transport equipment which is the weight (mass) including loaded goods, packing and transport equipment."	Transport Equipment	Gross Weight	Measure				0	1	Gross Weight
UN00001985	BCC	Transport Equipment. Tare Weight. Measure	The measure of the tare weight (mass) of this piece of transport equipment which is the weight (mass) including permanent equipment but excluding goods and loose accessories.	Transport Equipment	Tare Weight	Measure				0	1	Tare Weight
UN00001986	BCC	Transport Equipment. Loading Length. Measure	The measure of the loading length of this piece of transport equipment.	Transport Equipment	Loading Length	Measure				0	1	Loading Length
UN00001987	BCC	Transport Equipment. Gross Volume. Measure	The measure of the gross volume of this piece of transport equipment.	Transport Equipment	Gross Volume	Measure		Cubic Capacity		0	1	Gross Volume
UN00001988	BCC	Transport Equipment. Loaded Package. Quantity	The quantity of packages loaded into or onto this piece of transport equipment.	Transport Equipment	Loaded Package	Quantity				0	1	Loaded Package Quantity
UN00001989	BCC	Transport Equipment. Humidity. Percent	The percent of the humidity (moisture content) within this piece of transport equipment.	Transport Equipment	Humidity	Percent				0	1	Humidity Percent
UN00001990	BCC	Transport Equipment. Category. Code	"A code specifying a category for this piece of transport equipment, such as container or trailer."	Transport Equipment	Category	Code				0	unbounded	Category Code
UN00001991	BCC	Transport Equipment. Characteristic. Code	"The code specifying the characteristic or characteristics of this piece of transport equipment, such as the ISO 6346 transport equipment size and type code."	Transport Equipment	Characteristic	Code				0	1	Characteristic Code
UN00001992	BCC	Transport Equipment. Characteristic. Text	"The characteristic or characteristics, expressed as text, of a piece of transport equipment, such as its size and type."	Transport Equipment	Characteristic	Text				0	1	Characteristic Text
UN00001993	BCC	Transport Equipment. Supplier Party Role. Code	The code specifying the role of the party responsible for supplying this piece of transport equipment.	Transport Equipment	Supplier Party Role	Code				0	1	Supplier Party Role Code
UN00001994	BCC	Transport Equipment. Used Capacity. Code	"The code specifying the used capacity of this piece of transport equipment, such as full or empty."	Transport Equipment	Used Capacity	Code				0	1	Used Capacity Code
UN00001995	BCC	Transport Equipment. Operational Status. Code	"A code specifying an operational status for this piece of transport equipment, such as to be repaired or to be shifted."	Transport Equipment	Operational Status	Code				0	unbounded	Operational Status Code
UN00001996	BCC	Transport Equipment. Transport Movement Status. Code	"The code specifying the transport movement status for this piece of transport equipment, such as for export, for import, or for transshipment."	Transport Equipment	Transport Movement Status	Code				0	1	Transport Movement Status Code
UN00001997	BCC	Transport Equipment. Legal Status. Code	"The code specifying the legal status of this piece of transport equipment with respect to a specific law, such as the Container Convention Code."	Transport Equipment	Legal Status	Code				0	1	Legal Status Code
UN00001998	BCC	Transport Equipment. Haulage Arrangement. Code	The code specifying the arrangement for the haulage of this piece of transport equipment.	Transport Equipment	Haulage Arrangement	Code				0	1	Haulage Arrangement Code
UN00001999	BCC	Transport Equipment. Loading Remark. Text	"A loading remark, expressed as text, for this piece of transport equipment."	Transport Equipment	Loading Remark	Text				0	unbounded	Loading Remark
UN00002000	BCC	Transport Equipment. Damage Remark. Text	"A damage remark, expressed as text, for this piece of transport equipment."	Transport Equipment	Damage Remark	Text				0	unbounded	Damage Remark
UN00002001	BCC	Transport Equipment. Information. Text	"Information, expressed as text, for this piece of transport equipment."	Transport Equipment	Information	Text				0	unbounded	Information
UN00002933	BCC	Transport Equipment. Required Lane Length. Measure	The measure of the length required in a lane for this piece of transport equipment.	Transport Equipment	Required Lane Length	Measure				0	1	Required Lane Length
UN00002934	BCC	Transport Equipment. Power Supply Type. Code	"The code specifying the type of power supply for this piece of transport equipment, such as diesel fuel or electricity."	Transport Equipment	Power Supply Type	Code				0	1	Power Supply Type Code
UN00002935	BCC	Transport Equipment. Power Supply Type. Text	"The type of power supply, expressed as text, for this piece of transport equipment, such as diesel fuel or electricity."	Transport Equipment	Power Supply Type	Text				0	1	Power Supply Type Text
UN00002936	BCC	Transport Equipment. Power Supply Connector. Quantity	The number of power supply connectors for this piece of transport equipment.	Transport Equipment	Power Supply Connector	Quantity				0	1	Power Supply Connector Quantity
UN00002937	BCC	Transport Equipment. Accompanied. Indicator	"An indication of whether or not this piece of transport equipment is accompanied, such as by a transport means."	Transport Equipment	Accompanied	Indicator				0	unbounded	Accompanied Indicator
UN00002938	BCC	Transport Equipment. Release. Identifier	The release identifier for this piece of transport equipment.	Transport Equipment	Release	Identifier				0	1	Release ID
UN00002939	BCC	Transport Equipment. Release Restriction. Text	"A release restriction, expressed as text, for this piece of transport equipment."	Transport Equipment	Release Restriction	Text				0	unbounded	Release Restriction Text
UN00003019	BCC	Transport Equipment. Net Weight. Measure	The measure of the net weight of this piece of transport equipment.	Transport Equipment	Net Weight	Measure				0	1	Net Weight
UN00003020	BCC	Transport Equipment. Sequence. Numeric	The sequence number differentiating this piece of transport equipment from others in a set of transport equipment.	Transport Equipment	Sequence	Numeric				0	1	Sequence Number
UN00004998	BCC	Transport Equipment. Seal. Quantity	A quantity of seals for this piece of transport equipment.	Transport Equipment	Seal	Quantity				0	unbounded	Seal Quantity
UN00005962	BCC	Transport Equipment. Stowage Position. Identifier	The stowage position identifier for this transport equipment.	Transport Equipment	Stowage Position	Identifier				0	1	Stowage Position ID
UN00005963	BCC	Transport Equipment. Name. Text	"The name, expressed as text, of this transport equipment."	Transport Equipment	Name	Text				0	1	Name
UN00006575	BCC	Transport Equipment. Unit. Quantity	A number of units of this type of transport equipment.	Transport Equipment	Unit	Quantity				0	unbounded	Unit Quantity
UN00006576	BCC	Transport Equipment. Air Flow. Measure	The measure of the air flow for this piece of transport equipment.	Transport Equipment	Air Flow	Measure				0	1	Air Flow Measure
UN00006577	BCC	Transport Equipment. Contained Consignment. Quantity	The number of consignments contained in this piece of transport equipment.	Transport Equipment	Contained Consignment	Quantity				0	1	Contained Consignment Quantity
UN00007035	BCC	Transport Equipment. Unloading Sequence. Numeric	A sequence number differentiating this piece of transport equipment from others during unloading.	Transport Equipment	Unloading Sequence	Numeric				0	unbounded	Unloading Sequence Number
UN00007036	BCC	Transport Equipment. Loading Sequence. Numeric	A sequence number differentiating this piece of transport equipment from others during loading.	Transport Equipment	Loading Sequence	Numeric				0	unbounded	Loading Sequence Number
UN00008584	BCC	Transport Equipment. Sealed. Indicator	The indication of whether or not this piece of transport equipment is sealed.	Transport Equipment	Sealed	Indicator				0	1	Sealed Indicator
UN00008587	BCC	Transport Equipment. Returnable. Indicator	The indication of whether or not this piece of transport equipment is returnable.	Transport Equipment	Returnable	Indicator				0	1	Returnable Indicator
UN00008823	BCC	Transport Equipment. Manufacturing. Date Time	"A manufacturing date, time, date time, or other date time value for this piece of transport equipment."	Transport Equipment	Manufacturing	Date Time				0	unbounded	Manufacturng Date Time
UN00002002	ASCC	Transport Equipment. Contained. Consignment	A consignment contained in this piece of transport equipment.	Transport Equipment	Contained		Consignment			0	unbounded	Contained Consignment
UN00002003	ASCC	Transport Equipment. Quarantine. Instructions	Quarantine instructions for this piece of transport equipment.	Transport Equipment	Quarantine		Instructions			0	unbounded	Quarantine Instructions
UN00002004	ASCC	Transport Equipment. Handling. Instructions	Handling instructions for this piece of transport equipment.	Transport Equipment	Handling		Instructions			0	unbounded	Handling Instructions
UN00002005	ASCC	Transport Equipment. Delivery. Instructions	Delivery instructions for this piece of transport equipment.	Transport Equipment	Delivery		Instructions			0	unbounded	Delivery Instructions
UN00002006	ASCC	Transport Equipment. Additional. Instructions	Additional instructions for this piece of transport equipment.	Transport Equipment	Additional		Instructions			0	unbounded	Additional Instructions
UN00002007	ASCC	Transport Equipment. Loaded. Dangerous Goods	Dangerous goods loaded into this piece of transport equipment.	Transport Equipment	Loaded		Dangerous Goods			0	unbounded	Loaded Dangerous Goods
UN00002008	ASCC	Transport Equipment. Affixed. Seal	A seal affixed to this piece of transport equipment.	Transport Equipment	Affixed		Seal			0	unbounded	Affixed Seal
UN00002009	ASCC	Transport Equipment. Linear. Dimension	A linear dimension for this piece of transport equipment.	Transport Equipment	Linear		Dimension			0	unbounded	Dimensions
UN00002010	ASCC	Transport Equipment. Attached. Transport Equipment	"Transport equipment attached to this piece of transport equipment, such as ropes or refrigeration units."	Transport Equipment	Attached		Transport Equipment			0	unbounded	Attached Transport Equipment
