Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	Short Name	"Definition
Mandatory"	Publication comments	Object Class Term Qualifier(s)	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Business Process	Product	Industry	Region (Geopolitical)	Official Constraints	Role	Supporting Role	System Constraints	Example(s)	BIE/CC/DT Version	Ref Library Version	Submitter Name	Ref Component UN ID	Ref CR ID	Unique submitter ID	CR Status Date	CR Status	Library Maintenance Comment	TDED
UN01012492	BBIE	Product_ Certificate. Applicable_ Object. Code	Applicable Object Code	"A code specifying an object, such as item, animal, person or organization applicable for this product certificate."		Product	Certificate	Applicable	Object		Code						9	0	unbounded	Traceability	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01012493	BBIE	Product_ Certificate. Issuing_ Party. Identifier	Issuing Party ID	The identifier for the party issuing this product certificate.		Product	Certificate	Issuing	Party		Identifier						10	0	1	Traceability	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01012494	BBIE	Product_ Certificate. Purpose. Code	Purpose Code	A code specifying the purpose of this product certificate.		Product	Certificate		Purpose		Code						11	0	unbounded	Traceability	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.1									
UN01007301	ABIE	Product_ Security Tag. Details	Product Security Tag	A product tag device to provide protection from a peril such as theft.		Product	Security Tag													In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01007302	BBIE	Product_ Security Tag. Type. Code	Type Code	The code specifying the type of this product security tag.		Product	Security Tag		Type		Code						1	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01007303	BBIE	Product_ Security Tag. Location. Code	Location Code	The code specifying the location of this product security tag.		Product	Security Tag		Location		Code						2	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001714	ABIE	Progress Monitored_ Contract. Details	Progress Monitored Contract	"An agreement between two or more parties, especially one that is written or spoken and enforceable by law and whose progress is monitored on a regular basis."		Progress Monitored	Contract													Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001747	BBIE	Progress Monitored_ Contract. Fixed Fee_ Cost. Amount	Fixed Fee Cost Amount	The monetary value of the fixed fee that is to be awarded to the provider of goods or services specified in this progress monitored contract.		Progress Monitored	Contract	Fixed Fee	Cost		Amount					In the case of fixed price contracts.	1	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001749	BBIE	Progress Monitored_ Contract. Non Fee Bearing_ Cost. Amount	Non Fee Bearing Cost Amount	The monetary value of the non fee bearing cost of this progress monitored contract.		Progress Monitored	Contract	Non Fee Bearing	Cost		Amount						2	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001715	BBIE	Progress Monitored_ Contract. Identification. Identifier	ID	The unique identifier of this progress monitored contract.		Progress Monitored	Contract		Identification		Identifier						3	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1296)
UN01001716	BBIE	Progress Monitored_ Contract. Completion. Percent	Completion Percent	The percent of completion of this progress monitored contract.		Progress Monitored	Contract		Completion		Percent						4	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001717	BBIE	Progress Monitored_ Contract. Type. Code	Type Code	A code specifying the type of this progress monitored contract.		Progress Monitored	Contract		Type	Contract Type	Code	UN02000021					5	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.1									
UN01001718	BBIE	Progress Monitored_ Contract. Funding_ Type. Code	Funding Type Code	"The code specifying the funding type, such as fixed price or a time and materials based, of this progress monitored contract."		Progress Monitored	Contract	Funding	Type	Funding Type	Code	UN02000029					6	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001719	BBIE	Progress Monitored_ Contract. Security_ Type. Code	Security Type Code	"The code specifying the security type, such as commercial sensitivity or national security, of this progress monitored contract."		Progress Monitored	Contract	Security	Type	Security Classification Type	Code	UN02000038				It could indicate commercial sensitivity or national security.	7	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001720	BBIE	Progress Monitored_ Contract. Name. Text	Name	"The name, expressed as text, for this progress monitored contract."		Progress Monitored	Contract		Name		Text						8	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001721	BBIE	Progress Monitored_ Contract. Description. Text	Description	The textual description of this progress monitored contract.		Progress Monitored	Contract		Description		Text						9	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001722	BBIE	Progress Monitored_ Contract. Issue. Date Time	Issue Date Time	"The date, time, date time or other date time value of the issuance of this progress monitored contract."		Progress Monitored	Contract		Issue		Date Time						10	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.1									(2327)
UN01001723	BBIE	Progress Monitored_ Contract. Price. Amount	Price Amount	The monetary value of a price for this progress monitored contract.		Progress Monitored	Contract		Price		Amount						11	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001724	BBIE	Progress Monitored_ Contract. Target_ Price. Amount	Target Price Amount	The monetary value of the target price of this progress monitored contract.		Progress Monitored	Contract	Target	Price		Amount						12	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001725	BBIE	Progress Monitored_ Contract. Estimated Total_ Price. Amount	Estimated Total Price Amount	The monetary value of the estimated total price of this progress monitored contract.		Progress Monitored	Contract	Estimated Total	Price		Amount						13	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001726	BBIE	Progress Monitored_ Contract. Initial Funding Target_ Price. Amount	Initial Target Funding Price Amount	The monetary value of the initial funding target price for this progress monitored contract.		Progress Monitored	Contract	Initial Funding Target	Price		Amount						14	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001727	BBIE	Progress Monitored_ Contract. Adjusted Funding Target_ Price. Amount	Adjusted Funding Target Price Amount	The monetary value of the sum of the initial funding target price plus any negotiated adjustments to this progress monitored contract.		Progress Monitored	Contract	Adjusted Funding Target	Price		Amount						15	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001728	BBIE	Progress Monitored_ Contract. Ceiling_ Price. Amount	Ceiling Price Amount	The monetary value of the maximum price for this progress monitored contract taking into account only work that is fully scoped.		Progress Monitored	Contract	Ceiling	Price		Amount						16	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001729	BBIE	Progress Monitored_ Contract. Estimated Ceiling_ Price. Amount	Estimated Ceiling Price Amount	The monetary value of the maximum estimated price for this progress monitored contract taking into account all in scope and out of scope work.		Progress Monitored	Contract	Estimated Ceiling	Price		Amount						17	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001730	BBIE	Progress Monitored_ Contract. Extension. Indicator	Extension Indicator	The indication of whether or not this progress monitored contract can be or has been extended.		Progress Monitored	Contract		Extension		Indicator						18	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001731	BBIE	Progress Monitored_ Contract. Start. Date	Start Date	The date on which this progress monitored contract starts.		Progress Monitored	Contract		Start		Date						19	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001732	BBIE	Progress Monitored_ Contract. Work_ Start. Date	Work Start Date	The date on which work specified in this progress monitored contract starts.		Progress Monitored	Contract	Work	Start		Date						20	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001733	BBIE	Progress Monitored_ Contract. Definitization_ Start. Date	Definitization Start Date	"The date of the start of the definitization (final determination of an agreement, arrangement, or contract, such as about its cost, duration, scope, and/or go no-go decision) of this progress monitored contract."		Progress Monitored	Contract	Definitization	Start		Date						21	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001734	BBIE	Progress Monitored_ Contract. Target_ Fee. Percent	Target Fee Percent	The percent value of the overall contract price to be granted as a fee to the provider of the goods or services specified in this progress monitored contract.		Progress Monitored	Contract	Target	Fee		Percent						22	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001735	BBIE	Progress Monitored_ Contract. Expected_ End. Date	Expected End Date	The date of the expected end of this progress monitored contract.		Progress Monitored	Contract	Expected	End		Date						23	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001736	BBIE	Progress Monitored_ Contract. Estimated_ End. Date	Estimated End Date	The date of the estimated end of this progress monitored contract.		Progress Monitored	Contract	Estimated	End		Date						24	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001737	BBIE	Progress Monitored_ Contract. Planned_ End. Date	Planned End Date	The date of the planned end of this progress monitored contract.		Progress Monitored	Contract	Planned	End		Date						25	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001738	BBIE	Progress Monitored_ Contract. Last Item Delivery. Date	Last Item Delivery Date	The date on which the last delivery of an item under this progress monitored contract has or will take place.		Progress Monitored	Contract		Last Item Delivery		Date						26	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001739	BBIE	Progress Monitored_ Contract. Over Target Baseline. Date	Over Target Baseline Date	The date on which this progress monitored contract was re-scoped after exceeding the target baseline.		Progress Monitored	Contract		Over Target Baseline		Date					Over target baseline is re-scoped when the target baseline has been exceeded due to an unrecoverable cost or schedule condition.	27	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001740	BBIE	Progress Monitored_ Contract. Original Negotiated_ Cost. Amount	Original Negotiated Cost Amount	The monetary value of the originally negotiated cost of this progress monitored contract.		Progress Monitored	Contract	Original Negotiated	Cost		Amount						28	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001741	BBIE	Progress Monitored_ Contract. Target Fee_ Cost. Amount	Target Fee Cost Amount	The monetary value of the target fee that is to be awarded to the provider of the goods or services specified in this progress monitored contract if the negotiated cost of this contract is met.		Progress Monitored	Contract	Target Fee	Cost		Amount						29	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001742	BBIE	Progress Monitored_ Contract. Negotiated_ Cost. Amount	Negotiated Cost Amount	The monetary value of the negotiated cost of the goods or services specified in this progress monitored contract excluding any fee or profit to the provider of the goods or services.		Progress Monitored	Contract	Negotiated	Cost		Amount						30	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001743	BBIE	Progress Monitored_ Contract. Authorized Unpriced Work Estimated_ Cost. Amount	Authorized Unpriced Work Estimated Cost Amount	"The monetary value that constitutes the estimate of the cost of work within this progress monitored contract which has been authorized, but the price of which has not been fully negotiated."		Progress Monitored	Contract	Authorized Unpriced Work Estimated	Cost		Amount						31	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001744	BBIE	Progress Monitored_ Contract. Cumulative Negotiated Changes_ Cost. Amount	Cumulative Negotiated Changes Cost Amount	"The monetary value that constitutes the cumulative cost of contract changes that have occurred since the beginning of this progress monitored contract, excluding fee or profit."		Progress Monitored	Contract	Cumulative Negotiated Changes	Cost		Amount						32	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001745	BBIE	Progress Monitored_ Contract. Minimum Award Fee_ Cost. Amount	Minimum Award Fee Cost Amount	The monetary value of the minimum fee that can be awarded to the provider of goods or services specified in this progress monitored contract.		Progress Monitored	Contract	Minimum Award Fee	Cost		Amount					In the case of incentive based contracts.	33	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001746	BBIE	Progress Monitored_ Contract. Maximum Award Fee_ Cost. Amount	Maximum Award Fee Cost Amount	The monetary value of the maximum fee that can be awarded to the provider of goods or services specified in this progress monitored contract.		Progress Monitored	Contract	Maximum Award Fee	Cost		Amount					In the case of incentive based contracts.	34	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001748	BBIE	Progress Monitored_ Contract. Original Award Fee_ Cost. Amount	Original Award Fee Cost Amount	The monetary value of the fee that was originally awarded to the provider of the goods or services specified in this progress monitored contract.		Progress Monitored	Contract	Original Award Fee	Cost		Amount						35	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001750	BBIE	Progress Monitored_ Contract. Current Target_ Cost. Amount	Current Target Cost Amount	"The monetary value of the current target cost of this progress monitored contract, excluding fees or profit."		Progress Monitored	Contract	Current Target	Cost		Amount						36	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001751	BBIE	Progress Monitored_ Contract. Total Allocated Budget_ Cost. Amount	Total Allocated Budget Cost Amount	The monetary value of the cost of the total budget allocated to this progress monitored contract.		Progress Monitored	Contract	Total Allocated Budget	Cost		Amount						37	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001752	BBIE	Progress Monitored_ Contract. Initial Funding Ceiling_ Cost. Amount	Initial Funding Ceiling Cost Amount	The monetary value of the cost of the initial funding ceiling for this progress monitored contract.		Progress Monitored	Contract	Initial Funding Ceiling	Cost		Amount						38	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001753	BBIE	Progress Monitored_ Contract. Adjusted Funding Ceiling_ Cost. Amount	Adjusted Funding Ceiling Cost Amount	The monetary value of the cost of the funding ceiling including adjustments to this progress monitored contract.		Progress Monitored	Contract	Adjusted Funding Ceiling	Cost		Amount						39	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001754	BBIE	Progress Monitored_ Contract. Fiscal_ Funding Year. Date Time	Fiscal Funding Year	A unique identifier of a fiscal year of funding for this progress monitored contract.		Progress Monitored	Contract	Fiscal	Funding Year		Date Time						40	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003978	BBIE	Progress Monitored_ Contract. Customer_ Name. Text	Customer Name	"The customer name, expressed as text, for this progress monitored contract."		Progress Monitored	Contract	Customer	Name		Text						41	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003979	BBIE	Progress Monitored_ Contract. Plan_ Identification. Identifier	Plan ID	The unique plan identification for this progress monitored contract.		Progress Monitored	Contract	Plan	Identification		Identifier						42	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1296)
UN01001755	ASBIE	Progress Monitored_ Contract. Validity. Project_ Period	Validity Period	A period within which this progress monitored contract is a valid legal instrument.		Progress Monitored	Contract		Validity				Project	Period		A contract is a valid legal instrument.	1	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001756	ASBIE	Progress Monitored_ Contract. Identified. Contractor_ Party	Contractor	A contractor party that is identified for this progress monitored contract.		Progress Monitored	Contract		Identified				Contractor	Party			2	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001757	ASBIE	Progress Monitored_ Contract. Identified. Appropriating_ Party	Appropriating Party	The appropriating party identified for this progress monitored contract.		Progress Monitored	Contract		Identified				Appropriating	Party			3	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001758	ASBIE	Progress Monitored_ Contract. Reference. Project_ Document	Referenced Project Document	A project document referenced by this progress monitored contract.		Progress Monitored	Contract		Reference				Project	Document			4	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001759	ASBIE	Progress Monitored_ Contract. Funds Authorization_ Reference. Project_ Document	Funds Authorization Document	The project document that details the authorization to fund this progress monitored contract.		Progress Monitored	Contract	Funds Authorization	Reference				Project	Document			5	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001760	ASBIE	Progress Monitored_ Contract. Appropriation_ Effective. Project_ Period	Appropriation Effective Period	"The project period within which the appropriations for this progress monitored contract are, or will be, effective."		Progress Monitored	Contract	Appropriation	Effective				Project	Period			6	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001761	ASBIE	Progress Monitored_ Contract. Effective. Project_ Period	Effective Project Period	"A project period within which this progress monitored contract is, or will be, effective."		Progress Monitored	Contract		Effective				Project	Period			7	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001762	ASBIE	Progress Monitored_ Contract. Modification. Awarded_ Contract Change	Awarded Contract Change	An awarded contract change describing modifications to the terms of this progress monitored contract.		Progress Monitored	Contract		Modification				Awarded	Contract Change			8	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001763	ASBIE	Progress Monitored_ Contract. Associated. Project_ Cost	Associated Project Cost	A project cost associated with this progress monitored contract.		Progress Monitored	Contract		Associated				Project	Cost			9	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001764	ASBIE	Progress Monitored_ Contract. Best Case Estimate At Completion_ Associated. Project_ Cost	Best Case Estimate At Completion Cost	A project cost that is a best case estimate at completion associated with this progress monitored contract.		Progress Monitored	Contract	Best Case Estimate At Completion	Associated				Project	Cost			10	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001765	ASBIE	Progress Monitored_ Contract. Budget Baseline_ Associated. Project_ Cost	Budget Baseline Cost	A budget baseline project cost associated with this progress monitored contract.		Progress Monitored	Contract	Budget Baseline	Associated				Project	Cost			11	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001766	ASBIE	Progress Monitored_ Contract. Most Likely Estimate At Completion_ Associated. Project_ Cost	Most Likely Estimate At Completion Cost	A project cost that is a most likely estimate at completion associated with this progress monitored contract.		Progress Monitored	Contract	Most Likely Estimate At Completion	Associated				Project	Cost			12	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001767	ASBIE	Progress Monitored_ Contract. Worst Case Estimate At Completion_ Associated. Project_ Cost	Worst Case Estimate At Completion Cost	A project cost that is a worst case estimate at completion associated with this progress monitored contract.		Progress Monitored	Contract	Worst Case Estimate At Completion	Associated				Project	Cost			13	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001768	ASBIE	Progress Monitored_ Contract. Principal. Specified_ Programme	Principal Specified Programme	The principal specified programme of this progress monitored contract.		Progress Monitored	Contract		Principal				Specified	Programme			14	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001769	ASBIE	Progress Monitored_ Contract. Contained. Progress Monitored_ Project Portfolio	Contained Project Portfolio	A portfolio of individual projects contained within this progress monitored contract that are tracked together.		Progress Monitored	Contract		Contained				Progress Monitored	Project Portfolio			15	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001770	ASBIE	Progress Monitored_ Contract. Incentive. Contract_ Performance Measurement	Contract Performance Incentive Measurement	The contract performance measure which provides incentives for above expectations performance on this progress monitored project.		Progress Monitored	Contract		Incentive				Contract	Performance Measurement			16	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001771	ASBIE	Progress Monitored_ Contract. Contained. Progress Monitored_ Project	Contained Project	A progress monitored project contained within this progress monitored contract.		Progress Monitored	Contract		Contained				Progress Monitored	Project			17	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001772	ASBIE	Progress Monitored_ Contract. Specified. Project_ Contract Line Item	Specified Contract Line Item	A contract line item specified within this progress monitored contract.		Progress Monitored	Contract		Specified				Project	Contract Line Item			18	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001773	ABIE	Progress Monitored_ Project Portfolio. Details	Progress Monitored Project Portfolio	A collection of individual projects whose progress is monitored together.		Progress Monitored	Project Portfolio													Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001774	BBIE	Progress Monitored_ Project Portfolio. Identification. Identifier	ID	The unique identifier for this progress monitored project portfolio.		Progress Monitored	Project Portfolio		Identification		Identifier						1	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001775	BBIE	Progress Monitored_ Project Portfolio. Name. Text	Name	"The name, expressed as text, of this progress monitored project portfolio."		Progress Monitored	Project Portfolio		Name		Text						2	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001776	BBIE	Progress Monitored_ Project Portfolio. Description. Text	Description	The textual description of this progress monitored project portfolio.		Progress Monitored	Project Portfolio		Description		Text						3	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001777	BBIE	Progress Monitored_ Project Portfolio. Category. Text	Category Text	"The category, expressed as text, for this progress monitored project portfolio."		Progress Monitored	Project Portfolio		Category		Text						4	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001778	ASBIE	Progress Monitored_ Project Portfolio. Component. Progress Monitored_ Project	Component Project	A progress monitored project that comprises part of this progress monitored project portfolio.		Progress Monitored	Project Portfolio		Component				Progress Monitored	Project			1	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001779	ASBIE	Progress Monitored_ Project Portfolio. Management Reserve. Project_ Cost	Management Reserve Cost	A management reserve set aside for contingencies that is accounted for as a project cost for this progress monitored project portfolio.		Progress Monitored	Project Portfolio		Management Reserve				Project	Cost			2	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001780	ABIE	Progress Monitored_ Project. Details	Progress Monitored Project	"An endeavour carefully planned and monitored to achieve a unique product, service, or other particular aim such as a construction project."		Progress Monitored	Project													Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001781	BBIE	Progress Monitored_ Project. Identification. Identifier	ID	The unique identifier for this progress monitored project.		Progress Monitored	Project		Identification		Identifier						1	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001782	BBIE	Progress Monitored_ Project. Contract. Identifier	Contract ID	The unique identifier of the contract for this progress monitored project.		Progress Monitored	Project		Contract		Identifier						2	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001783	BBIE	Progress Monitored_ Project. Project Portfolio. Identifier	Project Portfolio ID	A unique identifier of a project portfolio for this progress monitored project.		Progress Monitored	Project		Project Portfolio		Identifier						3	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.1									
UN01001784	BBIE	Progress Monitored_ Project. Description. Text	Description	The textual description of this progress monitored project.		Progress Monitored	Project		Description		Text						4	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001785	BBIE	Progress Monitored_ Project. Name. Text	Name	"The name, expressed as text, of this progress monitored project."		Progress Monitored	Project		Name		Text						5	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001786	BBIE	Progress Monitored_ Project. Type. Code	Type Code	"The code specifying the type of progress monitored project, such as procurement or research and development."		Progress Monitored	Project		Type	Project Type	Code	UN02000032					6	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001787	BBIE	Progress Monitored_ Project. Authority_ Constraint. Indicator	Authority Constraint Indicator	The indication of whether or not this progress monitored project is constrained by an authority such as the World Trade Organization (WTO).		Progress Monitored	Project	Authority	Constraint		Indicator						7	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006337	BBIE	Progress Monitored_ Project. Sub-Project_ Identification. Identifier	Sub-Project ID	A unique sub-project identifier of this progress monitored project.		Progress Monitored	Project	Sub-Project	Identification		Identifier						8	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001788	ASBIE	Progress Monitored_ Project. Physical. Project_ Location	Physical Location	A physical project location for this progress monitored project.		Progress Monitored	Project		Physical				Project	Location			1	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001789	ASBIE	Progress Monitored_ Project. Baseline_ Plan. Project_ Period	Baseline Plan Period	The baseline plan project period for this progress monitored project.		Progress Monitored	Project	Baseline	Plan				Project	Period			2	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
