Module	#	Kind	Table	No.	Name	DictionaryEntryName	Description	XBRL_GL_TaxonomyElement	ObjectClassTermQualifier	ObjectClassTerm	PropertyTermQualifier	PropertyTerm	DatatypeQualifier	RepresentationTerm	AssociatedObjectClassTermQualifier	AssociatedObjectClass	Datatype	Representation	Level	Key	RefField	RefTable	OccurrenceMin	OccurrenceMax
Inventory	58	BBIE	INV Product Type	3	Inventory Product Type Name	ADC_ Product Type. Inventory Product Type Name	"The name of the inventory product type. EXAMPLE Raw materials, work inprogress, finished goods and supplies."		ADC	Product Type		Inventory Product Type Name		Name			String	%100s	1				1	1
Inventory	58	BBIE	INV Product Type	4	inventory Product Type Description	ADC_ Product Type. Description	The description of the inventory product type.	gl-cor:entryComment	ADC	Product Type		Description		Text			String	%1000s	1				1	1
Inventory	58	RBIE	INV Product Type	5	Parent inventory Product Type ID	ADC_ Product Type. Parent. ADC_ Product Type	The unique identifier for the parent inventory product type. Typically auto-generated by the system. Shall match the Inventory_Product_Type_ID of the record of parent inventory type in the INV_Product_Type table.		ADC	Product Type		Parent			ADC	Product Type	String	%60s	2	REF	Inventory_Product_Type_ID	INV_Product_Type	0	1
Inventory	58	RBIE	INV Product Type	6	Business Segment X	ADC_ Product Type. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Product Type		X			ADC	Business Segment	String	%25s	1				1	n
Inventory	59	ABIE	INV Product	0		ADC_ Inventory Product. Details	"Basic attributes of inventory items and other tracked items through the purchase, use and sales are contained in Table 125."		ADC	Inventory Product													0	n
Inventory	59	IDBIE	INV Product	1	Inventory Product ID	ADC_ Inventory Product. ID	The unique identifier for the inventory item. Typically auto-generated by the system.	gl-bus:measurableIDOther	ADC	Inventory Product		Identification		Identifier			String	%75s	1	PK			1	1
Inventory	59	BBIE	INV Product	2	Inventory Product Code	ADC_ Inventory Product. Inventory_ Product Code	The internal code of the inventory product at the local level for tracking this product.	gl-bus:measurableID	ADC	Inventory Product	Inventory	Product Code		Code			String	%80s	1				1	1
Inventory	59	RBIE	INV Product	3	Inventory Product Type ID	ADC_ Inventory Product. Classified. ADC_ Product Type	The unique identifier for the inventory product type used to express inventory or product type with hierarchy. Typically auto-generated by the system. Shall match the Inventory_Product_Type_ID in the INV_Product_Type table.		ADC	Inventory Product		Classified			ADC	Product Type	String	%60s	2	REF	Inventory_Product_Type_ID	INV_Product_Type	0	1
Inventory	59	BBIE	INV Product	4	Product Group1	ADC_ Inventory Product. Product Group1. Code	Product descriptor #1. EXAMPLE Tires or accessories.	gl-bus:measurableCodeDescription	ADC	Inventory Product		Product Group1		Code			String	%25s	2				0	1
Inventory	59	BBIE	INV Product	5	Product Group2	ADC_ Inventory Product. Product Group2. Code	Product descriptor #2. EXAMPLE Brand.	gl-bus:measurableCategory	ADC	Inventory Product		Product Group2		Code			String	%25s	2				0	1
Inventory	59	BBIE	INV Product	6	Inventory Bar Code	ADC_ Inventory Product. Bar Code	Universal Product Code or other external identifier. EXAMPLE The product code from a primary supplier.	gl-bus:measurableIDOther	ADC	Inventory Product		Bar Code		Code			String	%60s	2				0	1
Inventory	59	RBIE	INV Product	7	Preferred Supplier ID	ADC_ Inventory Product. Preferred. ADC_ Supplier	"The unique identifier for the supplier that the organization has designated as the first choice from whom to procure this item. Selection may be for contractual or practical reasons, which may include historical reliability and quality, advantageous terms (e.g. delivery or pricing), specific customer request, or other reasons. Typically auto-generated by the system. Shall match the Supplier_Account_ID from the BAS_Supplier table."	"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""	ADC	Inventory Product		Preferred			ADC	Supplier	String	%100s	2	REF	Supplier_Account_ID	BAS_Supplier	0	1
Inventory	59	RBIE	INV Product	8	Basic UOM Code	ADC_ Inventory Product. Basic_ Unit Of Measurement. ADC_ Measurement Unit	"The code of the basic measurement unit for inventory, which cannot be further separated; for example, the basic measurement unit for pencil is pieces, however, the business can also use boxes as measurement unit for stocking or managerial purpose. Shall match the UOM_Code in the BAS_Measurement_Unit table."	"gl-bus:measurableUnitOfMeasure with gl-bus:measurableQualifier = ""basic"""	ADC	Inventory Product	Basic	Unit Of Measurement			ADC	Measurement Unit	String	%80s	2	REF	UOM_Code	BAS_Measurement_Unit	0	1
Inventory	59	BBIE	INV Product	9	Default Costing Method	ADC_ Inventory Product. Default Costing Method. Code	"Description of the costing method. EXAMPLE LIFO, FIFO, average, standard, and specific identification."	"gl-ehm:costingMethodCode (enumerated) with values like LIFO, FIFO, tax _basis, book_basis and gl-ehm:costingMethodDescription (freeform)"	ADC	Inventory Product		Default Costing Method		Code			String	%60s	2				0	1
Inventory	59	RBIE	INV Product	11	GL Asset Account Number	ADC_ Inventory Product. Asset_ GL Account Number. ADC_ Chart Of Accounts	"The number of GL account on which the balance sheet amount of inventory product is recognized; for example, identifier for the raw inventory account. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table."	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"	ADC	Inventory Product	Asset	GL Account Number			ADC	Chart Of Accounts	String	%100s	2	REF	GL_Account_Number	BAS_Chart_Of_Accounts	0	1
Inventory	59	RBIE	INV Product	12	GL Cost Account Number	ADC_ Inventory Product. Cost_ GL Account Number. ADC_ Chart Of Accounts	"The number of GL account on which the income statement amount of inventory product is recognized; for example, identifier for the cost of sales account. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table."	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"	ADC	Inventory Product	Cost	GL Account Number			ADC	Chart Of Accounts	String	%100s	2	REF	GL_Account_Number	BAS_Chart_Of_Accounts	0	1
Inventory	59	BBIE	INV Product	13	Out Of Service Date	ADC_ Inventory Product. Out Of Service Date	"The date the inventory is out of service; for example, the date when inventory is discontinued due to changes in design and replacement of materials."	gl-ehm:serialLotExpiration	ADC	Inventory Product		Out Of Service Date		Date			Date	%10c	2				0	1
Inventory	59	BBIE	INV Product	14	Out Of Service Flag	ADC_ Inventory Product. Out Of Service Flag. Indicator	"The sign of out-of-service status. EXAMPLE 0 means no, and 1 means yes."		ADC	Inventory Product		Out Of Service Flag		Indicator			Boolean	%1c	2				0	1
Inventory	59	BBIE	INV Product	15	Lot Number	ADC_ Inventory Product. Lot Number. Code	The number associated with a product that is used for tracking and managing the lot.	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ""lot"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Inventory Product		Lot Number		Code			String	%60s	2				0	1
Inventory	59	BBIE	INV Product	16	Serial Number	ADC_ Inventory Product. Serial Number. Code	"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number)."	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select ""serial"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Inventory Product		Serial Number		Code			String	%60s	2				0	1
Inventory	59	RBIE	INV Product	17	Business Segment X	ADC_ Product. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Product		X			ADC	Business Segment	String	%25s	1				1	n
Inventory	60	ABIE	INV On Hand	0		ADC_ Inventory On Hand. Details	"Information of inventory on hand, for example, suppliers, quantities of items by location and amounts as of the specified date is contained in Table 127."		ADC	Inventory On Hand													0	n
Inventory	60	IDBIE	INV On Hand	1	Inventory ID	ADC_ Inventory On Hand. ID	"The unique identifier for the inventory. Typically auto-generated by the system. The unique value means that each line in the data table under consideration has a unique, non-repetitive, serial number for identification."	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Inventory On Hand		Identification		Identifier			String	%75s	1	PK			1	1
Inventory	60	RBIE	INV On Hand	2	Inventory Product ID	ADC_ Inventory On Hand. Corresponding. ADC_ Product	The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Inventory On Hand		Corresponding			ADC	Product	String	%75s	1	REF	Inventory_Product_ID	INV_Product	1	1
Inventory	60	BBIE	INV On Hand	3	Lot Number	ADC_ Inventory On Hand. Lot Number. Code	The number associated with a product that is used for tracking and managing the lot.	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ""lot"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Inventory On Hand		Lot Number		Code			String	%60s	2				0	1
Inventory	60	BBIE	INV On Hand	4	Serial Number	ADC_ Inventory On Hand. Serial Number. Code	"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number)."	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select ""serial"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Inventory On Hand		Serial Number		Code			String	%60s	2				0	1
Inventory	60	BBIE	INV On Hand	5	Inventory ABC Code	ADC_ Inventory On Hand. ABC. Code	"The code of the importance, monetary value, or other measure of this item according to Markov's rule for selective inventory control, where 20% of items are responsible for 80% of the value or risk. A = top 20% representing 80% of risk; B =30%, representing 15% of risk; C =50% of items representing only 5% of the risk."	gl-bus:allocationCode	ADC	Inventory On Hand		ABC		Code			String	%25s	2				0	1
Inventory	60	ASBIE	INV On Hand	6	Location ID	ADC_ Inventory On Hand. Locatied. ADC_ Location	The unique identifier for the organizations. Shall be a valid entry in INV_Location table. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.	Use corresponding element of XBRL GL taxonomy.	ADC	Inventory On Hand		Locatied			ADC	Location			1				1	1
Inventory	60	BBIE	INV On Hand	7	Inventory As Of Date	ADC_ Inventory On Hand. Inventory As Of Date	The specified date to which inventory information applies.	gl-cor:documentDate associated with as of date.	ADC	Inventory On Hand		Inventory As Of Date		Date			Date	%10c	1				1	1
Inventory	60	ASBIE	INV On Hand	8	inventory Purchased YearToDate Quantity	ADC_ Inventory On Hand. Purchased_ Year To Date Quantity. ADC_ Measurement Quantity	Quantity purchased to this location year to date in the Basic_UOM_Code.	"gl-bus:measurableQuantity with gl-bus:measurableQualifier = ""pytd"""	ADC	Inventory On Hand	Purchased	Year To Date Quantity			ADC	Measurement Quantity			2				0	1
Inventory	60	ASBIE	INV On Hand	9	inventory Sold YearToDate Quantity	ADC_ Inventory On Hand. Sold_ Year To Date Quantity. ADC_ Measurement Quantity	Quantity sold from this location year to date in the Basic_UOM_Code.	"gl-bus:measurableQuantity with gl-bus:measurableQualifier = ""sytd"""	ADC	Inventory On Hand	Sold	Year To Date Quantity			ADC	Measurement Quantity			2				0	1
Inventory	60	RBIE	INV On Hand	10	Inventory Organization Code	ADC_ Inventory On Hand. Inventory Organization. ADC_ Business Segment	"The code of the inventory organization, which refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Inventory On Hand		Inventory Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Inventory	60	RBIE	INV On Hand	11	Cost Organization Code	ADC_ Inventory On Hand. Cost Organization. ADC_ Business Segment	"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Inventory On Hand		Cost Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Inventory	60	ASBIE	INV On Hand	16	Quantity	ADC_ Inventory On Hand. Book. ADC_ Measurement Quantity	The book quantity as expressed in the Inventory_Stocking_UOM_Code.	gl-bus:measurableQuantity	ADC	Inventory On Hand		Book			ADC	Measurement Quantity			1				1	1
Inventory	60	ASBIE	INV On Hand	17	System Quantity	ADC_ Inventory On Hand. System. ADC_ Measurement Quantity	The actual quantity on hand from physical count in the Basic_UOM_Code.	gl-bus:measurableQuantity	ADC	Inventory On Hand		System			ADC	Measurement Quantity			1				1	1
Inventory	60	ASBIE	INV On Hand	18	Physical Count Quantity	ADC_ Inventory On Hand. Physical Count. ADC_ Measurement Quantity	The quantity on hand at last physical count when multiple counts are performed in the Basic_UOM_Code.	XBRL GL supports physical counts by using gl-cor:documentType = other and gl-cor:documentTypeDescriptio n = physical_count and putting counts in gl-bus:measurableQuantity rather than providing in the local file. The physical count at a last date is not relevant to the current count of the system.	ADC	Inventory On Hand		Physical Count			ADC	Measurement Quantity			2				0	1
Inventory	60	BBIE	INV On Hand	19	Last Count Date	ADC_ Inventory On Hand. Last Count. Date	The date of the last physical count.	gl-cor:documentDate associated with folllowing. XBRL GL supports physical counts by using gl-cor:documentType = other and gl-cor:documentTypeDescriptio n = physical_count and putting counts in gl-bus:measurableQuantity rather than providing in the local file. The physical count at a last date is not relevant to the current count of the system.	ADC	Inventory On Hand		Last Count		Date			Date	%10c	2				0	1
Inventory	60	BBIE	INV On Hand	20	Inventory List Price	ADC_ Inventory On Hand. List price. Amount	List or suggested retail price.	"gl-bus_measurableCostPerUnit with gl-bus:measureableQualifier=""standard_price"""	ADC	Inventory On Hand		List price		Amount			Decimal	%22.4f	2				0	1
Inventory	60	BBIE	INV On Hand	21	Inventory Cost	ADC_ Inventory On Hand. Inventory_ Cost. Amount	Cost per unit using the method found in Inventory_Cost_Method.	gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier in Inventory Cost Method.	ADC	Inventory On Hand	Inventory	Cost		Amount			Decimal	%22.4f	1				1	1
Inventory	60	BBIE	INV On Hand	22	Inventory Cost Method	ADC_ Inventory On Hand. Inventory Cost Method. Code	"Description of the costing method. EXAMPLE LIFO, FIFO, average, standard and specific identification."	gl-ehm:costingMethodCode	ADC	Inventory On Hand		Inventory Cost Method		Code			String	%25s	2				0	1
Inventory	60	BBIE	INV On Hand	23	Average Cost	ADC_ Inventory On Hand. Average_ Cost. Amount	The average cost of per unit.	"gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = ""average"""	ADC	Inventory On Hand	Average	Cost		Amount			Decimal	%22.4f	2				0	1
Inventory	60	BBIE	INV On Hand	24	Standard Cost	ADC_ Inventory On Hand. Standard_ Cost. Amount	The standard cost of per unit.	"gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = ""standard"""	ADC	Inventory On Hand	Standard	Cost		Amount			Decimal	%22.4f	2				0	1
Inventory	60	BBIE	INV On Hand	25	Specific Cost	ADC_ Inventory On Hand. Specific_ Cost. Amount	The specific cost of per unit.	"gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = ""specific"""	ADC	Inventory On Hand	Specific	Cost		Amount			Decimal	%22.4f	2				0	1
Inventory	60	BBIE	INV On Hand	27	Bin ID	ADC_ Inventory On Hand. Bin Identification. Code	Optional identifier for the sublocation. Code used in the system.	Use ID and location from location file gl-bus:organizationAddressLocationIdentifier	ADC	Inventory On Hand		Bin Identification		Code			String	%25s	2				0	1
Inventory	60	BBIE	INV On Hand	28	Bin Location	ADC_ Inventory On Hand. Bin Location. Code	Description of bin location used in the system.	gl-bus:organizationAddressDescription	ADC	Inventory On Hand		Bin Location		Code			String	%50s	2				0	1
Inventory	60	RBIE	INV On Hand	29	Business Segment X	ADC_ Inventory On Hand. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Inventory On Hand		X			ADC	Business Segment	String	%25s	1				1	n
Inventory	61	ABIE	INV Transaction	0		ADC_ Inventory Transaction. Details	Transaction history impacting the inventory accounts during the specified time period is contained in Table 129.		ADC	Inventory Transaction													0	n
Inventory	61	IDBIE	INV Transaction	1	Transaction Document ID	ADC_ Inventory Transaction. ID	"The unique identifier for the picking ticket, shipping notice, or other document created upon or associated with movement. Typically autogenerated by the system."	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Inventory Transaction		Identification		Identifier			String	%100s	1	PK			1	1
Inventory	61	BBIE	INV Transaction	2	Transaction Document Line ID	ADC_ Inventory Transaction. Line Number. Code	"The unique identifier for the line number for a document other than a customer order, or supplier purchase order. Typically auto-generated by the system."	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Inventory Transaction		Line Number		Code			String	%100s	1	PK			1	1
Inventory	61	RBIE	INV Transaction	3	Project ID	ADC_ Inventory Transaction. Originating. ADC_ Project	The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.		ADC	Inventory Transaction		Originating			ADC	Project	String	%60s	2	REF	Project_ID	BAS_Project	0	1
Inventory	61	RBIE	INV Transaction	4	Transaction Order ID	ADC_ Inventory Transaction. Related. ADC_ Purchase Order	"The unique identifier for the customer order, (supplier) purchase order or other document associated with the transaction. Typically auto-generated by the system."	"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""order-vendor""*"	ADC	Inventory Transaction		Related			ADC	Purchase Order	String	%100s	1				1	1
Inventory	61	RBIE	INV Transaction	4.5	Transaction Order Line ID	ADC_ Inventory Transaction. Corresponding. ADC_ Purchase Order Line	"The unique identifier for the line item from a customer order, (supplier) purchase order, to differentiate between multiple items in a single order for different quantities. Typically auto-generated by the system."	"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  "	ADC	Inventory Transaction		Corresponding			ADC	Purchase Order Line	String	%100s	1				1	1
Inventory	61	RBIE	INV Transaction	5	Transaction Order ID	ADC_ Inventory Transaction. Related. ADC_ Sales Order	"The unique identifier for the customer order, (supplier) purchase order or other document associated with the transaction. Typically auto-generated by the system."	"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""order-customer"" * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "	ADC	Inventory Transaction		Related			ADC	Sales Order	String	%100s	1				1	1
Inventory	61	RBIE	INV Transaction	5.5	Transaction Order Line ID	ADC_ Inventory Transaction. Corresponding. ADC_ Sales Order Line	"The unique identifier for the line item from a customer order, (supplier) purchase order, to differentiate between multiple items in a single order for different quantities. Typically auto-generated by the system."	"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  "	ADC	Inventory Transaction		Corresponding			ADC	Sales Order Line	String	%100s	1				1	1
Inventory	61	BBIE	INV Transaction	6	Transaction Date	ADC_ Inventory Transaction. Transaction. Date	"The date of activity, per associated transaction document if applicable."		ADC	Inventory Transaction		Transaction		Date			Date	%10c	1				1	1
Inventory	61	BBIE	INV Transaction	7	Transaction Time	ADC_ Inventory Transaction. Transaction. Time	"The time of the activity, per associated transaction document if applicable."		ADC	Inventory Transaction		Transaction		Time			Time	%8c	1				1	1
Inventory	61	BBIE	INV Transaction	8	Transaction Type	ADC_ Inventory Transaction. Transaction Type. Code	"Captures information regarding movements and adjustments. Movement types may include: receipt, shipment, transfer, return, moved to production, and moved from production. Quantity adjustment types may include: physical count adjustment, damage, obsolete, scrapped. Cost adjustments may include: lower of cost or market realization."		ADC	Inventory Transaction		Transaction Type		Code			String	%80s	2				0	1
Inventory	61	BBIE	INV Transaction	9	Transaction Type System	ADC_ Inventory Transaction. System_ Transaction Code	Transaction code local to the underlying accounting software system.		ADC	Inventory Transaction	System	Transaction Code		Code			String	%60s	1				1	1
Inventory	61	BBIE	INV Transaction	10	Transaction Description	ADC_ Inventory Transaction. Description	Description of the transaction.	gl-cor:entryComment	ADC	Inventory Transaction		Description		Text			String	%1000s	1				1	1
Inventory	61	ASBIE	INV Transaction	11	Transaction Quantity	ADC_ Inventory Transaction. Transaction. ADC_ Measurement Quantity	"Quantity affected expressed in location stocking organization in Basic_UOM_Code. When the inventory is received, the number involved will be a 'positive number'; when the inventory is dispatched, the number involved will be a 'negative number'"	gl-bus:measurableQuantity	ADC	Inventory Transaction		Transaction			ADC	Measurement Quantity			1				1	1
Inventory	61	RBIE	INV Transaction	12	Supplier Account ID	ADC_ Inventory Transaction. Related. ADC_ Supplier	The unique identifier for the supplier. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.	"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""	ADC	Inventory Transaction		Related			ADC	Supplier	String	%100s	2	REF	Supplier_Account_ID	BAS_Supplier	0	1
Inventory	61	RBIE	INV Transaction	13	Customer Account ID	ADC_ Inventory Transaction. Receiving. ADC_ Customer	The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.	"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""	ADC	Inventory Transaction		Receiving			ADC	Customer	String	%100s	2	REF	Customer_Account_ID	BAS_Customer	0	1
Inventory	61	BBIE	INV Transaction	14	Inventory Document ID	ADC_ Inventory Transaction. Inventory Document ID. Code	"The unique identifier for the inventory document, specifying the sources where inventory originates. Typically auto-generated by the system."		ADC	Inventory Transaction		Inventory Document ID		Code			String	%60s	2				0	1
Inventory	61	BBIE	INV Transaction	15	Inventory Document Number	ADC_ Inventory Transaction. Inventory Document Number. Code	The number of the inventory document. The number is usually generated by manual input or is system generated. EXAMPLE 201305020001.		ADC	Inventory Transaction		Inventory Document Number		Code			String	%80s	2				0	1
Inventory	61	ASBIE	INV Transaction	16	Inventory Document Line ID	ADC_ Inventory Transaction. Corresponding. ADC_ Purchase Contract	The unique identifier for the inventory document line. Typically auto-generated by the system.	Use corresponding element of XBRL GL taxonomy.	ADC	Inventory Transaction		Corresponding			ADC	Purchase Contract			2				0	1
Inventory	61	BBIE	INV Transaction	17	Inventory Document Line Number	ADC_ Inventory Transaction. Line Number. Code	The number of the inventory document line. This number is generated either by manual input or by the system.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Inventory Transaction		Line Number		Code			String	%10s	2				0	1
Inventory	61	BBIE	INV Transaction	18	Status	ADC_ Inventory Transaction. Status	"The status of the inventory document. EXAMPLE New, Save, Submit, Void and Frozen."		ADC	Inventory Transaction		Status		Text			String	%30s	2				0	1
Inventory	61	RBIE	INV Transaction	19	Inventory Organization Code	ADC_ Inventory Transaction. Inventory Organization. ADC_ Business Segment	"The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table. Inventory Organization refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse."	gl-bus:organizationIdentifier	ADC	Inventory Transaction		Inventory Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Inventory	61	RBIE	INV Transaction	22	Inventory Product ID	ADC_ Inventory Transaction. Corresponding. ADC_ Product	The unique identifier for the inventory item. Typically autogenerated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Inventory Transaction		Corresponding			ADC	Product	String	%75s	1	REF	Inventory_Product_ID	INV_Product	1	1
Inventory	61	BBIE	INV Transaction	23	Lot Number	ADC_ Inventory Transaction. Lot Number. Code	The number associated with a product that is used for tracking and managing the lot.	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ""lot"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Inventory Transaction		Lot Number		Code			String	%60s	2				0	1
Inventory	61	BBIE	INV Transaction	24	Serial Number	ADC_ Inventory Transaction. Serial Number. Code	"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number)."	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select ""serial"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Inventory Transaction		Serial Number		Code			String	%60s	2				0	1
Inventory	61	BBIE	INV Transaction	25	Inventory Required By	ADC_ Inventory Transaction. Required By _ Person. Identifier	The person or organization that makes requisition for inventory.		ADC	Inventory Transaction	Required By 	Person		Identifier			String	%80s	2				0	1
Inventory	61	RBIE	INV Transaction	26	Inventory From Location ID	ADC_ Inventory Transaction. From. ADC_ Location	The unique identifier for the stock trading source location. Typically auto-generated by the system. Shall match the Location_ID in the INV_Location table.	"On negative side of transaction, For XBRL GL, this isn't a single field; use necessary is and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	ADC	Inventory Transaction		From			ADC	Location	String	%75s	1	REF	Location_ID	INV_Location	1	1
Inventory	61	RBIE	INV Transaction	27	Inventory To Location ID	ADC_ Inventory Transaction. To. ADC_ Location	The unique identifier for the stock trading destination. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.	"On positive side of transaction, For XBRL GL, this isn't a single field; use necessary id and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	ADC	Inventory Transaction		To			ADC	Location	String	%75s	1	REF	Location_ID	INV_Location	1	1
Inventory	61	RBIE	INV Transaction	28	Cost Organization Code	ADC_ Inventory Transaction. Cost Organization. ADC_ Business Segment	"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Inventory Transaction		Cost Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Inventory	61	BBIE	INV Transaction	29	Inventory Cost	ADC_ Inventory Transaction. Inventory_ Cost. Amount	Cost per unit using the method found in field Inventory_Cost_Method.		ADC	Inventory Transaction	Inventory	Cost		Amount			Decimal	%22.4f	2				0	1
