seq,module,ObjectClassTermQualifier,ObjectClassTerm,num,Kind,Name,Occurrence,PropertyTerm,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassQualifier,ReferencedObjectClass,Description,DictionaryEntryName,Table,PK_REF,RefField,RefTable,Datatype,Representation,XBRLGL
1916,Source Documents,,Inventory Transaction,28,RFBIE,Cost Organization Code,0..n,Cost Organization,,,,,Business Segment,"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",Inventory Transaction. Cost Organization. Business Segment,INV Transaction,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1917,Source Documents,,Inventory Transaction,29,BBIE,Inventory Cost,0..1,Cost,Amount,,,,,Cost per unit using the method found in field Inventory_Cost_Method.,Inventory Transaction. Cost. Amount,INV Transaction,,,,Decimal,%22.4f,
1918,Source Documents,,Inventory Transaction,30,BBIE,Transaction Adjustment Cost,1..1,Cost,Amount,,,,,Per unit increase or decrease in stocking cost as represented in field Inventory_Cost_Method of the INV_On_Hand table.,Inventory Transaction. Cost. Amount,INV Transaction,,,,Decimal,%22.4f,
1919,Source Documents,,Inventory Transaction,32,BBIE,inventory System Or External Source,1..1,System Or External Source,Indicator,,,,,Indicator used to show whether the inventory transaction is originated within or outside the Inventory module. I for internally initiated transaction and E for externally initiated one. EXAMPLE Purchase or sale.,Inventory Transaction. System Or External Source. Indicator,INV Transaction,,,,String,%1c,
1920,Source Documents,,Inventory Transaction,33,BBIE,inventory Received and Dispatched Flag,0..1,Inventory Received and Dispatched,Indicator,,,,,"This indicates whether the inventory is received or dispatched. EXAMPLE 0 means inventory received, and 1 means inventory dispatched.",Inventory Transaction. Inventory Received and Dispatched. Indicator,INV Transaction,,,,Boolean,%1c,
1921,Source Documents,,Inventory Transaction,34,ASBIE,Posted Activity,0..1,Recorded,,,Posted Activity,,,The unique identifier for the person who posted the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.,Inventory Transaction. Recorded. Posted Activity,INV Transaction,REF,User_ID,BAS_User,String,%25s,
1922,Source Documents,,Inventory Transaction,37,ASBIE,Created Activity,1..1,Recorded,,,Created Activity,,,"The operation records on this record such as create, approve, last modify this record.",Inventory Transaction. Recorded. Created Activity,INV Transaction,,,,,,Use corresponding element of XBRL GL taxonomy.
1923,Source Documents,,Inventory Transaction,46,ASBIE,choice: GL Debit/Credit Account Number,1..1,GL Account Number,,,choice: GL Debit/Credit Account Number,,,The GL account number on which the debit/credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Inventory Transaction. GL Account Number. Chart Of Accounts,INV Transaction,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID with gl-cor:accountPurposeDescription = debit-value in a second account structure
1924,Source Documents,,Inventory Transaction,48,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Inventory Transaction. X. Business Segment,INV Transaction,,,,String,%25s,gl-bus:organizationIdentifier
1925,Source Documents,,Physical Inventory,0,ABIE,Physical Inventory,0..n,Details,,,,,,The quantities on hand as of the date of the physical inventory count as well as the flow information are contained in Table 131.,Physical Inventory. Details,INV Physical Inventory,,,,,,
1926,Source Documents,,Physical Inventory,1,IDBIE,Physical Inventory ID,1..1,Identification,Identifier,,,,,,,INV Physical Inventory,,,,,,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1927,Source Documents,,Physical Inventory,2,ASBIE,Inventory Count Sheet ID,1..1,Corresponding,Code,,,,,The unique identifier for the inventory count sheet. Typically auto-generated by the system.,Physical Inventory. Corresponding. ,INV Physical Inventory,PK,,,,,
1928,Source Documents,,Physical Inventory,3,BBIE,Inventory Count Sheet Number,0..1,Count Sheet Number,Identifier,,,,,The number of the inventory count sheet. This number is generated either by manual input or by the system.,Physical Inventory. Count Sheet Number. Identifier,INV Physical Inventory,,,,String,%80s,
1929,Source Documents,,Physical Inventory,4,ASBIE,Inventory Count Sheet Line ID,1..1,Corresponding,Code,,,,,The unique identifier for the inventory count sheet line. Typically autogenerated by the system.,Physical Inventory. Corresponding. ,INV Physical Inventory,PK,,,,,
1930,Source Documents,,Physical Inventory,5,BBIE,inventory Count Sheet Line Number,0..1,Count Sheet Line Number,identifier,,,,,The number of the line of the inventory count sheet. This number is generated either by manual input or by the system.,Physical Inventory. Count Sheet Line Number. identifier,INV Physical Inventory,,,,String,%10s,
1931,Source Documents,,Physical Inventory,6,RFBIE,Inventory Product ID,1..1,Corresponding,,,,,Product,The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Physical Inventory. Corresponding. Product,INV Physical Inventory,REF,Inventory_Product_ID,INV_Product,String,%75s,gl-bus:measurableIDOther
1932,Source Documents,,Physical Inventory,7,RFBIE,Location ID,1..1,Locatied,,,,,Location,The unique identifier for the organizations. Shall be a valid entry in INV_Location. Typically autogenerated by the system and used for data linking. Shall match the Location_ID in the INV_Location table.,Physical Inventory. Locatied. Location,INV Physical Inventory,REF,Location_ID,INV_Location,String,%75s,
1933,Source Documents,,Physical Inventory,8,RFBIE,Inventory Organization Code,1..n,Inventory Organization,,,,,Business Segment,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Physical Inventory. Inventory Organization. Business Segment,INV Physical Inventory,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1934,Source Documents,,Physical Inventory,9,BBIE,Lot Number,0..1,Lot Number,Code,,,,,The number associated with a product that is used for tracking and managing the lot.,Physical Inventory. Lot Number. Code,INV Physical Inventory,,,,String,%60s,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select lot from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use other from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
1935,Source Documents,,Physical Inventory,10,BBIE,Serial Number,0..1,Serial Number,Code,,,,,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).",Physical Inventory. Serial Number. Code,INV Physical Inventory,,,,String,%60s,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select serial from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use other from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
1936,Source Documents,,Physical Inventory,11,BBIE,Bin ID,0..1,Bin ID,Code,,,,,Optional identifier for the sublocation. Code used in the system.,Physical Inventory. Bin ID. Code,INV Physical Inventory,,,,String,%25s,
1937,Source Documents,,Physical Inventory,12,BBIE,Count Date,1..1,Count,Date,,,,,The date of the physical count.,Physical Inventory. Count. Date,INV Physical Inventory,,,,Date,%10c,
1938,Source Documents,,Physical Inventory,13,ASBIE,System Quantity,1..1,System,,,Measurement Quantity,,,The actual quantity on hand from physical count in the Basic_UOM_Code.,Physical Inventory. System. Measurement Quantity,INV Physical Inventory,,,,,,gl-bus:measurableQuantity
1939,Source Documents,,Physical Inventory,14,ASBIE,Physical Count Quantity,1..1,Physical Count,,,Measurement Quantity,,,The quantity on hand at last physical count when multiple counts are performed in the Basic_UOM_Code.,Physical Inventory. Physical Count. Measurement Quantity,INV Physical Inventory,,,,,,gl-bus:measurableQuantity
1940,Source Documents,,Physical Inventory,15,BBIE,Comment,1..1,Comment,Text,,,,,"Comments on the count, the variances, or other information captured.",Physical Inventory. Comment. Text,INV Physical Inventory,,,,String,%200s,gl-cor:entryComment
1941,Source Documents,,Physical Inventory,16,RFBIE,Posted User ID,0..1,Posted By,,,,,User,The unique identifier for the person who posts the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.,Physical Inventory. Posted By. User,INV Physical Inventory,REF,User_ID,BAS_User,String,%25s,
1942,Source Documents,,Physical Inventory,17,BBIE,Posted Date,0..1,Posted,Date,,,,,The date the transaction is posted.,Physical Inventory. Posted. Date,INV Physical Inventory,,,,Date,%10c,
1943,Source Documents,,Physical Inventory,18,BBIE,Posted Time,0..1,Posted,Time,,,,,The time the particular transaction is posted.,Physical Inventory. Posted. Time,INV Physical Inventory,,,,Time,%8c,
1944,Source Documents,,Physical Inventory,19,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",Physical Inventory. Recorded. Activity Records,INV Physical Inventory,,,,,,Use corresponding element of XBRL GL taxonomy.
1945,Source Documents,,Physical Inventory,20,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Physical Inventory. X. Business Segment,INV Physical Inventory,,,,String,%25s,gl-bus:organizationIdentifier
1946,Source Documents,,Inventory Period Balance,0,ABIE,Inventory Period Balance,0..n,Details,,,,,,"Inventory information regarding its beginning and ending balances, quantities and durational quantities and amounts is contained in Table 133.",Inventory Period Balance. Details,INV Period Balance,,,,,,
1947,Source Documents,,Inventory Period Balance,1,IDBIE,,1..1,Identification,Identifier,,,,,,,INV Period Balance,,,,,,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1948,Source Documents,,Inventory Period Balance,2,RFBIE,Inventory Product ID,1..1,Stored,,,,,Product,The unique identifier for the inventory item. Typically autogenerated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Inventory Period Balance. Stored. Product,INV Period Balance,PK/REF,Inventory_Product_ID,INV_Product,String,%75s,gl-bus:measurableIDOther
1949,Source Documents,,Inventory Period Balance,3,RFBIE,Location ID,1..1,Locatied,,,,,Location,The unique identifier for the organizations. Shall be a valid entry in the INV_Location table. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.,Inventory Period Balance. Locatied. Location,INV Period Balance,PK/REF,Location_ID,INV_Location,String,%75s,
1950,Source Documents,,Inventory Period Balance,4,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the calendar date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Inventory Period Balance. Fiscal Year. Fiscal Period,INV Period Balance,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
1951,Source Documents,,Inventory Period Balance,6,RFBIE,Inventory Organization Code,0..n,Inventory Organization,,,,,Business Segment,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Inventory Period Balance. Inventory Organization. Business Segment,INV Period Balance,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1952,Source Documents,,Inventory Period Balance,7,BBIE,Lot Number,0..1,Lot Number,Code,,,,,The number associated with a product that is used for tracking and managing the lot.,Inventory Period Balance. Lot Number. Code,INV Period Balance,,,,String,%60s,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select lot from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use other from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
1953,Source Documents,,Inventory Period Balance,8,ASBIE,Inventory Beginning Quantity,1..1,Inventory Beginning,,,Measurement Quantity,,,The quantity of inventory as of the beginning in the Basic_UOM_Code.,Inventory Period Balance. Inventory Beginning. Measurement Quantity,INV Period Balance,,,,,,gl-bus:measurableQuantity
1954,Source Documents,,Inventory Period Balance,9,ASBIE,Inventory Ending Quantity,1..1,Inventory Ending,,,Measurement Quantity,,,The quantity of inventory as of the end in the Basic_UOM_Code.,Inventory Period Balance. Inventory Ending. Measurement Quantity,INV Period Balance,,,,,,gl-bus:measurableQuantity
1955,Source Documents,,Inventory Period Balance,10,ASBIE,inventory Received Quantity,1..1,INV Received,,,Measurement Quantity,,,The goods received quantity of cumulative inventory materials at current period in the Basic_UOM_Code.,Inventory Period Balance. INV Received. Measurement Quantity,INV Period Balance,,,,,,gl-bus:measurableQuantity
1956,Source Documents,,Inventory Period Balance,11,ASBIE,inventory Dispatched Quantity,1..1,INV Dispatched,,,Measurement Quantity,,,The goods dispatched quantity of cumulative inventory materials at current period in the Basic_UOM_Code.,Inventory Period Balance. INV Dispatched. Measurement Quantity,INV Period Balance,,,,,,gl-bus:measurableQuantity
1957,Source Documents,,Inventory Period Balance,12,BBIE,inventory Debit Amount,0..1,Debit,Amount,,,,,The cumulative debit amount of inventory materials at current period.,Inventory Period Balance. Debit. Amount,INV Period Balance,,,,Decimal,%22.4f,
1958,Source Documents,,Inventory Period Balance,13,BBIE,inventory Credit Amount,0..1,Credit,Amount,,,,,The cumulative credit amount of inventory materials at current period.,Inventory Period Balance. Credit. Amount,INV Period Balance,,,,Decimal,%22.4f,
1959,Source Documents,,Inventory Period Balance,14,BBIE,Inventory Beginning Balance,0..1,Beginning,Amount,,,,,The beginning balance of inventory.,Inventory Period Balance. Beginning. Amount,INV Period Balance,,,,Decimal,%22.4f,
1960,Source Documents,,Inventory Period Balance,15,BBIE,Inventory Ending Balance,0..1,Ending Balance,Amount,,,,,The ending balance of inventory.,Inventory Period Balance. Ending Balance. Amount,INV Period Balance,,,,Decimal,%22.4f,
1961,Source Documents,,Inventory Period Balance,16,RFBIE,Cost Organization Code,0..n,Cost Organization,,,,,Business Segment,The code of the cost organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Inventory Period Balance. Cost Organization. Business Segment,INV Period Balance,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1962,Source Documents,,Inventory Period Balance,17,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Inventory Period Balance. X. Business Segment,INV Period Balance,,,,String,%25s,gl-bus:organizationIdentifier
1963,Source Documents,,PPE Addition,0,ABIE,PPE Addition,0..n,Details,,,,,,The information of PPE addition transactions is kept in Table 140.,PPE Addition. Details,PPE Addition,,,,,,
1964,Source Documents,,PPE Addition,1,IDBIE,Addition ID,1..1,Identification,Identifier,,,,,The unique identifier for the addition entry. Typically auto-generated by the system.,,PPE Addition,PK,,,String,%60s,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1965,Source Documents,,PPE Addition,2,RFBIE,PPE ID,1..1,Corresponding,,,,,PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Addition. Corresponding. PPE Master,PPE Addition,REF,PPE_ID,PPE_Master,String,%100s,"gl-cor:lineNumberCounter / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1966,Source Documents,,PPE Addition,3,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Addition_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Addition. Fiscal Year. Fiscal Period,PPE Addition,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
1967,Source Documents,,PPE Addition,5,BBIE,Tag Number,0..1,Tag Number,Code,,,,,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or is system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Addition. Tag Number. Code,PPE Addition,,,,String,%60s,gl-bus:measurableIDOther
1968,Source Documents,,PPE Addition,6,BBIE,Addition Type Name,1..1,Addition Type,Name,,,,,"Description of the addition type. EXAMPLE Purchase, Invest and Donate.",PPE Addition. Addition Type. Name,PPE Addition,,,,String,%60s,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"
1969,Source Documents,,PPE Addition,7,BBIE,Addition Date,1..1,Addition Date,Date,,,,,The date that addition transaction happens.,PPE Addition. Addition Date. Date,PPE Addition,,,,Date,%10c,gl-cor:documentDate
1970,Source Documents,,PPE Addition,8,BBIE,Addition Reason,1..1,Reason Code,Code,,,,,The reason why the PPE is added.,PPE Addition. Reason Code. Code,PPE Addition,,,,String,%200s,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"
1971,Source Documents,,PPE Addition,9,ASBIE,Addition Quantity,1..1,Addition,,,Measurement Quantity,,,The quantity of PPE to be added.,PPE Addition. Addition. Measurement Quantity,PPE Addition,,,,,,gl-bus:measurableQuantity
1972,Source Documents,,PPE Addition,10,BBIE,Original Cost,1..1,Cost,Amount,,,,,Original cost of PPE.,PPE Addition. Cost. Amount,PPE Addition,,,,Decimal,%22.4f,gl-cor:amount
1973,Source Documents,,PPE Addition,12,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",PPE Addition. Recorded. Activity Records,PPE Addition,,,,,,Use corresponding element of XBRL GL taxonomy.
1974,Source Documents,,PPE Addition,21,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Addition. X. Business Segment,PPE Addition,,,,String,%25s,gl-bus:organizationIdentifier
1975,Source Documents,,PPE Removal,0,ABIE,PPE Removal,0..n,Details,,,,,,The details related to PPE removal transaction are contained in Table 142.,PPE Removal. Details,PPE Removal,,,,,,
1976,Source Documents,,PPE Removal,1,IDBIE,Removal ID,1..1,Identification,Identifier,,,,,The unique identifier for the removal entry. Typically auto-generated by the system.,,PPE Removal,PK,,,String,%60s,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1977,Source Documents,,PPE Removal,2,RFBIE,PPE ID,1..1,Corresponding,,,,,PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Removal. Corresponding. PPE Master,PPE Removal,REF,PPE_ID,PPE_Master,String,%100s,gl-cor:lineNumberCounter
1978,Source Documents,,PPE Removal,3,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Removal_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Removal. Fiscal Year. Fiscal Period,PPE Removal,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
1979,Source Documents,,PPE Removal,5,BBIE,Tag Number,0..1,Tag Number,Code,,,,,"The tag is commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Removal. Tag Number. Code,PPE Removal,,,,String,%60s,gl-bus:measurableIDOther
1980,Source Documents,,PPE Removal,6,BBIE,Removal Type Name,1..1,Removal Type,Name,,,,,"Description of the removal type. EXAMPLE Sale, retirement, disposal or damaged.",PPE Removal. Removal Type. Name,PPE Removal,,,,String,%60s,
1981,Source Documents,,PPE Removal,7,BBIE,Removal Date,1..1,Removal Date,Date,,,,,The date that PPE is removed.,PPE Removal. Removal Date. Date,PPE Removal,,,,Date,%10c,gl-cor:documentDate
1982,Source Documents,,PPE Removal,8,BBIE,Removal Reason,1..1,Reason Code,Code,,,,,The reason why there is a removal.,PPE Removal. Reason Code. Code,PPE Removal,,,,String,%200s,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"
1983,Source Documents,,PPE Removal,9,ASBIE,Removal Quantity,1..1,Removal,,,Measurement Quantity,,,The reduced quantity of PPE.,PPE Removal. Removal. Measurement Quantity,PPE Removal,,,,,,gl-bus:measurableQuantity
1984,Source Documents,,PPE Removal,10,BBIE,Removal Original Cost,1..1,Cost,Amount,,,,,The reduced original cost during the removal transaction.,PPE Removal. Cost. Amount,PPE Removal,,,,Decimal,%22.4f,gl-cor:amount
1985,Source Documents,,PPE Removal,11,BBIE,Removal Accumulated Depreciation,1..1,Accountumulated Depreciation,Amount,,,,,The reduced accumulated depreciation during the removal transaction.,PPE Removal. Accountumulated Depreciation. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = accountumulated_depreciation
1986,Source Documents,,PPE Removal,12,BBIE,Removal Impairment Provision,1..1,Removal Impairment Provision,Amount,,,,,The reduced impairment provision during the removal transaction.,PPE Removal. Removal Impairment Provision. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = removal_impairment_provision
1987,Source Documents,,PPE Removal,13,BBIE,Removal Residual Value,1..1,Removal Residual Value,Amount,,,,,The reduced residual value during the removal transaction.,PPE Removal. Removal Residual Value. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = removal_residual_value
1988,Source Documents,,PPE Removal,14,BBIE,Removal Cash Proceeds Amount,0..1,Removal Cash Proceeds Amount,Amount,,,,,The amount of cash proceeds received from the removal transaction.,PPE Removal. Removal Cash Proceeds Amount. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = removal_cash_proceeds_amount
1989,Source Documents,,PPE Removal,15,BBIE,Removal Non Cash Proceeds Amount,0..1,Non Cash Proceeds,Amount,,,,,The amount of non-cash proceeds received from the removal transaction.,PPE Removal. Non Cash Proceeds. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = non_cash_proceeds
1990,Source Documents,,PPE Removal,16,BBIE,Removal Expense,1..1,Removal Expense,Amount,,,,,The expense generated from the removal transaction.,PPE Removal. Removal Expense. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = removal_expense
1991,Source Documents,,PPE Removal,17,BBIE,Unrealized Gain Loss Amount,0..1,Unrealized Gain Loss,Amount,,,,,Amount of unrealized gain/loss recorded on the Balance Sheet of removal transaction.,PPE Removal. Unrealized Gain Loss. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = unrealized_gain_loss
1992,Source Documents,,PPE Removal,18,BBIE,Realized Gain Loss Amount,0..1,Realized Gain Loss,Amount,,,,,Amount of realized gain/loss recorded on the Income Statement related to the removal transaction.,PPE Removal. Realized Gain Loss. Amount,PPE Removal,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = realized_gain_loss
1993,Source Documents,,PPE Removal,20,RFBIE,Unrealized Gain Loss ACC NUM,0..1,GL Account Number,,,,,Chart Of Accounts,The GL account number on which Balance Sheet amount is recorded for unrealized gain/loss. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,PPE Removal. GL Account Number. Chart Of Accounts,PPE Removal,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID
1994,Source Documents,,PPE Removal,21,RFBIE,Realized Gain Loss Account NUM,0..1,GL Account Number,,,,,Chart Of Accounts,The GL account number on which Income Statement amount is recognized for realized gain/loss. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,PPE Removal. GL Account Number. Chart Of Accounts,PPE Removal,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID
1995,Source Documents,,PPE Removal,22,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",PPE Removal. Recorded. Activity Records,PPE Removal,,,,,,Use corresponding element of XBRL GL taxonomy.
1996,Source Documents,,PPE Removal,31,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Removal. X. Business Segment,PPE Removal,,,,String,%25s,gl-bus:organizationIdentifier
1997,Source Documents,,PPE Change,0,ABIE,PPE Change,0..n,Details,,,,,,"The PPE_Change table contains changes in PPE information not related to additions and removals of PPE. Examples of information changes recorded include: revaluation, historical cost, depreciation method and ownership.",PPE Change. Details,PPE Change,,,,,,
1998,Source Documents,,PPE Change,1,IDBIE,Change ID,1..1,Identification,Identifier,,,,,The unique identifier for the change entry. Typically auto-generated by the system.,,PPE Change,PK,,,String,%60s,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1999,Source Documents,,PPE Change,2,RFBIE,PPE ID,1..1,Corresponding,,,,,PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Change. Corresponding. PPE Master,PPE Change,REF,PPE_ID,PPE_Master,String,%100s,gl-cor:lineNumberCounter
2000,Source Documents,,PPE Change,3,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Change_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Change. Fiscal Year. Fiscal Period,PPE Change,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
2001,Source Documents,,PPE Change,5,BBIE,Tag Number,0..1,Tag Number,Code,,,,,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or system based on some rules; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Change. Tag Number. Code,PPE Change,,,,String,%60s,gl-bus:measurableIDOther
2002,Source Documents,,PPE Change,6,BBIE,Change Type Name,1..1,Change Type,Name,,,,,"The type of change transaction, except for addition or removal transactions. EXAMPLE Revaluations, changes in historical cost, changes in depreciation method, transfers and changes in status.",PPE Change. Change Type. Name,PPE Change,,,,String,%60s,
