Module	#	Kind	Table	Field #	Field Name	Level	Data Type	Length	XBRL GL Taxonomy Element	Referenced Table	Dictionary Entry Name	Description	Object Class Term Qualifier	Object Class Term	Property Term Qualifier	Property Term	Datatype Qualifier	Representation term	Associated Object Class Term Qualifier	Associated Object Class
INV	60	BBIE	Inventory On-Hand File	10	Bin Location	2	TEXT	50	gl-bus:organizationAddressDesc ription		ADS_ Inventory On Hand. Bin Location	Optional identifier of sub-location: Description of bin location used in system	ADS	Inventory On Hand		Bin Location		Text		
INV	60	BBIE	Inventory On Hand File SerialLot Detail	10	Date of last movement	2	DATE		gl-ehm:serialLotOrigination		ADS_ Serial Lot Inventory On Hand. Last Movement. Date	ISO 8601 format date indicating date of last movement in or out	ADS	Serial Lot Inventory On Hand		Last Movement		Date		
INV	60	BBIE	Inventory On-Hand File	11	Quantity	1	NUMERIC		gl-bus_measurableQuantity		ADS_ Inventory On Hand. Quantity	Count as expressed in Inventory Stocking UOM	ADS	Inventory On Hand		Quantity		Quantity		
INV	60	BBIE	Inventory On-Hand File	12	Inventory Purchasing UOM	2	TEXT	25	gl-bus:measurableUnitOfMeasu		ADS_ Inventory On Hand. Purchasing_ Unit Of Measurement. Code	Primary unit of measure how goods enter the organization	ADS	Inventory On Hand	Purchasing	Unit Of Measurement		Code		
INV	60	BBIE	Inventory On-Hand File	13	Inventory Stocking UOM	1	TEXT	25	gl-bus:measurableUnitOfMeasu re with gl-bus:measurableQualifier = 'stocking'		ADS_ Inventory On Hand. Stocking_ Unit Of Measurement. Code	Unit of measure used associated with the quantity used for stocking inventory	ADS	Inventory On Hand	Stocking	Unit Of Measurement		Code		
INV	60	BBIE	Inventory On-Hand File	14	Inventory Selling UOM	2	TEXT	25	gl-bus:measurableUnitOfMeasu re with gl-bus:measurableQualifier = 'selling'		ADS_ Inventory On Hand. Selling_ Unit Of Measurement. Code	Primary unit of measure of how goods leave the organization through sales	ADS	Inventory On Hand	Selling	Unit Of Measurement		Code		
INV	60	BBIE	Inventory On-Hand File	15	Inventory Cost Method	1	TEXT	25	gl-ehm:costingMethodCode		ADS_ Inventory On Hand. Cost Method. Code	"Description of costing practice, such as LIFO, FIFO, Average, Standard, and specific identification"	ADS	Inventory On Hand		Cost Method		Code		
INV	60	BBIE	Inventory On-Hand File	15.5	Inventory Cost	1	NUMERIC		gl-bus:measurableCostPerUnit		ADS_ Inventory On Hand. Cost Per Unit. Amount	Cost per unit using the method found in field Inventory Cost Method	ADS	Inventory On Hand		Cost Per Unit		Amount		
INV	60	BBIE	Inventory On-Hand File	16	Standard Cost	2	NUMERIC		gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = 'standard'		ADS_ Inventory On Hand. Standard_ Cost Per Unit. Amount	"If maintained, the standard cost per unit"	ADS	Inventory On Hand	Standard	Cost Per Unit		Amount		
INV	60	BBIE	Inventory On-Hand File	17	Average Cost	2	NUMERIC		gl-bus_measurableCostPerUnit with gl-		ADS_ Inventory On Hand. Average_ Cost Per Unit. Amount	"If maintained, the average cost per unit"	ADS	Inventory On Hand	Average	Cost Per Unit		Amount		
INV	60	BBIE	Inventory On-Hand File	18	Specific Cost	2	NUMERIC		gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = 'specific'		ADS_ Inventory On Hand. Specified_ Cost Per Unit. Amount	"If maintained, the specific cost per unit"	ADS	Inventory On Hand	Specified	Cost Per Unit		Amount		
INV	60	BBIE	Inventory On-Hand File	19	Quantity On Hand System	1	NUMERIC		gl-bus:measurableQuantity		ADS_ Inventory On Hand. System_ On Hand. Quantity	"Either quantity on hand at last physical count per system, or calculated quantity on hand."	ADS	Inventory On Hand	System	On Hand		Quantity		
INV	60	BBIE	Inventory On-Hand File	20	Quantity On Hand Physical Count	2	NUMERIC		XBRL GL supports physical counts by using gl-cor:documentType = other and gl-cor:documentTypeDescriptio n = physical_count and putting counts in gl-bus:measurableQuantity rather than providing in the local file. The physical count at a last date is not relevant to the current count of the system.		ADS_ Inventory On Hand. Physical Count_ On Hand. Quantity	Quantity on hand at last physical count per physical count	ADS	Inventory On Hand	Physical Count	On Hand		Quantity		
INV	60	BBIE	Inventory On-Hand File	21	Last Count Date	2	DATE		See above: gl-cor:documentDate associated with above.		ADS_ Inventory On Hand. Last count Date	Date of last physical count	ADS	Inventory On Hand		Last count Date		Date		
INV	60	BBIE	Inventory On-Hand File	22	Inventory List Price	2	NUMERIC		gl-bus_measurableCostPerUnit with gl-		ADS_ Inventory On Hand. List Price. Amount	List or suggested retail price	ADS	Inventory On Hand		List Price		Amount		
INV	60	BBIE	Inventory On-Hand File	23	Inventory Purchase Year To Date	2	NUMERIC		gl-bus:measurableQuantity with gl-bus:measurableQualifier = 'pytd'		ADS_ Inventory On Hand. Purchase Year To Date	Quantity purchased to this location year to date	ADS	Inventory On Hand		Purchase Year To Date		Date		
INV	60	BBIE	Inventory On-Hand File	24	Inventory Sold Year To Date	2	NUMERIC		gl-bus:measurableQuantity with gl-bus:measurableQualifier = 'sytd'		ADS_ Inventory On Hand. Sold Year To Date	Quantity sold from this location year to date	ADS	Inventory On Hand		Sold Year To Date		Date		
INV	60	BBIE	Inventory On-Hand File	25	Inventory ABC Code	2	TEXT		gl-bus:allocationCode		ADS_ Inventory On Hand. ABC Code	"Code representing the importance, dollar value, or other measure of this item according to Markov's Rule for selective inventory control, where 20% of items are responsible for 80% of the value or risk. A = top 20% representing 80% of risk; B represents next 30%, representing 15% of risk; C represents the 50% of items representing only 5% of the risk"	ADS	Inventory On Hand		ABC Code		Code		
INV	60	RBIE	Inventory On-Hand File	26	Primary Vendor	2	TEXT	100	gl-cor:identifierCode for internal # with gl-cor:identifierType = 'vendor'		ADS_ Inventory On Hand. Primary Vendor. ADS_ Supplier	From Vendor Account ID	ADS	Inventory On Hand		Primary Vendor			ADS	Supplier
INV	60	RBIE	Inventory On-Hand File	27	Primary Vendor Product Code	2	TEXT	25	gl-bus:measurableIDOther with gl-bus:measurableQualifier = 'vendor'		ADS_ Inventory On Hand. Product ID. ADS_ Inventory Product	Item number used when ordering from vendor	ADS	Inventory On Hand		Product ID			ADS	Inventory Product
INV	60	BBIE	Inventory On-Hand File	28	Primary Manufacturer	2	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'other' and gl-bus:identifierPurpose = 'manufacturing'		ADS_ Inventory On Hand. Primary Manufacturer	Freeform description of manufacturer of product	ADS	Inventory On Hand		Primary Manufacturer		Text		
INV	60	BBIE	Inventory On-Hand File	29	Primary Manufacturer Product Code	2	TEXT	25	gl-bus:measurableIDOther with gl-bus:measurableQualifier = 'manufacturer'		ADS_ Inventory On Hand. Primary Manufacturer product Code	"Item, catalogue, or other identifier from specific manufacturer"	ADS	Inventory On Hand		Primary Manufacturer product Code		Code		
INV	60	BBIE	Inventory On-Hand File	30	Location Currency	1	TEXT	3	gl-muc:amountOriginalCurrenc y		ADS_ Inventory On Hand. Local Currency. Code	ISO4217 code for local currency	ADS	Inventory On Hand		Local Currency		Code		
INV	60	ASBIE	Inventory On-Hand File	31	SegmentX						ADS_ Inventory On Hand. Classified. ADS_ SegmentX		ADS	Inventory On Hand		Classified			ADS	SegmentX
INV	60.5	ABIE	Physical Inventory File SerialLot	0					"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of physical inventory, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Physical_Inventory_File_SerialLot_Detail_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Serial Lot Physical Inventory. Details	"The Physical Inventory File YYYYMMDD subtable facilitates serial/lot tracking by adding a unique record across the first three fields: Business Unit Code, Inventory Product ID, and Location ID."	ADS	Serial Lot Physical Inventory						
INV	60.5	RBIE	Physical Inventory File SerialLot	1	Business Unit Code	1	TEXT	50	gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'	Business_Unit_Listing	ADS_ Serial Lot Physical Inventory. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file"	ADS	Serial Lot Physical Inventory		Auditing			ADS	Business Unit
INV	60.5	BBIE	Physical Inventory File SerialLot	2	Physical Count Unique ID	1	TEXT	75	"Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structures."		ADS_ Serial Lot Physical Inventory. ID	A point to the related record in the Physical Inventory File YYYYMMD.	ADS	Serial Lot Physical Inventory		Identification		Identifier		
INV	60.5	BBIE	Physical Inventory File SerialLot	3	Detail Unique ID	1	TEXT	75	Use XML's ID on the top level of the structure.		ADS_ Serial Lot Physical Inventory. ID	A unique key for this record	ADS	Serial Lot Physical Inventory		Identification		Identifier		
INV	60.5	BBIE	Physical Inventory File SerialLot	4	Quantity Counted	1	NUMERIC		gl-ehm_SerialLotQuantity with gl-bus:measurableQualifier 'system'		ADS_ Serial Lot Physical Inventory. Counted Quantity	"For serialized items, this is probably '1' with a unit of measure of 'Each'. For lot items, it is a decimal value >= 0 with an appropriate unit of measure."	ADS	Serial Lot Physical Inventory		Counted Quantity		Quantity		
INV	60.5	BBIE	Physical Inventory File SerialLot	5	Quantity per System	1	NUMERIC		gl-ehm_serialLotQuantity		ADS_ Serial Lot Physical Inventory. Per System Quantity		ADS	Serial Lot Physical Inventory		Per System Quantity		Quantity		
INV	60.5	BBIE	Physical Inventory File SerialLot	6	Serial Number	1	TEXT	75	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select 'serial' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use 'other' from"		ADS_ Serial Lot Physical Inventory. Serial Number. Code	"If serialized, the serial number is captured here. Although serial number is the common term, the value is not limited to numeric values. While it is uncommon for an item to be both serial and lot controlled (the serial number unambiguously identifies the item), it is not necessarily mutually exclusive."	ADS	Serial Lot Physical Inventory		Serial Number		Code		
INV	60.5	BBIE	Physical Inventory File SerialLot	7	Lot Number	1	TEXT	75	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select 'lot' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use 'other' from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"		ADS_ Serial Lot Physical Inventory. Lot Number. Code	"If representing a lot, the lot number is captured here. Although lot number is the common term, the value is not limited to numeric values"	ADS	Serial Lot Physical Inventory		Lot Number		Code		
INV	60.5	BBIE	Physical Inventory File SerialLot	8	Comment	2	TEXT	100	gl-ehm:serialLotComment		ADS_ Serial Lot Physical Inventory. Comment	Free-form text related to this serialized item/lot of items	ADS	Serial Lot Physical Inventory		Comment		Text		
INV	61	ABIE	Inventory Transaction File	0					gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor:entriesComment value = 'ads:Inventory_Transaction_File_YYYYMMDD-YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.		ADS_ Inventory transaction. Details	"Captures all transaction history (for example, receipts, shipments, transfers, returns, adjustments) affecting inventory accounts during the time period specified."	ADS	Inventory transaction						
INV	61	RBIE	Inventory Transaction File	1	Business Unit Code	1	TEXT	50	gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'	Business_Unit_Listing	ADS_ Inventory transaction. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file"	ADS	Inventory transaction		Auditing			ADS	Business Unit
INV	61	RBIE	Inventory Transaction File	2	Inventory Product ID	1	TEXT	25	"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Inventory_Item_Code's XBRL GL concepts to tie"	Inventory_Product_Master_File	ADS_ Inventory transaction. Product ID. ADS_ Inventory Product	Must be valid entry in Inventory Product Master File YYYYMMDD	ADS	Inventory transaction		Product ID			ADS	Inventory Product
INV	61	BBIE	Inventory Transaction File	3	Transaction Type	2	TEXT	25	"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"		ADS_ Inventory transaction. Type. Code	"Different software products use different codes and descriptions for the primary inventory-specific actions that take place in inventory transactions related to the movement of goods related to trade, quantity adjustments from internal business events and cost adjustments, due to market factors or damage. While the client and auditor can agree on codes and descriptions to describe the impact on inventory quantities and costs, the use of the following suggested entries can provide an automated understanding: Value/Description, Damage/Quantity reduction due to recognition of damage; quantity entered as a positive, Increase Due To Revaluation/Cost increase due to revaluation, Lower Of Cost or Market Realization/Price decrease due to lower of cost or market evaluation; cost change entered as a positive, Moved From Production/Quantity decrease as Raw Materials are moved to production; quantity entered as a positive, Moved To Production/Quantity increase as Raw Materials are moved to the warehouse from production; quantity entered as a positive, Obsolete/Quantity reduction due to recognition of obsolescence; quantity entered as a positive, Physical Count Adjustment/Quantity change as a result of a physical count; increases from system values entered as a positive; decreases from system values entered as a negative, Receipt/Quantity increase as inventory is received; quantity entered as a positive, Return/Quantity increase as inventory is returned; quantity entered as a positive, Scrapped/Quantity reduction due to inventory being scrapped; quantity entered as a positive, Shipment/Quantity reduction due to inventory being sold or transferred out of the organization; quantity entered as a positive, Transfer/Quantity increase or decrease from inventory being moved between locations: transfer in is a positive entry; transfer out is a negative entry"	ADS	Inventory transaction		Type		Code		
INV	61	BBIE	Inventory Transaction File	4	Transaction Type System	1	TEXT		Concatenate into gl-cor:documentTypeDescription with above enumeration/value		ADS_ Inventory transaction. Type System. Code	Transaction code local to underlying accounting software system	ADS	Inventory transaction		Type System		Code		
INV	61	BBIE	Inventory Transaction File	5	Transaction Date	1	DATE		gl-cor:documentDate		ADS_ Inventory transaction. transaction Date	"Date of activity, per associated transaction document if applicable"	ADS	Inventory transaction		transaction Date		Date		
INV	61	BBIE	Inventory Transaction File	6	Transaction Time	1	TIME		Incorporated into above field using ISO 8601		ADS_ Inventory transaction. transaction Time	"Time of activity, per associated transaction document if applicable"	ADS	Inventory transaction		transaction Time		Time		
INV	61	BBIE	Inventory Transaction File	7	Transaction Quantity	1	NUMERIC		gl-bus:measurableQuanity		ADS_ Inventory transaction. Quantity	Quantity or item affected expressed in location stocking unit	ADS	Inventory transaction		Quantity		Quantity		
INV	61	BBIE	Inventory Transaction File	8	Transaction Cost Adjustment	2	NUMERIC		gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = 'standard_delta' or 'average_delta' or 'specified_delta' or 'lifo_delta' etc.		ADS_ Inventory transaction. Cost Adjustment. Amount	Per unit increase or (decrease) in stocking cost as represented in field Inventory Cost Method of table 2.3 Inventory On-Hand File YYYYMMDD	ADS	Inventory transaction		Cost Adjustment		Amount		
INV	61	BBIE	Inventory Transaction File	9	Transaction Description	1	TEXT	100	gl-cor:detailComment		ADS_ Inventory transaction. Description	Description of transaction	ADS	Inventory transaction		Description		Text		
INV	61	RBIE	Inventory Transaction File	9.5	Source Ledger Transaction Associated Order ID	2	TEXT	100	"gl-cor:documentType using appropriate enumeration for source, such as 'order- customer' or 'order-vendor.'"		ADS_ Inventory transaction. Associated. ADS_ Sales Order / Purchase Order	Transaction ID associated with either the Procure to Pay or Order to Cash Subledger ADS.	ADS	Inventory transaction		Associated			ADS	Sales Order / Purchase Order
INV	61	RBIE	Inventory Transaction File	10	Transaction Associated Order ID	1	TEXT	100	gl-cor:originatingDocumentNumb er		ADS_ Inventory transaction. Associated. ADS_ Sales Order / Purchase Order	"Customer Order, (Vendor) Purchase Order or other document associated with the transaction. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively."	ADS	Inventory transaction		Associated			ADS	Sales Order / Purchase Order
INV	61	RBIE	Inventory Transaction File	11	Transaction Associated Order Line ID	1	TEXT	100	gl-cor:lineNumber		ADS_ Inventory transaction. Associated. ADS_ Sales Order Line / Purchase Order Line	"Line item number from a Customer Order, (Vendor) Purchase Order, to differentiate between multiple items in a single order for different quantities. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively."	ADS	Inventory transaction		Associated			ADS	Sales Order Line / Purchase Order Line
INV	61	BBIE	Inventory Transaction File	12	Transaction Associated Document ID	1	TEXT	100	gl-cor:originatingDocumentNumb er with gl-cor:originatingDocumentType = another other suitable enumeration		ADS_ Inventory transaction. Associated_ Document ID. Code	"Picking ticket, shipping notice, or other document created upon/associated with movement. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively."	ADS	Inventory transaction	Associated	Document ID		Code		
INV	61	BBIE	Inventory Transaction File	13	Transaction Associated Document Line ID	1	TEXT	100	gl-cor:lineNumber		ADS_ Inventory transaction. Associated_ Document Line ID. Code	"Line number for a document other than a Customer Order, or 'Vendor' Purchase Order. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively."	ADS	Inventory transaction	Associated	Document Line ID		Code		
INV	61	RBIE	Inventory Transaction File	14	Inventory From Location	1	TEXT	25	"On negative side of transaction, For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"		ADS_ Inventory transaction. From. ADS_ Inventory Location	Must match Inventory Location File YYYYMMDD entry	ADS	Inventory transaction		From			ADS	Inventory Location
INV	61	BBIE	Inventory Transaction File	15	Serial Number	2	TEXT	75	"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber."		ADS_ Inventory transaction. Serial Number. Code	"If serialized, the serial number is captured here. Although serial number is the common term, the value is not limited to numeric values. While it is uncommon for an item to be both serial and lot controlled (the serial number unambiguously identifies the item), it is not necessarily mutually exclusive."	ADS	Inventory transaction		Serial Number		Code		
INV	61	BBIE	Inventory Transaction File	16	Lot Number	2	TEXT	75	"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber."		ADS_ Inventory transaction. Lot Number. Code	"If representing a lot, the lot number is captured here. Although lot number is the common term, the value is not limited to numeric values"	ADS	Inventory transaction		Lot Number		Code		
INV	61	RBIE	Inventory Transaction File	17	Inventory To Location	1	TEXT	25	"On positive side of transaction, For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	Inventory_Location_Master_File	ADS_ Inventory transaction. To. ADS_ Inventory Location	Required for movements; Must match Inventory Location File YYYYMMDD entry	ADS	Inventory transaction		To			ADS	Inventory Location
INV	61	BBIE	Inventory Transaction File	18	Inventory System Or External Source	1	TEXT	1	gl-cor:invoiceType where ePos means system and self-billed means manual.		ADS_ Inventory transaction. System Or External Source. Indicator	"Used to indicate entry information associated with transaction initiated from other ADS module (for example, P2P, O2C) or initiated from within inventory. If initiated from within inventory fields below are used to capture user and GL information."	ADS	Inventory transaction		System Or External Source		Indicator		
INV	61	ASBIE	Inventory Transaction File	19	Entry Operation						ADS_ Inventory transaction. Transaction. ADS_ Entry Operation		ADS	Inventory transaction		Transaction			ADS	Entry Operation
INV	61	RBIE	Inventory Transaction File	28	Inventory GL Line Debit Account Number	1	TEXT	100	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure (Note: XBRL GL permits an unlimited number of accounts or values with a transaction, and is not consider interrelationships with other files)"	Chart_Of_Accounts	ADS_ Inventory transaction. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted	ADS	Inventory transaction		Debit GL Account Number			ADS	Chart Of Accounts
INV	61	RBIE	Inventory Transaction File	29	Inventory GL Line Credit Account Number	1	TEXT	100	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure (Note: XBRL GL permits an unlimited number of accounts or values with a transaction, and is not limited to a single debit or credit value)"	Chart_Of_Accounts	ADS_ Inventory transaction. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted	ADS	Inventory transaction		Credit GL Account Number			ADS	Chart Of Accounts
INV	61	ASBIE	Inventory Transaction File	30	SegmentX						ADS_ Inventory transaction. Classified. ADS_ SegmentX		ADS	Inventory transaction		Classified			ADS	SegmentX
INV	61.5	ABIE	Material Cost File	0					"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of material costs, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Material_Cost_File_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Material Cost. Details	This is an optional table that captures standard cost components associated with inventory items including cost associated with purchase of material and product.	ADS	Material Cost						
INV	61.5	RBIE	Material Cost File	1	Business Unit Code	1	TEXT	50	gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'	Business_Unit_Listing	ADS_ Material Cost. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file"	ADS	Material Cost		Auditing			ADS	Business Unit
INV	61.5	RBIE	Material Cost File	2	Inventory Product ID	1	TEXT	25	"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Inventory_Item_Code's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	Inventory_Product_Master_File	ADS_ Material Cost. Product ID. ADS_ Inventory Product	Must be valid entry in Inventory Master File YYYYMMDD	ADS	Material Cost		Product ID			ADS	Inventory Product
INV	61.5	RBIE	Material Cost File	3	Location ID	1	TEXT	25	"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	Inventory_Location_Master_File	ADS_ Material Cost. Specified. ADS_ Inventory Location	Must be valid entry in Inventory Location File YYYYMMDD	ADS	Material Cost		Specified			ADS	Inventory Location
INV	61.5	BBIE	Material Cost File	4	Costing Type	1	TEXT	25	gl-cor:accountMainDescription and gl-cor:accountType of measurable		ADS_ Material Cost. Costing Type. Code	"Used to identify the costing sheet (such as COGS, Inventory Valuation, COGM)"	ADS	Material Cost		Costing Type		Code		
INV	61.5	BBIE	Material Cost File	5	Total Cost	1	NUMERIC		gl-cor:amount		ADS_ Material Cost. Total Cost. Amount	"Used to identify the total standard cost components (for example, Cost of Raw material + freight + labor + storage + etc.)"	ADS	Material Cost		Total Cost		Amount		
INV	61.5	BBIE	Material Cost File	6	Other Cost 1	2	NUMERIC		gl-cor:amount associated with gl-cor:accountSubID of 001		ADS_ Material Cost. Other Cost 1. Amount	"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire"	ADS	Material Cost		Other Cost 1		Amount		
INV	61.5	BBIE	Material Cost File	7	Other Cost 2	2	NUMERIC		gl-cor:amount associated with gl-cor:accountSubID of 002		ADS_ Material Cost. Other Cost 2. Amount	"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire"	ADS	Material Cost		Other Cost 2		Amount		
INV	61.5	BBIE	Material Cost File	8	Other Cost 3	2	NUMERIC		gl-cor:amount associated with gl-cor:accountSubID of 003		ADS_ Material Cost. Other Cost 3. Amount	"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire"	ADS	Material Cost		Other Cost 3		Amount		
INV	61.5	BBIE	Material Cost File	9	Other Cost 4	2	NUMERIC		gl-cor:amount associated with gl-cor:accountSubID of 004		ADS_ Material Cost. Other Cost 4. Amount	"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire"	ADS	Material Cost		Other Cost 4		Amount		
INV	61.5	BBIE	Material Cost File	10	Other Cost 5	2	NUMERIC		gl-cor:amount associated with gl-cor:accountSubID of 005		ADS_ Material Cost. Other Cost 5. Amount	"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.)."	ADS	Material Cost		Other Cost 5		Amount		
INV	61.5	BBIE	Material Cost File	11	Stocking Unit of Measure	1	TEXT	25	gl-bus:measurableUnitofMeasure		ADS_ Material Cost. Stocking_ Unit Of Measurement. Code	"Unit of measure, used to track items as stocked (for example, bushel, barrel, pint)"	ADS	Material Cost	Stocking	Unit Of Measurement		Code		
INV	61.5	BBIE	Material Cost File	12	Valid From Date	1	DATE		gl-bus:measurableStartDateTime		ADS_ Material Cost. Valid From Date	Date the cost becomes effective for item	ADS	Material Cost		Valid From Date		Date		
INV	61.5	BBIE	Material Cost File	13	Valid To Date	1	DATE		gl-bus:measurableEndDateTime		ADS_ Material Cost. Valid To Date	Date the cost becomes expired for item	ADS	Material Cost		Valid To Date		Date		
INV	61.5	BBIE	Material Cost File	14	Valuation Date	2	DATE		gl-cor:confirmedDate		ADS_ Material Cost. Valuation Date	"Date of the last cost change, if not available then leverage field Valid to Date"	ADS	Material Cost		Valuation Date		Date		
INV	61.5	ASBIE	Material Cost File	15	SegmentX						ADS_ Material Cost. Classified. ADS_ SegmentX		ADS	Material Cost		Classified			ADS	SegmentX
INV	62	ABIE	Physical Inventory File	0					"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of physical inventory, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Physical_Inventory_File_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Physical Inventory. Details	The on-hand quantities as of the date of the physical inventory count.	ADS	Physical Inventory						
INV	62	RBIE	Physical Inventory File	1	Business Unit Code	1	TEXT	50	gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'	Business_Unit_Listing	ADS_ Physical Inventory. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file"	ADS	Physical Inventory		Auditing			ADS	Business Unit
INV	62	RBIE	Physical Inventory File	2	Inventory Product ID	1	TEXT	25	"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Inventory_Item_Code's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	Inventory_Product_Master_File	ADS_ Physical Inventory. Product ID. ADS_ Inventory Product	Must be valid entry in Inventory Product Master File YYYYMMDD	ADS	Physical Inventory		Product ID			ADS	Inventory Product
INV	62	RBIE	Physical Inventory File	3	Location ID	1	TEXT	25	"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"	Inventory_Location_Master_File	ADS_ Physical Inventory. Specified. ADS_ Inventory Location	Must be valid entry in Inventory Location File YYYYMMDD	ADS	Physical Inventory		Specified			ADS	Inventory Location
INV	62	BBIE	Physical Inventory File	4	Bin ID	2	TEXT	25	Use ID and location from location file  gl-bus:organizationAddressLocationId entifier		ADS_ Physical Inventory. Bin ID	Optional identifier of sub-location: Code used in system	ADS	Physical Inventory		Bin ID				
INV	62	BBIE	Physical Inventory File	5	Count Date	1	DATE		gl-cor:documentDate with gl-cor:documentType = other and gl-cor:documentTypeDescription = physical_count		ADS_ Physical Inventory. Count Date	Date of physical count	ADS	Physical Inventory		Count Date		Date		
