Module,Kind,,seq,Businessterm,Definition,Datatype,ObjectClassTermQualifier,ObjectClassTerm,PropertyTermQualifier,PropertyTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Occurrence,Additional explanation,日本語訳,説明,追加説明,Example Value (値の例),Rules,Section,BIS extension,UBL syntax xPath,Data Type,Attributes - adjustments,Cardinality,CE 16931-3-1 Table 3 -- Alignment of cardinalities
Billing,BBIE,4,ibt-109,Invoice total amount without TAX,The total amount of the Invoice without TAX.,Amount,,Document Totals,,Invoice total amount without TAX,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書合計金額(税抜き),請求書合計金額(税抜き)。,jbt-109 = Σjbt-116 課税分類毎の課税基準額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,1277,"ibr-13,ibr-co-13,ibr-cl-3,ibr-co-15",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,AmountType,,0..1,CAR-2
Billing,BBIE,5,ibt-110,Invoice total TAX amount,The total TAX amount for the Invoice.,Amount,,Document Totals,,Invoice total TAX amount,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書消費税合計金額,請求書消費税合計金額。,jbt-110 = Σ jbt-117 課税分類毎の消費税額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,1197,"ibr-co-14,ibr-cl-3,ibr-co-15",Shared,,/Invoice/cac:TaxTotal/cbc:TaxAmount[@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()],AmountType,,1..1,CAR-1
Billing,BBIE,6,ibt-111,Invoice total TAX amount in accounting currency,The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.,Amount,,Document Totals,,Invoice total TAX amount in accounting currency,,Amount,,,0..1,"The currency code must be the one listed in the ISO 4217 Currency codes.In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",会計通貨での請求書消費税合計金額,売り手の国で認められた、又は要求された会計通貨での消費税合計金額。,通貨コードは、ISO 4217 Currency codes で定められているものを使用しなければならない。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,ibr-53,Aligned,,/Invoice/cac:TaxTotal/cbc:TaxAmount[@currencyID=/Invoice/cbc:TaxCurrencyCode/text()],AmountType,,1..1,CAR-1
Billing,BBIE,7,ibt-112,Invoice total amount with TAX,The total amount of the Invoice with tax.,Amount,,Document Totals,,Invoice total amount with TAX,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書合計金額(税込み),請求書合計金額(税込み)。,jbt-112 = jbt-109 請求書合計金額(税抜き) + jbt-110 請求書消費税合計金額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,13967,"ibr-14,ibr-cl-3,ibr-co-15,ibr-co-16",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,AmountType,,0..1,CAR-2
Billing,BBIE,8,ibt-113,Paid amount,The sum of amounts which have been paid in advance.,Amount,,Document Totals,,Paid amount,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",支払済金額,事前に支払われた金額の合計。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,"ibr-cl-3,ibr-co-16",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount,AmountType,,0..1,
Billing,BBIE,9,ibt-114,Rounding amount,The amount to be added to the invoice total to round the amount to be paid.,Amount,,Document Totals,,Rounding amount,,Amount,,,0..1,"In Japan, the minimum unit of amount is YEN and SEN is not used to define the payment amount, therefore, ibt-114 Rounding amount may not be necessary. However, it is impossible to remove it because it is a necessary component in the calculation rule there since it is used in many other countries. In Japan this will always have the value zero. In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units",丸めるための金額,支払金額に丸めるために請求書の合計金額に追加される金額。,日本では金額単位が円で銭は通常の取引で使用しないので不要と思われるが、計算ルールで必要な要素で、他の多くの国で使われており、取り除くことはできないため、日本では常に値ゼロを入力する運用とする。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,"ibr-cl-3,ibr-co-16",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,AmountType,,0..1,
Billing,BBIE,10,ibt-115,Amount due for payment,The outstanding amount that is requested to be paid.,Amount,,Document Totals,,Amount due for payment,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.In case of amount in JPY, BT-114 Rounding amount is not used, therefore, BT-115 Amount due for payment = BT-112: Invoice total amount with CT\n− BT-113: Paid amount.",差引請求金額,買い手が支払を要求されている差引請求金額。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。(注)日本円ではBT-114丸めるための金額は使用しないため、BT-115 差引請求金額 = BT-112: 請求書合計金額(税込み) − BT-113: 支払済金額 となる。,13967,"ibr-15,ibr-67,ibr-cl-3,ibr-co-16,ibr-co-25",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,AmountType,,1..1,
Billing,ASBIE,34,ibg-23,TAX BREAKDOWN,"A group of business terms providing information about TAX breakdown by different categories, rates and exemption reasons",,,Invoice,,Defined,,,,Tax Breakdown,1..n,,税内訳情報,課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報。,https://www.nta.go.jp/english/taxes/consumption_tax/pdf/2020/general_00.pdf#page=6\n,,"jp-s-1,jp-s-8,jp-s-9,jp-s-1",,,/Invoice/cac:TaxTotal/cac:TaxSubtotal,TaxSubtotalType,,0..n,CAR-2
Billing,ABIE,0,ibg-23,TAX BREAKDOWN,"A group of business terms providing information about TAX breakdown by different categories, rates and exemption reasons",,,Tax Breakdown,,Detail,,,,,1..n,,税内訳情報,課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報。,https://www.nta.go.jp/english/taxes/consumption_tax/pdf/2020/general_00.pdf#page=6\n,,"jp-s-1,jp-s-8,jp-s-9,jp-s-1",,,/Invoice/cac:TaxTotal/cac:TaxSubtotal,TaxSubtotalType,,0..n,CAR-2
Billing,BBIE,1,ibt-116,TAX category taxable amount,Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).,Amount,,Tax Breakdown,,TAX category taxable amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",課税分類毎の課税基準額,課税分類/課税分類の消費税率毎の課税基準額の合計。,"数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item, Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)","877
","ibr-cl-3,jp-br-co-1,jp-s-8,jp-s-9",Aligned,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount,AmountType,,0..1,CAR-2
Billing,BBIE,2,ibt-117,TAX category tax amount,The total TAX amount for a given TAX category.,Amount,,Tax Breakdown,,TAX category tax amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",課税分類毎の消費税額,課税分類毎の消費税額合計。,"jbt-117 = jbt-146 品目単価(値引/割引後)(税抜き) × jbt-119 課税分類毎の税率。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item, Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)",877,"ibr-co-14,jp-br-co-1,jp-s-9",Aligned,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount,AmountType,,1..1,
Billing,BBIE,3,ibt-118,TAX category code,Coded identification of a TAX category.,Code,,Tax Breakdown,,TAX category code,,Code,,,1..1,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",課税分類コード,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",S,"jp-s-1,jp-s-8,jp-s-9,jp-s-1",Aligned,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,IdentifierType,,0..1,CAR-2
Billing,BBIE,4,ibt-119,TAX category rate,"The TAX rate, represented as percentage that applies for the relevant TAX category.",Percent,,Tax Breakdown,,TAX category rate,,Rate,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",課税分類毎の税率,課税分類毎の税額計算のための率。,"数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item, Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)",1,"jp-br-co-1,jp-s-8,jp-s-9",Aligned,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,PercentType,,0..1,
Billing,BBIE,5,ibt-120,TAX exemption reason text,A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged,Text,,Tax Breakdown,,TAX exemption reason text,,Text,,,0..1,,非課税理由テキスト,非課税または課税されない理由をテキストで表現。,,,jp-s-1,Aligned,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,TextType,,0..n,CAR-3
Billing,BBIE,6,ibt-121,TAX exemption reason code,A coded statement of the reason for why the amount is exempted from TAX.,Code,,Tax Breakdown,,TAX exemption reason code,,Code,,,0..1,,非課税理由コード,非課税または課税されない理由をコードで表現。,,,"jp-cl-4,jp-s-1",Aligned,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,CodeType,,0..1,
Billing,ASBIE,35,ibg-24,ADDITIONAL SUPPORTING DOCUMENTS,A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.,,,Invoice,,Defined,,,,Additional Supporting Documents,0..n,,添付書類,請求書内で行われたクレームを実証する添付書類についての情報。大規模な添付ファイルの場合や、個人関連サービスなどの機密情報を請求書自体から分離する必要がある場合など、外部ドキュメントにリンクするオプションが必要になる。,添付文書は、売り手が知っていると予想される文書番号を参照するために、外部文書(URLによって参照される)として、または埋め込み文書(PDF形式の時間レポートなど)として使用することができる。セキュリティの観点から、外部文書(URLによって参照される)は、用いない方が望ましい。,,ibr-52,,,/Invoice/cac:AdditionalDocumentReference,DocumentReferenceType,,0..n,
Billing,ABIE,0,ibg-24,ADDITIONAL SUPPORTING DOCUMENTS,A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.,,,Additional Supporting Documents,,Detail,,,,,0..n,,添付書類,請求書内で行われたクレームを実証する添付書類についての情報。大規模な添付ファイルの場合や、個人関連サービスなどの機密情報を請求書自体から分離する必要がある場合など、外部ドキュメントにリンクするオプションが必要になる。,添付文書は、売り手が知っていると予想される文書番号を参照するために、外部文書(URLによって参照される)として、または埋め込み文書(PDF形式の時間レポートなど)として使用することができる。セキュリティの観点から、外部文書(URLによって参照される)は、用いない方が望ましい。,,ibr-52,,,/Invoice/cac:AdditionalDocumentReference,DocumentReferenceType,,0..n,
Billing,IDBIE,1,ibt-122,Supporting document reference,An identifier of the supporting document. ,Identifier,,Additional Supporting Documents,,Identification,,Identifier,,,1..1,,添付書類への参照,添付書類のID。,,,"ibr-52,ibr-cl-7",Shared,,/Invoice/cac:AdditionalDocumentReference/cbc:ID,IdentifierType,,1..1,
Billing,BBIE,2,ibt-123,Supporting document description,A description of the supporting document. ,Text,,Additional Supporting Documents,,Description,,Text,,,0..1,,添付書類の説明,添付書類の説明。,,,,Shared,,/Invoice/cac:AdditionalDocumentReference/cbc:DocumentDescription,TextType,,0..n,CAR-3
Billing,BBIE,3,ibt-124,External document location,The URL (Uniform Resource Locator) that identifies where the external document is located.,Text,,Additional Supporting Documents,,Location,,Text,,,0..1,,添付書類の保管場所(外部),添付書類が存在する場所を識別するための URL。,例えば、http://または ftp://.と買い手が請求書を補足するために追加情報を必要とする場合は、外部文書保管場所を使用するものとする。外部文書は請求書の一部ではない。外部文書へのアクセスにはリスクが伴う。外部文書にアクセスできなくても請求書を処理できなければならない。,,,Shared,,/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI,IdentifierType,,0..1,
Billing,BBIE,4,ibt-125,Attached document,An attached document embedded as binary object or sent together with the invoice.,Binary Objects,,Additional Supporting Documents,,Attached document,,Binary Objects,,,0..1,,添付書類,バイナリオブジェクトとして埋め込まれた、または請求書と一緒に送られた添付書類。,,,ibr-cl-24,Shared,,/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject,BinaryObjectType,check BT-18,0..1,
Billing,ASBIE,36,ibg-25,INVOICE LINE,A group of business terms providing information on individual Invoice lines.,,,Invoice,,Defined,,,,Invoice Line,1..n,,請求書明細行,請求書明細行に関する情報。,,,"ibr-16,ibr-21,ibr-22,ibr-23,ibr-24,ibr-25,ibr-26,jp-s-1,jp-s-2,jp-s-5",,,/Invoice/cac:InvoiceLine,InvoiceLineType,,1..n,
Billing,ABIE,0,ibg-25,INVOICE LINE,A group of business terms providing information on individual Invoice lines.,,,Invoice Line,,Detail,,,,,1..n,,請求書明細行,請求書明細行に関する情報。,,,"ibr-16,ibr-21,ibr-22,ibr-23,ibr-24,ibr-25,ibr-26,jp-s-1,jp-s-2,jp-s-5",,,/Invoice/cac:InvoiceLine,InvoiceLineType,,1..n,
Billing,IDBIE,1,ibt-126,Invoice line identifier,A unique identifier for the individual line within the Invoice. ,Identifier,,Invoice Line,,identification,,Identifier,,,1..1,,請求書明細行ID,この請求書内で個々の明細行を一意に識別するためのID。,,1,ibr-21,Shared,,/Invoice/cac:InvoiceLine/cbc:ID,IdentifierType,,1..1,
Billing,BBIE,2,ibt-127,Invoice line note,A textual note that gives unstructured information that is relevant to the Invoice line.,Text,,Invoice Line,,Note,,Text,,,0..1,,請求書明細行注釈,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,,,,Shared,,/Invoice/cac:InvoiceLine/cbc:Note,TextType,,0..n,CAR-3
Billing,BBIE,3,ibt-128,Invoice line object identifier,"An identifier for an object on which the invoice line is based, given by the Seller.",Identifier,,Invoice Line,,Invoice line object,,Identifier,,,0..1,,請求書明細行オブジェクトID,売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。,,,ibr-cl-7,Shared,,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='13']/cbc:ID,IdentifierType,with cbc:DocumentTy peCode = '13',1..1,CAR-1
Billing,BBIE,4,ibt-188,Invoice line document identifier,An identifiers for a document that the invoice line referes to.,Document Reference,,Invoice Line,,Invoice line document,,Identifier,,,0..1,,明細行文書参照,請求書明細行が参照する文書の識別子,,AB12345,,Aligned,Added for JP-PINT,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='13')]/cbc:ID,IdentifierType,with not(cbc:DocumentTypeCode = '13'),0..1,
Billing,BBIE,5,ibt-189,Document type code,A code that qualifies the type of the document that is referenced.,Code,,Invoice Line,,Type,,Code,,,0..1,"If used, the code value shall be chosen from the entries of the list UNCL1001.",文書タイプコード,参照文書を区別するコード,使用する際には、その値は、UNCL1001から選択する。,383,"ibr-3,ibr-co-2",Aligned,Added for JP-PINT,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='13')]/cbc:DocumentTypeCode,CodeType,with not(cbc:DocumentTypeCode = '13'),0..1,
Billing,BBIE,6,ibt-129,Invoiced quantity,The quantity of items (goods or services) that is charged in the Invoice line.,Quantity,,Invoice Line,,Quantity,,Quantity,,,1..1,"In the numerical representation, for data type quantity, the decimal point is . (period), and the integer part is not separated by 1000 units.",請求される数量,請求書明細行で請求する品目(商品やサービス)の数量。,【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードがDZNであれば、数量は、10\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードがEAであれば、jbt-149 品目単価基準数量が12で、数量は、120\nいづれの場合も価格単価は、一箱の価格。\n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。,1,ibr-22,Shared,,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,QuantityType,,0..1,CAR-2
Billing,BBIE,7,ibt-130,Invoiced quantity unit of measure code,The unit of measure that applies to the invoiced quantity.,Code,,Invoice Line,,Unit of measure code,,Code,,,1..1,,請求される数量の数量単位コード,請求数量に適用する数量単位コード。,"数量単位は, UN/ECE勧告のリストから選択しなければならない。\n勧告第 20 号： 国際取引に用いられる単位のコード および 勧告第 21 号： 乗客、貨物種類、梱包、梱包材コードに記載された方法を適用する。ほとんどの場合、買い手と売り手がソフトウェアにこれらのリストを完全に実装する必要はない。売り手は、自社の商品やサービスに必要な単位をサポートするだけでよいし、買い手は、請求書で使用されている単位が他の文書で使用されている単位と等しいことを確認するだけで済みます(契約書、カタログ、注文書、および出荷案内書など)。\n金額は消費税を除いた金額で、明細行の控除（返還請求）、追加請求、およびその他の関連税金が含まれる。\n【例】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードは、DZN",EA,"ibr-23,ibr-cl-23",Shared,,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,,,,
Billing,BBIE,8,ibt-131,Invoice line net amount,The total amount of the Invoice line.,Amount,,Invoice Line,,Net amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",値引/割引後請求書明細行金額(税抜き),値引/割引後の請求書明細行の合計金額(税抜き)。,jbt−131 = jbt-146 品目単価(値引/割引後)(税抜き) × (jbt-129 請求される数量 ÷ jbt-149 品目単価基準数量 + jbt-141 請求書明細行の追加請求金額(税抜き) − jbt-136 請求書明細行の返還請求金額(税抜き)\n欧州規格では、消費税課税対象金額(税抜き)は小数点以下第2位に四捨五入する必要があるため、計算のさまざまな部分を個別に四捨五入する必要があることに注意。jbt-131 値引/割引後請求書明細行金額 = (jbt-146 品目単価(値引/割引後)(税抜き) ÷ jbt-149 品目単価基準数量 × jbt-129 請求される数量 の結果は、小数点以下第2位に四捨五入する必要がある。請求書明細行の追加請求金額(税抜き) 及び請求書明細行の追加請求金額(税抜き)も個別に四捨五入される。\n数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,3,"ibr-24,ibr-co-1,ibr-co-13",Shared,,/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,AmountType,,1..1,
Billing,RFBIE,9,ibt-132,Referenced purchase order line reference,"An identifier for a referenced line within a purchase order, issued by the Buyer.",Document Reference,,Invoice Line,,Reference,,,,Purchase order line,0..1,,購買発注明細行参照,買い手が発番した発注書内の明細行を参照するためのID。,BT-132 Referenced purchase order line referenceのDatatypeは、Document referenceなので、この項目だけでどの文書の明細行か識別可能と思われる。単なる行の順序番号でなく上記のjbt-291（参照）発注書番号と行番号を組み合わせた参照IDではないか。,,,Shared,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,IdentifierType,,1..1,CAR-1
Billing,RFBIE,10,ibt-183,Order reference,"An identifier for a referenced purchase order, issued by the Buyer.",Document Reference,,Invoice Line,,Reference,,,,Order document,0..1,,受注参照,買い手が発番した発注番号を参照するためのID。,,,,Aligned,Added,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID,IdentifierType,,1..1,CAR-1
Billing,RFBIE,11,ibt-184,Despatch advice reference,An identifier for a referenced despatch advice.,Document Reference,,Invoice Line,,Reference,,,,Despatch advice,0..1,,出荷案内書(納品書)参照,この請求書が参照する出荷案内書（納品書）のID。,,,,Aligned,Added,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID,IdentifierType,,1..1,CAR-1
Billing,BBIE,12,ibt-133,Invoice line Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer's financial accounts.,Text,,Invoice Line,,Invoice line Buyer accounting reference,,Text,,,0..1,,請求書明細行買い手会計参照,請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。必要に応じて、請求書を発するときに、この参照情報を買い手が売り手に提供する。,,,,Shared,,/Invoice/cac:InvoiceLine/cbc:AccountingCost,TextType,,0..1,
Billing,ASBIE,13,ibg-26,INVOICE LINE PERIOD,A group of business terms providing information about the period relevant for the Invoice line.,,,Invoice Line,,Defined,,,,Period,0..1,"To present ""date of the transfer of taxable assets, etc"", in case that ""date of the transfer of taxable assets, etc"" is a single date,  ibt-007 tax point date can be used. In case that ""date of the transfer of taxable assets, etc"" is a period, ibg-14 INVOICING PERIOD on document level can be used. ibg-14 defines period during which the goods or services that are invoiced were provided. The main use case is for metered service. As example online data consumption or utililities but it can also be used for goods delivered during a period, as is the case for the summarized invoice. In the same way IBG-26 INVOICE LINE PERIOD on line level can be used when there are different dates for each line.",請求書明細行の期間,請求書明細行に関連する期間に関する情報,課税資産の譲渡等の日を表すために、課税資産の譲渡等の日が単一の日付の場合は、ibt-007 課税基準日の日付を使用できる。課税資産の譲渡等の日が期間の場合、ドキュメントレベルの IBG-14 請求期間を使用できる。IBG-14は、請求される商品またはサービスが提供された期間を定義している。主な使用例は、従量制サービスであり、 例としてはオンラインデータの消費あるいは電気ガス水道といった公益料金であるが、合算請求書のケースのように、期間中に提供された商品の場合にも使用できる。同様に、各行ごとに課税資産の譲渡等の日が異なる場合、請求書明細行レベルのIBG-26 請求書明細行の期間を使用できる。,,ibr-co-2,,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod,PeriodType,,0..n,CAR-3
Billing,ABIE,0,ibg-26,INVOICE LINE PERIOD,A group of business terms providing information about the period relevant for the Invoice line.,,,Invoice Line Period,,Detail,,,,,0..1,"To present ""date of the transfer of taxable assets, etc"", in case that ""date of the transfer of taxable assets, etc"" is a single date,  ibt-007 tax point date can be used. In case that ""date of the transfer of taxable assets, etc"" is a period, ibg-14 INVOICING PERIOD on document level can be used. ibg-14 defines period during which the goods or services that are invoiced were provided. The main use case is for metered service. As example online data consumption or utililities but it can also be used for goods delivered during a period, as is the case for the summarized invoice. In the same way IBG-26 INVOICE LINE PERIOD on line level can be used when there are different dates for each line.",請求書明細行の期間,請求書明細行に関連する期間に関する情報,課税資産の譲渡等の日を表すために、課税資産の譲渡等の日が単一の日付の場合は、ibt-007 課税基準日の日付を使用できる。課税資産の譲渡等の日が期間の場合、ドキュメントレベルの IBG-14 請求期間を使用できる。IBG-14は、請求される商品またはサービスが提供された期間を定義している。主な使用例は、従量制サービスであり、 例としてはオンラインデータの消費あるいは電気ガス水道といった公益料金であるが、合算請求書のケースのように、期間中に提供された商品の場合にも使用できる。同様に、各行ごとに課税資産の譲渡等の日が異なる場合、請求書明細行レベルのIBG-26 請求書明細行の期間を使用できる。,,ibr-co-2,,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod,PeriodType,,0..n,CAR-3
Billing,BBIE,1,ibt-134,Invoice line period start date,The date when the Invoice period for this Invoice line starts. ,Date,,Invoice Line Period,,Start date,,Date,,,0..1,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,請求書明細行の期間開始日,請求書明細行の請求期間が開始する日付,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,"ibr-3,ibr-co-2",Shared,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,DateType,,0..1,
Billing,BBIE,2,ibt-135,Invoice line period end date,The date when the Invoice period for this Invoice line ends. ,Date,,Invoice Line Period,,End date,,Date,,,0..1,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,請求書明細行の期間終了日,請求書明細行の請求期間が終了する日付,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,"ibr-3,ibr-co-2",Shared,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,DateType,,0..1,
Billing,ASBIE,14,ibg-27,INVOICE LINE ALLOWANCES,A group of business terms providing information about allowances applicable to the individual Invoice line.,,,Invoice Line,,Defined,,,Invoice Line,Allowances,0..n,,請求書明細行の返還請求,請求書明細行に適用可能な控除（返還請求）に関する情報。,,,"ibr-41,ibr-42",,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],AllowanceChargeType,,0..n,
Billing,ABIE,0,ibg-27,INVOICE LINE ALLOWANCES,A group of business terms providing information about allowances applicable to the individual Invoice line.,,Invoice Line,Allowances,,Detail,,,,,0..n,,請求書明細行の返還請求,請求書明細行に適用可能な控除（返還請求）に関する情報。,,,"ibr-41,ibr-42",,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],AllowanceChargeType,,0..n,
Billing,BBIE,1,ibt-136,Invoice line allowance amount,"The amount of an allowance, without TAX.",Amount,Invoice Line,Allowances,,Amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書明細行の返還請求金額(税抜き),返還請求金額(税抜き)。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,ibr-41,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,AmountType,,1..1,
