num,Module,Kind,Table,Name,Level,Card,Type,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassTermQualifier,ReferencedObjectClass,Type,Description
299,Source Documents,ASBIE,,StockMovement,1,1..*,,Tax Information Structure. Detail,,,MovementOfGoods,,,,StockMovement,,,,
396,Source Documents,ABIE,,Order References,,,,Order References. Detail,Relevant order references,,Order References,,,,,,,,
397,Source Documents,BBIE,,Originating O,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,Origination Order Number,,OrderReferences,,Text,,,,,SAFmiddle2textType,Origination Order Number
398,Source Documents,BBIE,,OrderDate,1,0..1,date,Tax Information Structure. Detail,Date of order,,OrderReferences,,Date,,,,,date,Date of order
259,Source Documents,ABIE,,Payment,,,,Payment. Detail,,,Payment,,,,,,,,
260,Source Documents,BBIE,,PaymentRefNo,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique reference number for payment,,Payment,,Text,,,,,SAFmiddle1textType,Unique reference number for payment
261,Source Documents,BBIE,,Period,1,0..1,nonNegativeInteger,Tax Information Structure. Detail,Accounting Period,,Payment,,,,,,,nonNegativeInteger,Accounting Period
262,Source Documents,BBIE,,PeriodYear,1,0..1,,Tax Information Structure. Detail,The year of the Accounting Period.,,Payment,,,,,,,,The year of the Accounting Period.
263,Source Documents,RFBIE,,Transaction I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,Payment,,Text,,,,Transaction,SAFmiddle2textType,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department."
264,Source Documents,BBIE,,TransactionDate,1,1..1,date,Tax Information Structure. Detail,Document date,,Payment,,Date,,,,,date,Document date
265,Source Documents,BBIE,,PaymentMethod,1,0..1,SAFcodeType,Tax Information Structure. Detail,"Cheque, Bank, Giro, Cash, etc.",,Payment,,Code,,,,,SAFcodeType,"Cheque, Bank, Giro, Cash, etc."
266,Source Documents,BBIE,,Description,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Description of the payment.,,Payment,,Text,,,,,SAFlongtextType,Description of the payment.
267,Source Documents,BBIE,,Batch I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Systems generated ID for batch,,Payment,,Text,,,,,SAFmiddle1textType,Systems generated ID for batch
268,Source Documents,BBIE,,System I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique number created by the system for the document,,Payment,,Text,,,,,SAFmiddle1textType,Unique number created by the system for the document
269,Source Documents,BBIE,,Source I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Details of person or application that entered the transaction,,Payment,,Text,,,,,SAFmiddle1textType,Details of person or application that entered the transaction
270,Source Documents,ASBIE,,Payment_Line,1,1..*,,Tax Information Structure. Detail,,,Payment,,,,Payment_Line,,,,
283,Source Documents,ASBIE,,PaymentSettlement,1,0..1,,Tax Information Structure. Detail,,,Payment,,,,Settlement,,,,
289,Source Documents,ASBIE,,PaymentDocumentTotals,1,0..1,,Tax Information Structure. Detail,,,Payment,,,,DocumentTotals,,,,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,Payment,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
272,Source Documents,BBIE,,PLineNumber,1,0..1,SAFshorttextType,Tax Information Structure. Detail,Number of the paymentline,,Payment_Line,,Code,,,,,SAFshorttextType,Number of the paymentline
273,Source Documents,BBIE,,SourceDocument I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,The source document to which the line relates,,Payment_Line,,Text,,,,,SAFmiddle1textType,The source document to which the line relates
274,Source Documents,RFBIE,,Account I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"General Ledger Account code. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",,Payment_Line,,Text,,,,GeneralLedgerAccounts,SAFmiddle2textType,"General Ledger Account code. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
275,Source Documents,ASBIE,,Analysis,1,0..*,AnalysisStructure,Tax Information Structure. Detail,General Ledger analysis codes,,Payment_Line,,,,AnalysisStructure,,,AnalysisStructure,General Ledger analysis codes
276,Source Documents,RFBIE,,Customer I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the customer,,Payment_Line,,Text,,,Customer,CompanyStructure,SAFmiddle1textType,Unique code for the customer
277,Source Documents,RFBIE,,Supplier I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the supplier,,Payment_Line,,Text,,,Supplier,CompanyStructure,SAFmiddle1textType,Unique code for the supplier
278,Source Documents,BBIE,,TaxPointDate,1,0..1,date,Tax Information Structure. Detail,Tax Point date where recorded or if not recorded then the Invoice date,,Payment_Line,,Date,,,,,date,Tax Point date where recorded or if not recorded then the Invoice date
279,Source Documents,BBIE,,Description,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Description of the payment line.,,Payment_Line,,Text,,,,,SAFlongtextType,Description of the payment line.
280,Source Documents,BBIE,,DebitCreditIndicator,1,1..1,,Tax Information Structure. Detail,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g. a return can lead to a negative amount.,,Payment_Line,,,,,,,,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g. a return can lead to a negative amount.
281,Source Documents,ASBIE,,PaymentLineAmount,1,1..1,AmountStructure,Tax Information Structure. Detail,Amount for transaction excluding taxes.,,Payment_Line,,,,AmountStructure,,,AmountStructure,Amount for transaction excluding taxes.
282,Source Documents,ASBIE,,TaxInformation,1,0..*,TaxInformationStructure,Tax Information Structure. Detail,,,Payment_Line,,,,TaxInformationStructure,,,TaxInformationStructure,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,Payment_Line,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
254,Source Documents,ABIE,,Payments,,,,Payments. Detail,,,Payments,,,,,,,,
255,Source Documents,BBIE,,NumberOfEntries,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,Number of entries,,Payments,,,,,,,nonNegativeInteger,Number of entries
256,Source Documents,BBIE,,TotalDebit,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,The total of all debit amounts in the header's default currency,,Payments,,Monetary,,,,,SAFmonetaryType,The total of all debit amounts in the header's default currency
257,Source Documents,BBIE,,TotalCredit,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,The total of all credit amounts in the header's default currency,,Payments,,Monetary,,,,,SAFmonetaryType,The total of all credit amounts in the header's default currency
258,Source Documents,ASBIE,,Payment,1,1..*,,Tax Information Structure. Detail,,,Payments,,,,Payment,,,,
539,Source Documents,ASBIE,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,2,,,Tax Information Structure. Detail,,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,
541,Source Documents,BBIE,,PeriodStart,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,The first Accounting Period covered by the SAF.,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,,,,nonNegativeInteger,The first Accounting Period covered by the SAF.
542,Source Documents,BBIE,,PeriodStartYear,1,1..1,,Tax Information Structure. Detail,The Accounting Year in which the PeriodStart falls.,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,,,,,The Accounting Year in which the PeriodStart falls.
543,Source Documents,BBIE,,PeriodEnd,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,The last Accounting Period covered by the SAF.,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,,,,nonNegativeInteger,The last Accounting Period covered by the SAF.
544,Source Documents,BBIE,,PeriodEndYear,1,1..1,,Tax Information Structure. Detail,The Accounting Year in which the PeriodEnd falls.,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,,,,,The Accounting Year in which the PeriodEnd falls.
513,Source Documents,ABIE,,Person Name Structure,,,,Person Name Structure. Detail,[Common to all SAFs] All information about the name of a natural person.,,Person Name Structure,,,,,,,,
514,Source Documents,BBIE,,Title,1,1..1,SAFcodeType,Tax Information Structure. Detail,,,PersonNameStructure,,Code,,,,,SAFcodeType,
515,Source Documents,BBIE,,FirstName,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,,,PersonNameStructure,,Text,,,,,SAFmiddle1textType,
516,Source Documents,BBIE,,Initials,1,1..1,SAFshorttextType,Tax Information Structure. Detail,,,PersonNameStructure,,Code,,,,,SAFshorttextType,
517,Source Documents,BBIE,,LastNamePrefix,1,0..1,SAFshorttextType,Tax Information Structure. Detail,"A textual expression of a prefix that precedes this person's family name such as Van, Von.",,PersonNameStructure,,Code,,,,,SAFshorttextType,"A textual expression of a prefix that precedes this person's family name such as Van, Von."
518,Source Documents,BBIE,,LastName,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,,,PersonNameStructure,,Text,,,,,SAFmiddle2textType,
519,Source Documents,BBIE,,BirthName,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,,,PersonNameStructure,,Text,,,,,SAFmiddle2textType,
520,Source Documents,BBIE,,Salutation,1,0..1,SAFshorttextType,Tax Information Structure. Detail,"A formal sign or expression of greeting, expressed as text, that is appropriate for this person such as Right Honourable, Monsignor or Madam.",,PersonNameStructure,,Code,,,,,SAFshorttextType,"A formal sign or expression of greeting, expressed as text, that is appropriate for this person such as Right Honourable, Monsignor or Madam."
521,Source Documents,BBIE,,OtherTitles,1,0..1,SAFshorttextType,Tax Information Structure. Detail,,,PersonNameStructure,,Code,,,,,SAFshorttextType,
248,Source Documents,ABIE,,Purchase Invoices,,,,Purchase Invoices. Detail,,,Purchase Invoices,,,,,,,,
249,Source Documents,BBIE,,NumberOfEntries,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,Number of entries,,PurchaseInvoices,,,,,,,nonNegativeInteger,Number of entries
250,Source Documents,BBIE,,TotalDebit,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,The total of all debit amounts in the header's default currency,,PurchaseInvoices,,Monetary,,,,,SAFmonetaryType,The total of all debit amounts in the header's default currency
251,Source Documents,BBIE,,TotalCredit,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,The total of all credit amounts in the header's default currency,,PurchaseInvoices,,Monetary,,,,,SAFmonetaryType,The total of all credit amounts in the header's default currency
252,Source Documents,ASBIE,,Invoice,1,1..*,InvoiceStructure,Tax Information Structure. Detail,,,PurchaseInvoices,,,,InvoiceStructure,,,InvoiceStructure,
420,Source Documents,ABIE,,References,,,,References. Detail,Credit Note references,,References,,,,,,,,
421,Source Documents,ASBIE,,CreditNote,1,0..1,,Tax Information Structure. Detail,,,References,,,,CreditNote,,,,
242,Source Documents,ABIE,,Sales Invoices,,,,Sales Invoices. Detail,,,Sales Invoices,,,,,,,,
243,Source Documents,BBIE,,NumberOfEntries,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,Number of entries,,SalesInvoices,,,,,,,nonNegativeInteger,Number of entries
244,Source Documents,BBIE,,TotalDebit,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,The total of all debit amounts in the header's default currency,,SalesInvoices,,Monetary,,,,,SAFmonetaryType,The total of all debit amounts in the header's default currency
245,Source Documents,BBIE,,TotalCredit,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,The total of all credit amounts in the header's default currency,,SalesInvoices,,Monetary,,,,,SAFmonetaryType,The total of all credit amounts in the header's default currency
246,Source Documents,ASBIE,,Invoice,1,1..*,InvoiceStructure,Tax Information Structure. Detail,,,SalesInvoices,,,,InvoiceStructure,,,InvoiceStructure,
530,Source Documents,ABIE,,Selection Criteria Structure,,,,Selection Criteria Structure. Detail,[Common to all SAFs] The selection criteria used to generate this Standard Auditfile,,Selection Criteria Structure,,,,,,,,
531,Source Documents,BBIE,,TaxReportingJurisdiction,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Identifies the tax jurisdiction for whose purpose the SAF has been created. Principally for use where a single Revenue body covers more than one territory.,,SelectionCriteriaStructure,,Text,,,,,SAFmiddle1textType,Identifies the tax jurisdiction for whose purpose the SAF has been created. Principally for use where a single Revenue body covers more than one territory.
532,Source Documents,BBIE,,CompanyEntity,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,For use where data has been extracted from the full data set by reference to a specific corporate entity.,,SelectionCriteriaStructure,,Text,,,,,SAFmiddle2textType,For use where data has been extracted from the full data set by reference to a specific corporate entity.
533,Source Documents,ASBIE,,choice:SelectionStartDate-SelectionEndDate/PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,1,1..1,,Tax Information Structure. Detail,"Allows for a choice between selection on calendar dates and periods according to the accounting system, e.g. 1 to 12 for a 12-months accounting system.",,SelectionCriteriaStructure,,,,choice:SelectionStartDate-SelectionEndDate/PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,"Allows for a choice between selection on calendar dates and periods according to the accounting system, e.g. 1 to 12 for a 12-months accounting system."
545,Source Documents,BBIE,,DocumentType,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Type of documents selected. For use where the data has been restricted by reference to particular transaction types.,,SelectionCriteriaStructure,,Text,,,,,SAFlongtextType,Type of documents selected. For use where the data has been restricted by reference to particular transaction types.
546,Source Documents,BBIE,,OtherCriteria,1,0..*,SAFlongtextType,Tax Information Structure. Detail,Any other criteria used in selecting data. Individual Revenue Bodies may wish to draw up a list of other acceptable selection criteria for use within their jurisdiction,,SelectionCriteriaStructure,,Text,,,,,SAFlongtextType,Any other criteria used in selecting data. Individual Revenue Bodies may wish to draw up a list of other acceptable selection criteria for use within their jurisdiction
537,Source Documents,BBIE,,SelectionStartDate,1,1..1,date,Tax Information Structure. Detail,The start date for the reporting period covered by the SAF.,,SelectionStartDate-SelectionEndDate,,Date,,,,,date,The start date for the reporting period covered by the SAF.
538,Source Documents,BBIE,,SelectionEndDate,1,1..1,date,Tax Information Structure. Detail,The end date for the reporting period covered by the SAF.,,SelectionStartDate-SelectionEndDate,,Date,,,,,date,The end date for the reporting period covered by the SAF.
284,Source Documents,ABIE,,Payment Settlement,,,,Settlement. Detail,,,Settlement,,,,,,,,
285,Source Documents,BBIE,,SettlementDiscount,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Description Settlement / Other Discount,,Settlement,,Text,,,,,SAFmiddle1textType,Description Settlement / Other Discount
286,Source Documents,ASBIE,,SettlementAmount,1,0..1,AmountStructure,Tax Information Structure. Detail,Settlement amount,,Settlement,,,,AmountStructure,,,AmountStructure,Settlement amount
287,Source Documents,BBIE,,SettlementDate,1,0..1,date,Tax Information Structure. Detail,Date settled,,Settlement,,Date,,,,,date,Date settled
288,Source Documents,BBIE,,PaymentMechanism,1,0..1,SAFcodeType,Tax Information Structure. Detail,Payment mechanism,,Settlement,,Code,,,,,SAFcodeType,Payment mechanism
431,Source Documents,ABIE,,Invoice Settlement,,,,Settlement. Detail,,,Settlement,,,,,,,,
432,Source Documents,BBIE,,SettlementDiscount,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Description Settlement / Other Discount,,Settlement,,Text,,,,,SAFmiddle1textType,Description Settlement / Other Discount
433,Source Documents,ASBIE,,SettlementAmount,1,1..1,AmountStructure,Tax Information Structure. Detail,Settlement amount,,Settlement,,,,AmountStructure,,,AmountStructure,Settlement amount
434,Source Documents,BBIE,,SettlementDate,1,0..1,date,Tax Information Structure. Detail,Date settled,,Settlement,,Date,,,,,date,Date settled
435,Source Documents,BBIE,,PaymentMechanism,1,0..1,SAFcodeType,Tax Information Structure. Detail,Payment mechanism,,Settlement,,Code,,,,,SAFcodeType,Payment mechanism
442,Source Documents,ABIE,,Shipping Point Structure,,,,Shipping Point Structure. Detail,A structure that holds all shipping point information.,,Shipping Point Structure,,,,,,,,
443,Source Documents,BBIE,,Delivery I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Identification of the delivery,,ShippingPointStructure,,Text,,,,,SAFmiddle1textType,Identification of the delivery
444,Source Documents,BBIE,,DeliveryDate,1,0..1,date,Tax Information Structure. Detail,Date goods are delivered,,ShippingPointStructure,,Date,,,,,date,Date goods are delivered
445,Source Documents,BBIE,,Warehouse I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit",,ShippingPointStructure,,Text,,,,,SAFmiddle1textType,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
446,Source Documents,BBIE,,Location I,1,0..1,SAFshorttextType,Tax Information Structure. Detail,Location of goods in warehouse,,ShippingPointStructure,,Code,,,,,SAFshorttextType,Location of goods in warehouse
447,Source Documents,BBIE,,U C,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique consignment reference number,,ShippingPointStructure,,Text,,,,,SAFmiddle1textType,Unique consignment reference number
448,Source Documents,ASBIE,,Address,1,0..1,AddressStructure,Tax Information Structure. Detail,,,ShippingPointStructure,,,,AddressStructure,,,AddressStructure,
241,Source Documents,ASBIE,,SalesInvoices,1,0..1,,Tax Information Structure. Detail,,,SourceDocuments,,,,SalesInvoices,,,,
247,Source Documents,ASBIE,,PurchaseInvoices,1,0..1,,Tax Information Structure. Detail,,,SourceDocuments,,,,PurchaseInvoices,,,,
253,Source Documents,ASBIE,,Payments,1,0..1,,Tax Information Structure. Detail,,,SourceDocuments,,,,Payments,,,,
294,Source Documents,ASBIE,,MovementOfGoods,1,0..1,,Tax Information Structure. Detail,,,SourceDocuments,,,,MovementOfGoods,,,,
332,Source Documents,ASBIE,,AssetTransactions,1,0..1,,Tax Information Structure. Detail,Details of all transactions related to an asset during the Selectionperiod.,,SourceDocuments,,,,AssetTransactions,,,,Details of all transactions related to an asset during the Selectionperiod.
300,Source Documents,ABIE,,Stock Movement,,,,Stock Movement. Detail,,,Stock Movement,,,,,,,,
301,Source Documents,BBIE,,MovementReference,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique reference to the movement.,,StockMovement,,Text,,,,,SAFmiddle1textType,Unique reference to the movement.
302,Source Documents,BBIE,,MovementDate,1,1..1,date,Tax Information Structure. Detail,Document date,,StockMovement,,Date,,,,,date,Document date
303,Source Documents,BBIE,,MovementPostingDate,1,0..1,date,Tax Information Structure. Detail,Date of posting of the movement if different to Movement Date,,StockMovement,,Date,,,,,date,Date of posting of the movement if different to Movement Date
304,Source Documents,BBIE,,MovementPostingTime,1,0..1,time,Tax Information Structure. Detail,Time of posting of the movement,,StockMovement,,Time,,,,,time,Time of posting of the movement
305,Source Documents,BBIE,,TaxPointDate,1,0..1,date,Tax Information Structure. Detail,Date of supply of goods,,StockMovement,,Date,,,,,date,Date of supply of goods
306,Source Documents,RFBIE,,MovementType,1,1..1,SAFcodeType,Tax Information Structure. Detail,"The movementtype expresses the type of the process for the underlaying lines. E.g. production, sales, purchase. Predescribed TABLE is possible.",,StockMovement,,Code,,,,MovementTypeTableEntry,SAFcodeType,"The movementtype expresses the type of the process for the underlaying lines. E.g. production, sales, purchase. Predescribed TABLE is possible."
307,Source Documents,BBIE,,Source I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Details of person or application that entered the transaction,,StockMovement,,Text,,,,,SAFmiddle1textType,Details of person or application that entered the transaction
308,Source Documents,BBIE,,System I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique number created by the system for the document,,StockMovement,,Text,,,,,SAFmiddle1textType,Unique number created by the system for the document
309,Source Documents,ASBIE,,DocumentReference,1,0..1,,Tax Information Structure. Detail,,,StockMovement,,,,DocumentReference,,,,
314,Source Documents,ASBIE,,StockMovement_Line,1,1..*,,Tax Information Structure. Detail,,,StockMovement,,,,StockMovement_Line,,,,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,StockMovement,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
316,Source Documents,BBIE,,LineNumber,1,1..1,SAFshorttextType,Tax Information Structure. Detail,Number of the movementline,,StockMovement_Line,,Code,,,,,SAFshorttextType,Number of the movementline
317,Source Documents,RFBIE,,Account I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,General Ledger Account code. Can be including sub-account id.,,StockMovement_Line,,Text,,,,GeneralLedgerAccounts,SAFmiddle2textType,General Ledger Account code. Can be including sub-account id.
318,Source Documents,RFBIE,,Transaction I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,StockMovement_Line,,Text,,,,Transaction,SAFmiddle2textType,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department."
319,Source Documents,RFBIE,,Customer I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the customer,,StockMovement_Line,,Text,,,Customer,CompanyStructure,SAFmiddle1textType,Unique code for the customer
320,Source Documents,RFBIE,,Supplier I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the supplier,,StockMovement_Line,,Text,,,Supplier,CompanyStructure,SAFmiddle1textType,Unique code for the supplier
321,Source Documents,ASBIE,,ShipTo,1,0..1,ShippingPointStructure,Tax Information Structure. Detail,Ship To details,,StockMovement_Line,,,,ShippingPointStructure,,,ShippingPointStructure,Ship To details
322,Source Documents,ASBIE,,ShipFrom,1,0..1,ShippingPointStructure,Tax Information Structure. Detail,Ship from Details,,StockMovement_Line,,,,ShippingPointStructure,,,ShippingPointStructure,Ship from Details
323,Source Documents,RFBIE,,ProductCode,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Product code,,StockMovement_Line,,Text,,,,Product,SAFmiddle2textType,Product code
324,Source Documents,RFBIE,,StockAccountNo,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"Stock batch, lot, serial identification. Not used when there is exactly 1 PhysicalStock entry per ProductCode",,StockMovement_Line,,Text,,,,PhysicalStockEntry,SAFmiddle2textType,"Stock batch, lot, serial identification. Not used when there is exactly 1 PhysicalStock entry per ProductCode"
325,Source Documents,BBIE,,Quantity,1,1..1,SAFquantityType,Tax Information Structure. Detail,Quantity of goods,,StockMovement_Line,,Quantity,,,,,SAFquantityType,Quantity of goods
326,Source Documents,RFBIE,,UnitOfMeasure,1,1..1,SAFcodeType,Tax Information Structure. Detail,Quantity unit of measure e.g. pack of 12,,StockMovement_Line,,Code,,,,U OTableEntry,SAFcodeType,Quantity unit of measure e.g. pack of 12
327,Source Documents,BBIE,,U OTo UMPhysicalStockConversionFactor,1,1..1,decimal,Tax Information Structure. Detail,Conversion factor of the UOM to UOM Physical Stock,,StockMovement_Line,,Numeric,,,,,decimal,Conversion factor of the UOM to UOM Physical Stock
328,Source Documents,BBIE,,BookValue,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Value of the transaction line as registrerd in the general ledger in the header's default currency.,,StockMovement_Line,,Monetary,,,,,SAFmonetaryType,Value of the transaction line as registrerd in the general ledger in the header's default currency.
329,Source Documents,RFBIE,,MovementSubType,1,1..1,SAFcodeType,Tax Information Structure. Detail,"Indentify the type of the movement on line / article level. A movement(type) production contains f.i. use of components, getting finished product, efficiencyloss as movementsubtypes. Predescribed TABLE is possible.",,StockMovement_Line,,Code,,,,MovementTypeTableEntry,SAFcodeType,"Indentify the type of the movement on line / article level. A movement(type) production contains f.i. use of components, getting finished product, efficiencyloss as movementsubtypes. Predescribed TABLE is possible."
330,Source Documents,BBIE,,MovementComments,1,0..1,SAFlongtextType,Tax Information Structure. Detail,A reason for the movement,,StockMovement_Line,,Text,,,,,SAFlongtextType,A reason for the movement
331,Source Documents,ASBIE,,TaxInformation,1,0..*,TaxInformationStructure,Tax Information Structure. Detail,,,StockMovement_Line,,,,TaxInformationStructure,,,TaxInformationStructure,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,StockMovement_Line,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
368,Source Documents,ABIE,,Supplier Info,,,,Supplier Info. Detail,,,Supplier Info,,,,,,,,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,Supplier,CompanyStructure,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
369,Source Documents,ASBIE,,choice:Supplier I/Name,1,1..1,,Tax Information Structure. Detail,,,SupplierInfo,,,,choice:SupplierID/Name,,,,
373,Source Documents,ASBIE,,BillingAddress,1,1..1,AddressStructure,Tax Information Structure. Detail,,,SupplierInfo,,,,AddressStructure,,,AddressStructure,
539,Source Documents,ABIE,,Tax ID Structure,,,,Tax ID Structure. Detail,[Common to all SAFs] Tax information of a company.,,Tax ID Structure,,,,,,,,
540,Source Documents,BBIE,,TaxRegistrationNumber,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique number issued by a Revenue Body for use by the company.,,Tax IStructure,,Text,,,,,SAFmiddle1textType,Unique number issued by a Revenue Body for use by the company.
541,Source Documents,BBIE,,TaxType,1,1..1,SAFcodeType,Tax Information Structure. Detail,For use where information reported in the SAF-T covers more than one type of tax regime: to identify the type of tax regime to which this entry relates.,,Tax IStructure,,Code,,,,,SAFcodeType,For use where information reported in the SAF-T covers more than one type of tax regime: to identify the type of tax regime to which this entry relates.
542,Source Documents,BBIE,,TaxNumber,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,"The tax registration number for the particular tax regime referred to by TaxType, f.i. VAT-number",,Tax IStructure,,Text,,,,,SAFmiddle1textType,"The tax registration number for the particular tax regime referred to by TaxType, f.i. VAT-number"
543,Source Documents,BBIE,,TaxAuthority,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Identification of the Revenue Body to which this TaxType refers.,,Tax IStructure,,Text,,,,,SAFmiddle1textType,Identification of the Revenue Body to which this TaxType refers.
544,Source Documents,BBIE,,TaxVerificationDate,1,0..1,date,Tax Information Structure. Detail,The date that the tax registration details referred to above were last checked.,,Tax IStructure,,Date,,,,,date,The date that the tax registration details referred to above were last checked.
545,Source Documents,ABIE,,Tax Information Structure,,,,Tax Information Structure. Detail, Tax Amount information structure,,Tax Information Structure,,,,,,,,
546,Source Documents,BBIE,,TaxType,1,1..1,SAFcodeType,Tax Information Structure. Detail,Tax type for look-up in tables,,TaxInformationStructure,,Code,,,,,SAFcodeType,Tax type for look-up in tables
547,Source Documents,BBIE,,TaxCode,1,0..1,SAFcodeType,Tax Information Structure. Detail,Tax Code for lookup in tables,,TaxInformationStructure,,Code,,,,,SAFcodeType,Tax Code for lookup in tables
548,Source Documents,BBIE,,TaxPercentage,1,0..1,decimal,Tax Information Structure. Detail,Tax percentage.,,TaxInformationStructure,,Percentage,,,,,decimal,Tax percentage.
